,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l
7455,4.51,4.65516855,2.5459529,43.31666123,-11.96425085,4.5,4.505,-49.61574152,-51.0175985,-52.35329636,-33.54199869,-32.76370835,-31.83288873,-12.86339699,-12.64811949,-12.38326305,-11.70398378,-11.35473749,-11.05199887,0.005,0.005,0.005,-280.371396,-267.139572,2646.3648,155.658068,186.163924,6101.1712,43.0555,52.971288,1983.1576,69.849258,60.547724,-1860.3068
7456,4.515,5.20433736,2.4262939,41.85427831,-13.16496235,4.505,4.51,-51.0175985,-52.35329636,-53.63978547,-32.76370835,-31.83288873,-30.8295824,-12.64811949,-12.38326305,-12.08317427,-11.35473749,-11.05199887,-10.76085071,0.005,0.005,0.005,-267.139572,-257.297822,1968.35,186.163924,200.661266,2899.4684,52.971288,60.017756,1409.2936,60.547724,58.229632,-463.6184
7457,4.52,5.67629539,2.28827589,40.2866267,-14.40597895,4.51,4.515,-52.35329636,-53.63978547,-54.85666662,-31.83288873,-30.8295824,-29.78952285,-12.38326305,-12.08317427,-11.76338369,-11.05199887,-10.76085071,-10.47709399,0.005,0.005,0.005,-257.297822,-243.37623,2784.3184,200.661266,208.01191,1470.1288,60.017756,63.958116,788.072,58.229632,56.751344,-295.6576
7458,4.525,6.05022572,2.13660884,38.589428,-15.69019055,4.515,4.52,-53.63978547,-54.85666662,-55.98046158,-30.8295824,-29.78952285,-28.75296127,-12.08317427,-11.76338369,-11.43443188,-10.76085071,-10.47709399,-10.18413185,0.005,0.005,0.005,-243.37623,-224.758992,3723.4476,208.01191,207.312316,-139.9188,63.958116,65.790362,366.4492,56.751344,58.592428,368.2168
7459,4.53,6.31112843,1.97629013,36.74435328,-17.01982595,4.52,4.525,-54.85666662,-55.98046158,-57.03822699,-29.78952285,-28.75296127,-27.78257238,-11.76338369,-11.43443188,-11.06336741,-10.47709399,-10.18413185,-9.93154365,0.005,0.005,0.005,-224.758992,-211.553082,2641.182,207.312316,194.077778,-2646.9076,65.790362,74.212894,1684.5064,58.592428,50.51764,-1614.9576
7460,4.535,6.44994082,1.81228613,34.76155339,-18.39449894,4.525,4.53,-55.98046158,-57.03822699,-58.00489378,-28.75296127,-27.78257238,-26.89990763,-11.43443188,-11.06336741,-10.73569266,-10.18413185,-9.93154365,-9.69368891,0.005,0.005,0.005,-211.553082,-193.333358,3643.9448,194.077778,176.53295,-3508.9656,74.212894,65.53495,-1735.5888,50.51764,47.570948,-589.3384
7461,4.54,6.46346858,1.64925623,32.67942417,-19.81175068,4.53,4.535,-57.03822699,-58.00489378,-58.90102359,-27.78257238,-26.89990763,-26.09771679,-11.06336741,-10.73569266,-10.38791603,-9.93154365,-9.69368891,-9.43801006,0.005,0.005,0.005,-193.333358,-179.225962,2821.4792,176.53295,160.438168,-3218.9564,65.53495,69.555326,804.0752,47.570948,51.13577,712.9644
7462,4.545,6.35412478,1.49133918,30.5487315,-21.2687361,4.535,4.54,-58.00489378,-58.90102359,-59.65903389,-26.89990763,-26.09771679,-25.40524608,-10.73569266,-10.38791603,-10.02685454,-9.69368891,-9.43801006,-9.21117796,0.005,0.005,0.005,-179.225962,-151.60206,5524.7804,160.438168,138.494142,-4388.8052,69.555326,72.212298,531.3944,51.13577,45.36642,-1153.87
7463,4.55,6.13191489,1.34228035,28.42036274,-22.7629408,4.54,4.545,-58.90102359,-59.65903389,-60.38388767,-26.09771679,-25.40524608,-24.76565953,-10.38791603,-10.02685454,-9.70425953,-9.43801006,-9.21117796,-8.98586027,0.005,0.005,0.005,-151.60206,-144.970756,1326.2608,138.494142,127.91731,-2115.3664,72.212298,64.519002,-1538.6592,45.36642,45.063538,-60.5764
7464,4.555,5.82242109,1.20647564,26.34575548,-24.29175758,4.545,4.55,-59.65903389,-60.38388767,-60.95168516,-25.40524608,-24.76565953,-24.2443623,-10.02685454,-9.70425953,-9.36654149,-9.21117796,-8.98586027,-8.75600662,0.005,0.005,0.005,-144.970756,-113.559498,6282.2516,127.91731,104.259446,-4731.5728,64.519002,67.543608,604.9212,45.063538,45.97073,181.4384
7465,4.56,5.41118269,1.08262509,24.35071545,-25.85530116,4.55,4.555,-60.38388767,-60.95168516,-61.48372422,-24.76565953,-24.2443623,-23.73166796,-9.70425953,-9.36654149,-9.06640216,-8.98586027,-8.75600662,-8.52656801,0.005,0.005,0.005,-113.559498,-106.407812,1430.3372,104.259446,102.538868,-344.1156,67.543608,60.027866,-1503.1484,45.97073,45.887722,-16.6016
7466,4.565,4.92159041,0.97246366,22.447585,-27.4535695,4.555,4.56,-60.95168516,-61.48372422,-61.95254484,-24.2443623,-23.73166796,-23.21353212,-9.36654149,-9.06640216,-8.76930382,-8.75600662,-8.52656801,-8.29927516,0.005,0.005,0.005,-106.407812,-93.764124,2528.7376,102.538868,103.627168,217.66,60.027866,59.419668,-121.6396,45.887722,45.45857,-85.8304
7467,4.57,4.37737274,0.87704522,20.63489166,-29.0872276,4.56,4.565,-61.48372422,-61.95254484,-62.38978116,-23.73166796,-23.21353212,-22.65916823,-9.06640216,-8.76930382,-8.49457022,-8.52656801,-8.29927516,-8.07137079,0.005,0.005,0.005,-93.764124,-87.447264,1263.372,103.627168,110.872778,1449.122,59.419668,54.94672,-894.5896,45.45857,45.580874,24.4608
7468,4.575,3.80156293,0.79682824,18.89651854,-30.75710367,4.565,4.57,-61.95254484,-62.38978116,-62.70888385,-23.21353212,-22.65916823,-22.14181375,-8.76930382,-8.49457022,-8.20966075,-8.29927516,-8.07137079,-7.85012866,0.005,0.005,0.005,-87.447264,-63.820538,4725.3452,110.872778,103.470896,-1480.3764,54.94672,56.981894,407.0348,45.580874,44.248426,-266.4896
7469,4.58,3.21561046,0.73177234,17.21257991,-32.4627325,4.57,4.575,-62.38978116,-62.70888385,-62.9907413,-22.65916823,-22.14181375,-21.58993727,-8.49457022,-8.20966075,-7.9497469,-8.07137079,-7.85012866,-7.60933968,0.005,0.005,0.005,-63.820538,-56.37149,1489.8096,103.470896,110.375296,1380.88,56.981894,51.98277,-999.8248,44.248426,48.157796,781.874
7470,4.585,2.63860394,0.68143099,15.55452396,-34.20504856,4.575,4.58,-62.70888385,-62.9907413,-63.21893548,-22.14181375,-21.58993727,-21.01052441,-8.20966075,-7.9497469,-7.68607213,-7.85012866,-7.60933968,-7.38226602,0.005,0.005,0.005,-56.37149,-45.638836,2146.5308,110.375296,115.882572,1101.4552,51.98277,52.734954,150.4368,48.157796,45.414732,-548.6128
7471,4.59,2.08664154,0.64503366,13.90356394,-35.98423484,4.58,4.585,-62.9907413,-63.21893548,-63.40100817,-21.58993727,-21.01052441,-20.4092543,-7.9497469,-7.68607213,-7.42837606,-7.60933968,-7.38226602,-7.15798733,0.005,0.005,0.005,-45.638836,-36.414538,1844.8596,115.882572,120.254022,874.29,52.734954,51.539214,-239.148,45.414732,44.855738,-111.7988
7472,4.595,1.57241641,0.62155602,12.25114438,-37.79990679,4.585,4.59,-63.21893548,-63.40100817,-63.53603816,-21.01052441,-20.4092543,-19.7876877,-7.68607213,-7.42837606,-7.17622285,-7.38226602,-7.15798733,-6.9417866,0.005,0.005,0.005,-36.414538,-27.005998,1881.708,120.254022,124.31332,811.8596,51.539214,50.430642,-221.7144,44.855738,43.240146,-323.1184
7473,4.6,1.10503357,0.60977854,10.59739412,-39.65133763,4.59,4.595,-63.40100817,-63.53603816,-63.62369761,-20.4092543,-19.7876877,-19.18539095,-7.42837606,-7.17622285,-6.91790178,-7.15798733,-6.9417866,-6.71931707,0.005,0.005,0.005,-27.005998,-17.53189,1894.8216,124.31332,120.45935,-770.794,50.430642,51.664214,246.7144,43.240146,44.493906,250.752
7474,4.605,0.69003032,0.60833548,8.95286627,-41.5358591,4.595,4.6,-63.53603816,-63.62369761,-63.67261752,-19.7876877,-19.18539095,-18.57068951,-7.17622285,-6.91790178,-6.65949046,-6.9417866,-6.71931707,-6.50991211,0.005,0.005,0.005,-17.53189,-9.783982,1549.5816,120.45935,122.940288,496.1876,51.664214,51.682264,3.609999998,44.493906,41.880992,-522.5828
7475,4.61,0.3295603,0.61575741,7.32914978,-43.44954212,4.6,4.605,-63.62369761,-63.67261752,-63.67815162,-19.18539095,-18.57068951,-17.97036821,-6.91790178,-6.65949046,-6.39770255,-6.71931707,-6.50991211,-6.30468332,0.005,0.005,0.005,-9.783982,-1.10682,1735.4324,122.940288,120.06426,-575.2056,51.682264,52.357582,135.0636,41.880992,41.045758,-167.0468
7476,4.615,0.02269403,0.63050941,5.73324924,-45.38822204,4.605,4.61,-63.67261752,-63.67815162,-63.64181254,-18.57068951,-17.97036821,-17.38403197,-6.65949046,-6.39770255,-6.13811518,-6.50991211,-6.30468332,-6.10417042,0.005,0.005,0.005,-1.10682,7.267816,1674.9272,120.06426,117.267248,-559.4024,52.357582,51.917474,-88.0216,41.045758,40.10258,-188.6356
7477,4.62,-0.23421136,0.65102707,4.16923078,-47.34707245,4.61,4.615,-63.67815162,-63.64181254,-63.55943138,-17.97036821,-17.38403197,-16.81517448,-6.39770255,-6.13811518,-5.88329166,-6.30468332,-6.10417042,-5.90626364,0.005,0.005,0.005,7.267816,16.476232,1841.6832,117.267248,113.771498,-699.15,51.917474,50.964704,-190.554,40.10258,39.581356,-104.2448
7478,4.625,-0.44709345,0.67575249,2.63922041,-49.32142131,4.615,4.62,-63.64181254,-63.55943138,-63.42910073,-17.38403197,-16.81517448,-16.21228767,-6.13811518,-5.88329166,-5.62042476,-6.10417042,-5.90626364,-5.70367022,0.005,0.005,0.005,16.476232,26.06613,1917.9796,113.771498,120.577362,1361.1728,50.964704,52.57338,321.7352,39.581356,40.518684,187.4656
7479,4.63,-0.62370461,0.7031729,1.1398851,-51.30858805,4.62,4.625,-63.55943138,-63.42910073,-63.27631524,-16.81517448,-16.21228767,-15.65036887,-5.88329166,-5.62042476,-5.38458473,-5.90626364,-5.70367022,-5.50602612,0.005,0.005,0.005,26.06613,30.557098,898.1936,120.577362,112.38376,-1638.7204,52.57338,47.168006,-1081.0748,40.518684,39.52882,-197.9728
7480,4.635,-0.7730754,0.7318628,-0.32731048,-53.30648823,4.625,4.63,-63.42910073,-63.27631524,-63.07199395,-16.21228767,-15.65036887,-15.12581164,-5.62042476,-5.38458473,-5.18068287,-5.70367022,-5.50602612,-5.30660064,0.005,0.005,0.005,30.557098,40.864258,2061.432,112.38376,104.911446,-1494.4628,47.168006,40.780372,-1277.5268,39.52882,39.885096,71.2552
7481,4.64,-0.90496629,0.76052695,-1.75928727,-55.31444303,4.63,4.635,-63.27631524,-63.07199395,-62.82330253,-15.65036887,-15.12581164,-14.56666121,-5.38458473,-5.18068287,-4.94955755,-5.50602612,-5.30660064,-5.10007126,0.005,0.005,0.005,40.864258,49.738284,1774.8052,104.911446,111.830086,1383.728,40.780372,46.225064,1088.9384,39.885096,41.305876,284.156
7482,4.645,-1.02933729,0.78804154,-3.14800618,-57.33191573,4.635,4.64,-63.07199395,-62.82330253,-62.53419473,-15.12581164,-14.56666121,-14.04195579,-5.18068287,-4.94955755,-4.76754684,-5.30660064,-5.10007126,-4.88075196,0.005,0.005,0.005,49.738284,57.82156,1616.6552,111.830086,104.941084,-1377.8004,46.225064,36.402142,-1964.5844,41.305876,43.86386,511.5968
7483,4.65,-1.15583335,0.81349084,-4.48255002,-59.35829385,4.64,4.645,-62.82330253,-62.53419473,-62.22866823,-14.56666121,-14.04195579,-13.49700224,-4.94955755,-4.76754684,-4.59295973,-5.10007126,-4.88075196,-4.66469543,0.005,0.005,0.005,57.82156,61.1053,656.748,104.941084,108.99071,809.9252,36.402142,34.917422,-296.944,43.86386,43.211306,-130.5108
7484,4.655,-1.29331421,0.83619537,-5.75440035,-61.39321184,4.645,4.65,-62.53419473,-62.22866823,-61.81492697,-14.04195579,-13.49700224,-13.02468971,-4.76754684,-4.59295973,-4.45125398,-4.88075196,-4.66469543,-4.42306408,0.005,0.005,0.005,61.1053,82.748252,4328.5904,108.99071,94.462506,-2905.6408,34.917422,28.34115,-1315.2544,43.211306,48.32627,1022.9928
7485,4.66,-1.44949166,0.85572668,-6.95582099,-63.43553254,4.65,4.655,-62.22866823,-61.81492697,-61.36763118,-13.49700224,-13.02468971,-12.54161465,-4.59295973,-4.45125398,-4.32259916,-4.66469543,-4.42306408,-4.16855292,0.005,0.005,0.005,82.748252,89.459158,1342.1812,94.462506,96.615012,430.5012,28.34115,25.730964,-522.0372,48.32627,50.902232,515.1924
7486,4.665,-1.6306963,0.87190699,-8.08109836,-65.48340954,4.655,4.66,-61.81492697,-61.36763118,-60.87798202,-13.02468971,-12.54161465,-12.07622176,-4.45125398,-4.32259916,-4.22999765,-4.42306408,-4.16855292,-3.90280778,0.005,0.005,0.005,89.459158,97.929832,1694.1348,96.615012,93.078578,-707.2868,25.730964,18.520302,-1442.1324,50.902232,53.149028,449.3592
7487,4.67,-1.84175659,0.88479473,-9.1267992,-67.5341835,4.66,4.665,-61.36763118,-60.87798202,-60.34030362,-12.54161465,-12.07622176,-11.70494673,-4.32259916,-4.22999765,-4.12731399,-4.16855292,-3.90280778,-3.68627553,0.005,0.005,0.005,97.929832,107.53568,1921.1696,93.078578,74.255006,-3764.7144,18.520302,20.536732,403.286,53.149028,43.30645,-1968.5156
7488,4.675,-2.07476002,0.89590925,-10.09370082,-69.58450543,4.665,4.67,-60.87798202,-60.34030362,-59.73499977,-12.07622176,-11.70494673,-11.22480908,-4.22999765,-4.12731399,-4.06726452,-3.90280778,-3.68627553,-3.37945258,0.005,0.005,0.005,107.53568,121.06077,2705.018,74.255006,96.02753,4354.5048,20.536732,12.009894,-1705.3676,43.30645,61.36459,3611.628
7489,4.68,-2.32724277,0.90606346,-10.98680028,-71.63075408,4.67,4.675,-60.34030362,-59.73499977,-59.08751383,-11.70494673,-11.22480908,-10.91909422,-4.12731399,-4.06726452,-3.98454748,-3.68627553,-3.37945258,-3.1548052,0.005,0.005,0.005,121.06077,129.497188,1687.2836,96.02753,61.142972,-6976.9116,12.009894,16.543408,906.7028,61.36459,44.929476,-3287.0228
7490,4.685,-2.60350922,0.91530056,-11.81639224,-73.66972961,4.675,4.68,-59.73499977,-59.08751383,-58.41534026,-11.22480908,-10.91909422,-10.45143518,-4.06726452,-3.98454748,-3.93937309,-3.37945258,-3.1548052,-2.83886443,0.005,0.005,0.005,129.497188,134.434714,987.5052,61.142972,93.531808,6477.7672,16.543408,9.034878,-1501.706,44.929476,63.188154,3651.7356
7491,4.69,-2.90022881,0.92444389,-12.59699588,-75.69975873,4.68,4.685,-59.08751383,-58.41534026,-57.6640872,-10.91909422,-10.45143518,-10.18206275,-3.98454748,-3.93937309,-3.90781021,-3.1548052,-2.83886443,-2.61488064,0.005,0.005,0.005,134.434714,150.250612,3163.1796,93.531808,53.874486,-7931.4644,9.034878,6.312576,-544.4604,63.188154,44.796758,-3678.2792
7492,4.695,-3.2125652,0.93435753,-13.34525972,-77.72024142,4.685,4.69,-58.41534026,-57.6640872,-56.84676739,-10.45143518,-10.18206275,-9.93322312,-3.93937309,-3.90781021,-3.87141678,-2.83886443,-2.61488064,-2.36542802,0.005,0.005,0.005,150.250612,163.463962,2642.67,53.874486,49.767926,-821.312,6.312576,7.278686,193.222,44.796758,49.890524,1018.7532
7493,4.7,-3.5344277,0.94589706,-14.07565969,-79.73048203,4.69,4.695,-57.6640872,-56.84676739,-55.99563114,-10.18206275,-9.93322312,-9.59531785,-3.90781021,-3.87141678,-3.84911377,-2.61488064,-2.36542802,-2.09701731,0.005,0.005,0.005,163.463962,170.22725,1352.6576,49.767926,67.581054,3562.6256,7.278686,4.460602,-563.6168,49.890524,53.682142,758.3236
7494,4.705,-3.85877798,0.95986375,-14.79810683,-81.72924385,4.695,4.7,-56.84676739,-55.99563114,-55.11674674,-9.93322312,-9.59531785,-9.28933329,-3.87141678,-3.84911377,-3.84644635,-2.36542802,-2.09701731,-1.81185119,0.005,0.005,0.005,170.22725,175.77688,1109.926,67.581054,61.196912,-1276.8284,4.460602,0.533484,-785.4236,53.682142,57.033224,670.2164
7495,4.71,-4.17787761,0.97696729,-15.51882407,-83.71555949,4.7,4.705,-55.99563114,-55.11674674,-54.15954003,-9.59531785,-9.28933329,-9.11892412,-3.84911377,-3.84644635,-3.82667732,-2.09701731,-1.81185119,-1.61694342,0.005,0.005,0.005,175.77688,191.441342,3132.8924,61.196912,34.081834,-5423.0156,0.533484,3.953806,684.0644,57.033224,38.981554,-3610.334
7496,4.715,-4.48352799,0.99779694,-16.23761801,-85.68869136,4.705,4.71,-55.11674674,-54.15954003,-53.16754208,-9.28933329,-9.11892412,-8.87107514,-3.84644635,-3.82667732,-3.82376187,-1.81185119,-1.61694342,-1.36353322,0.005,0.005,0.005,191.441342,198.39959,1391.6496,34.081834,49.569796,3097.5924,3.953806,0.58309,-674.1432,38.981554,50.68204,2340.0972
7497,4.72,-4.76739744,1.02279845,-16.94854265,-87.64805633,4.71,4.715,-54.15954003,-53.16754208,-52.12668762,-9.11892412,-8.87107514,-8.73186199,-3.82667732,-3.82376187,-3.8220477,-1.61694342,-1.36353322,-1.17449832,0.005,0.005,0.005,198.39959,208.170892,1954.2604,49.569796,27.84263,-4345.4332,0.58309,0.342834,-48.0512,50.68204,37.80698,-2575.012
7498,4.725,-5.02142262,1.05225575,-17.64229832,-89.59308114,4.715,4.72,-53.16754208,-52.12668762,-51.05370551,-8.87107514,-8.73186199,-8.55615731,-3.82376187,-3.8220477,-3.82069331,-1.36353322,-1.17449832,-0.96661539,0.005,0.005,0.005,208.170892,214.596422,1285.106,27.84263,35.140936,1459.6612,0.342834,0.270878,-14.3912,37.80698,41.576586,753.9212
7499,4.73,-5.23822117,1.08627722,-18.30815084,-91.5229966,4.72,4.725,-52.12668762,-51.05370551,-49.93410456,-8.73186199,-8.55615731,-8.39262233,-3.8220477,-3.82069331,-3.83222808,-1.17449832,-0.96661539,-0.75951353,0.005,0.005,0.005,214.596422,223.92019,1864.7536,35.140936,32.706996,-486.788,0.270878,-2.306954,-515.5664,41.576586,41.420372,-31.2428
7500,4.735,-5.41146719,1.12478513,-18.93577657,-93.43659363,4.725,4.73,-51.05370551,-49.93410456,-48.77855761,-8.55615731,-8.39262233,-8.22059495,-3.82069331,-3.83222808,-3.8500764,-0.96661539,-0.75951353,-0.55472894,0.005,0.005,0.005,223.92019,231.10939,1437.84,32.706996,34.405476,339.696,-2.306954,-3.569664,-252.542,41.420372,40.956918,-92.6908
7501,4.74,-5.53620656,1.16750665,-19.51699988,-95.33238585,4.73,4.735,-49.93410456,-48.77855761,-47.58763653,-8.39262233,-8.22059495,-8.04296246,-3.83222808,-3.8500764,-3.8735582,-0.75951353,-0.55472894,-0.34837431,0.005,0.005,0.005,231.10939,238.184216,1414.9652,34.405476,35.526498,224.2044,-3.569664,-4.69636,-225.3392,40.956918,41.270926,62.8016
7502,4.745,-5.60911782,1.21396459,-20.04760493,-97.20898035,4.735,4.74,-48.77855761,-47.58763653,-46.3659087,-8.22059495,-8.04296246,-7.84983743,-3.8500764,-3.8735582,-3.91021234,-0.55472894,-0.34837431,-0.14044216,0.005,0.005,0.005,238.184216,244.345566,1232.27,35.526498,38.625006,619.7016,-4.69636,-7.330828,-526.8936,41.270926,41.58643,63.1008
7503,4.75,-5.6287397,1.26346678,-20.52842708,-99.06488916,4.74,4.745,-47.58763653,-46.3659087,-45.10321163,-8.04296246,-7.84983743,-7.67536204,-3.8735582,-3.91021234,-3.9484787,-0.34837431,-0.14044216,0.06360198,0.005,0.005,0.005,244.345566,252.539414,1638.7696,38.625006,34.895078,-745.9856,-7.330828,-7.653272,-64.4888,41.58643,40.808828,-155.5204
7504,4.755,-5.59568097,1.31509304,-20.96451375,-100.8974969,4.745,4.75,-46.3659087,-45.10321163,-43.82710869,-7.84983743,-7.67536204,-7.38791192,-3.91021234,-3.9484787,-3.98731381,-0.14044216,0.06360198,0.28795335,0.005,0.005,0.005,252.539414,255.220588,536.2348,34.895078,57.490024,4518.9892,-7.653272,-7.767022,-22.75,40.808828,44.870274,812.2892
7505,4.76,-5.5128212,1.3676803,-21.36259026,-102.7028737,4.75,4.755,-45.10321163,-43.82710869,-42.50971562,-7.67536204,-7.38791192,-7.18075806,-3.9484787,-3.98731381,-4.04807291,0.06360198,0.28795335,0.49603457,0.005,0.005,0.005,255.220588,263.478614,1651.6052,57.490024,41.430772,-3211.8504,-7.767022,-12.15182,-876.9596,44.870274,41.616244,-650.806
7506,4.765,-5.38555031,1.41980818,-21.73013049,-104.4769675,4.755,4.76,-43.82710869,-42.50971562,-41.13639313,-7.38791192,-7.18075806,-7.05802296,-3.98731381,-4.04807291,-4.12099984,0.28795335,0.49603457,0.69391735,0.005,0.005,0.005,263.478614,274.664498,2237.1768,41.430772,24.54702,-3376.7504,-12.15182,-14.585386,-486.7132,41.616244,39.576556,-407.9376
7507,4.77,-5.29361344,1.46500145,-22.07496339,-106.2155142,4.76,4.765,-42.50971562,-41.13639313,-39.74713014,-7.18075806,-7.05802296,-6.79720436,-4.04807291,-4.12099984,-4.19153757,0.49603457,0.69391735,0.92738112,0.005,0.005,0.005,274.664498,277.852598,637.62,24.54702,52.16372,5523.34,-14.585386,-14.107546,95.568,39.576556,46.692754,1423.2396
7508,4.775,-5.66628605,1.47540601,-22.40350946,-107.914318,4.765,4.77,-41.13639313,-39.74713014,-38.31218388,-7.05802296,-6.79720436,-6.69333908,-4.12099984,-4.19153757,-4.27853523,0.69391735,0.92738112,1.09988883,0.005,0.005,0.005,277.852598,286.989252,1827.3308,52.16372,20.773056,-6278.1328,-14.107546,-17.399532,-658.3972,46.692754,34.501542,-2438.2424
7509,4.78,-6.1515341,1.47563356,-22.71943821,-109.5694728,4.77,4.775,-39.74713014,-38.31218388,-36.86150847,-6.79720436,-6.69333908,-6.42368285,-4.19153757,-4.27853523,-4.34891007,0.92738112,1.09988883,1.3370879,0.005,0.005,0.005,286.989252,290.135082,629.166,20.773056,53.931246,6631.638,-17.399532,-14.074968,664.9128,34.501542,47.439814,2587.6544
7510,4.785,-6.77010707,1.46406041,-23.02160753,-111.1768808,4.775,4.78,-38.31218388,-36.86150847,-35.36917107,-6.69333908,-6.42368285,-6.33266387,-4.27853523,-4.34891007,-4.45068452,1.09988883,1.3370879,1.50128656,0.005,0.005,0.005,290.135082,298.46748,1666.4796,53.931246,18.203796,-7145.49,-14.074968,-20.35489,-1255.9844,47.439814,32.839732,-2920.0164
7511,4.79,-7.54056191,1.43919726,-23.30553495,-112.7327505,4.78,4.785,-36.86150847,-35.36917107,-33.85859181,-6.42368285,-6.33266387,-6.2092714,-4.34891007,-4.45068452,-4.56434071,1.3370879,1.50128656,1.67797342,0.005,0.005,0.005,298.46748,302.115852,729.6744,18.203796,24.678494,1294.9396,-20.35489,-22.731238,-475.2696,32.839732,35.337372,499.528
7512,4.795,-8.47763358,1.39977068,-23.5669935,-114.2348314,4.785,4.79,-35.36917107,-33.85859181,-32.29370545,-6.33266387,-6.2092714,-6.06408221,-4.45068452,-4.56434071,-4.68855183,1.50128656,1.67797342,1.9213412,0.005,0.005,0.005,302.115852,312.977272,2172.284,24.678494,29.037838,871.8688,-22.731238,-24.842224,-422.1972,35.337372,48.673556,2667.2368
7513,4.8,-9.59051902,1.34480305,-23.80389696,-115.6831563,4.79,4.795,-33.85859181,-32.29370545,-30.75202117,-6.2092714,-6.06408221,-5.91889083,-4.56434071,-4.68855183,-4.80071718,1.67797342,1.9213412,2.0944591,0.005,0.005,0.005,312.977272,308.336856,-928.0832,29.037838,29.038276,0.0876,-24.842224,-22.43307,481.8308,48.673556,34.62358,-2809.9952
7514,4.805,-11.03529015,1.28813187,-24.01531936,-117.0795604,4.795,4.8,-32.29370545,-30.75202117,-29.18096296,-6.06408221,-5.91889083,-5.8460834,-4.68855183,-4.80071718,-4.94717972,1.9213412,2.0944591,2.27081238,0.005,0.005,0.005,308.336856,314.211642,1174.9572,29.038276,14.561486,-2895.358,-22.43307,-29.292508,-1371.8876,34.62358,35.270656,129.4152
7515,4.81,-12.65902112,1.22149052,-24.20196498,-118.427299,4.8,4.805,-30.75202117,-29.18096296,-27.58659988,-5.91889083,-5.8460834,-5.79131061,-4.80071718,-4.94717972,-5.08330571,2.0944591,2.27081238,2.43570164,0.005,0.005,0.005,314.211642,318.872616,932.1948,14.561486,10.954558,-721.3856,-29.292508,-27.225198,413.462,35.270656,32.977852,-458.5608
7516,4.815,-14.37839144,1.14011567,-24.36753275,-119.7306511,4.805,4.81,-29.18096296,-27.58659988,-25.98581881,-5.8460834,-5.79131061,-5.7634997,-4.94717972,-5.08330571,-5.22437145,2.27081238,2.43570164,2.5907931,0.005,0.005,0.005,318.872616,320.156214,256.7196,10.954558,5.562182,-1078.4752,-27.225198,-28.213148,-197.59,32.977852,31.018292,-391.912
7517,4.82,-16.15476135,1.04364245,-24.52008553,-120.9948705,4.81,4.815,-27.58659988,-25.98581881,-24.38776144,-5.79131061,-5.7634997,-5.79138437,-5.08330571,-5.22437145,-5.3497175,2.43570164,2.5907931,2.70212568,0.005,0.005,0.005,320.156214,319.611474,-108.948,5.562182,-5.576934,-2227.8232,-28.213148,-25.06921,628.7876,31.018292,22.266516,-1750.3552
7518,4.825,-17.94380694,0.93190627,-24.66957649,-122.2252713,4.815,4.82,-25.98581881,-24.38776144,-22.76866568,-5.7634997,-5.79138437,-5.78740911,-5.22437145,-5.3497175,-5.52096929,2.5907931,2.70212568,2.87604323,0.005,0.005,0.005,319.611474,323.819152,841.5356,-5.576934,0.795052,1274.3972,-25.06921,-34.250358,-1836.2296,22.266516,34.78351,2503.3988
7519,4.83,-19.69831685,0.80498496,-24.82378993,-123.4252537,4.82,4.825,-24.38776144,-22.76866568,-21.16290705,-5.79138437,-5.78740911,-5.8350141,-5.3497175,-5.52096929,-5.6720538,2.70212568,2.87604323,2.99870148,0.005,0.005,0.005,323.819152,321.151726,-533.4852,0.795052,-9.520998,-2063.21,-34.250358,-30.216902,806.6912,34.78351,24.53165,-2050.372
7520,4.835,-20.59802687,0.64514473,-24.98907881,-124.5966956,4.825,4.83,-22.76866568,-21.16290705,-19.56463453,-5.78740911,-5.8350141,-5.90616074,-5.52096929,-5.6720538,-5.82671102,2.87604323,2.99870148,3.0967264,0.005,0.005,0.005,321.151726,319.654504,-299.4444,-9.520998,-14.229328,-941.666,-30.216902,-30.931444,-142.9084,24.53165,19.604984,-985.3332
7521,4.84,-21.41880242,0.46544158,-25.16992065,-125.7399536,4.83,4.835,-21.16290705,-19.56463453,-17.99184275,-5.8350141,-5.90616074,-5.97567921,-5.6720538,-5.82671102,-5.9626239,2.99870148,3.0967264,3.14380413,0.005,0.005,0.005,319.654504,314.558356,-1019.2296,-14.229328,-13.903694,65.1268,-30.931444,-27.182576,749.7736,19.604984,9.415546,-2037.8876
