,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l
753,3.74,-6.29161691,9.7538149,-0.72533722,-117.839404,3.73,3.735,-12.06751636,-12.43697703,-12.71839833,-8.95871454,-9.37489284,-9.9700771,-15.52295183,-16.11074274,-16.66009911,1.24477754,0.82853213,0.22583448,0.005,0.005,0.005,-73.892134,-56.28426,3521.5748,-83.23566,-119.036852,-7160.2384,-117.558182,-109.871274,1537.3816,-83.249082,-120.53953,-7458.0896
754,3.745,-1.28318869,11.82274736,-0.40817165,-114.4522511,3.735,3.74,-12.43697703,-12.71839833,-12.94617456,-9.37489284,-9.9700771,-10.64339972,-16.11074274,-16.66009911,-17.32648336,0.82853213,0.22583448,-0.37232413,0.005,0.005,0.005,-56.28426,-45.555246,2145.8028,-119.036852,-134.664524,-3125.5344,-109.871274,-133.27685,-4681.1152,-120.53953,-119.631722,181.5616
755,3.75,4.7031944,13.70983251,-0.14288387,-110.524803,3.74,3.745,-12.71839833,-12.94617456,-13.15087154,-9.9700771,-10.64339972,-11.39699022,-16.66009911,-17.32648336,-18.02733059,0.22583448,-0.37232413,-1.00385242,0.005,0.005,0.005,-45.555246,-40.939396,923.17,-134.664524,-150.7181,-3210.7152,-133.27685,-140.169446,-1378.5192,-119.631722,-126.305658,-1334.7872
756,3.755,10.89495733,15.30555907,0.08432297,-106.0224211,3.745,3.75,-12.94617456,-13.15087154,-13.3305825,-10.64339972,-11.39699022,-12.13941529,-17.32648336,-18.02733059,-18.83179407,-0.37232413,-1.00385242,-1.68710841,0.005,0.005,0.005,-40.939396,-35.942192,999.4408,-150.7181,-148.485014,446.6172,-140.169446,-160.892696,-4144.65,-126.305658,-136.651198,-2069.108
757,3.76,16.57536321,16.51451426,0.2024494,-100.9447858,3.75,3.755,-13.15087154,-13.3305825,-13.54208895,-11.39699022,-12.13941529,-12.91782067,-18.02733059,-18.83179407,-19.55515986,-1.00385242,-1.68710841,-2.60101554,0.005,0.005,0.005,-35.942192,-42.30129,-1271.8196,-148.485014,-155.681076,-1439.2124,-160.892696,-144.673158,3243.9076,-136.651198,-182.781426,-9226.0456
758,3.765,21.31315837,17.28335038,0.19115959,-95.28579061,3.755,3.76,-13.3305825,-13.54208895,-13.79207887,-12.13941529,-12.91782067,-13.56614609,-18.83179407,-19.55515986,-20.38435016,-1.68710841,-2.60101554,-3.56473528,0.005,0.005,0.005,-42.30129,-49.997984,-1539.3388,-155.681076,-129.665084,5203.1984,-144.673158,-165.83806,-4232.9804,-182.781426,-192.743948,-1992.5044
759,3.77,25.11268674,17.6174927,0.03253532,-89.06671759,3.76,3.765,-13.54208895,-13.79207887,-14.08549517,-12.91782067,-13.56614609,-14.08797335,-19.55515986,-20.38435016,-21.25959131,-2.60101554,-3.56473528,-4.63002324,0.005,0.005,0.005,-49.997984,-58.68326,-1737.0552,-129.665084,-104.365452,5059.9264,-165.83806,-175.04823,-1842.034,-192.743948,-213.057592,-4062.7288
760,3.775,28.34239865,17.5755991,-0.25662223,-82.32550681,3.765,3.77,-13.79207887,-14.08549517,-14.44996476,-13.56614609,-14.08797335,-14.37933774,-20.38435016,-21.25959131,-22.17854665,-3.56473528,-4.63002324,-5.8804334,0.005,0.005,0.005,-58.68326,-72.893918,-2842.1316,-104.365452,-58.272878,9218.5148,-175.04823,-183.791068,-1748.5676,-213.057592,-250.082032,-7404.888
761,3.78,31.44073776,17.2362596,-0.60465953,-75.1056935,3.77,3.775,-14.08549517,-14.44996476,-14.83257718,-14.08797335,-14.37933774,-14.60073823,-21.25959131,-22.17854665,-23.18516167,-4.63002324,-5.8804334,-7.1686716,0.005,0.005,0.005,-72.893918,-76.522484,-725.7132,-58.272878,-44.280098,2798.556,-183.791068,-201.323004,-3506.3872,-250.082032,-257.64764,-1513.1216
762,3.785,34.61139562,16.65240885,-0.96378198,-67.48832263,3.775,3.78,-14.44996476,-14.83257718,-15.26869,-14.37933774,-14.60073823,-14.54914043,-22.17854665,-23.18516167,-24.20347644,-5.8804334,-7.1686716,-8.7426934,0.005,0.005,0.005,-76.522484,-87.222564,-2140.016,-44.280098,10.31956,10919.9316,-201.323004,-203.662954,-467.99,-257.64764,-314.80436,-11431.344
763,3.79,37.79051429,15.8529698,-1.24509654,-59.56988605,3.78,3.785,-14.83257718,-15.26869,-15.71117186,-14.60073823,-14.54914043,-14.39235303,-23.18516167,-24.20347644,-25.30651693,-7.1686716,-8.7426934,-10.40942207,0.005,0.005,0.005,-87.222564,-88.496372,-254.7616,10.31956,31.35748,4207.584,-203.662954,-220.608098,-3389.0288,-314.80436,-333.345734,-3708.2748
764,3.795,40.83161616,14.87027067,-1.37486822,-51.48105708,3.785,3.79,-15.26869,-15.71117186,-16.14134849,-14.54914043,-14.39235303,-14.17741662,-24.20347644,-25.30651693,-26.48121055,-8.7426934,-10.40942207,-12.21182789,0.005,0.005,0.005,-88.496372,-86.035326,492.2092,31.35748,42.987282,2325.9604,-220.608098,-234.938724,-2866.1252,-333.345734,-360.481164,-5427.086
765,3.8,43.65838377,13.75217027,-1.3149107,-43.38595865,3.79,3.795,-15.71117186,-16.14134849,-16.57313541,-14.39235303,-14.17741662,-13.81239951,-25.30651693,-26.48121055,-27.66898063,-10.40942207,-12.21182789,-14.23413158,0.005,0.005,0.005,-86.035326,-86.357384,-64.4116,42.987282,73.003422,6003.228,-234.938724,-237.554016,-523.0584,-360.481164,-404.460738,-8795.9148
766,3.805,46.30004257,12.55789862,-1.01847391,-35.46572218,3.795,3.8,-16.14134849,-16.57313541,-16.99023277,-14.17741662,-13.81239951,-13.36565404,-26.48121055,-27.66898063,-28.89666669,-12.21182789,-14.23413158,-16.40004808,0.005,0.005,0.005,-86.357384,-83.419472,587.5824,73.003422,89.349094,3269.1344,-237.554016,-245.537212,-1596.6392,-404.460738,-433.1833,-5744.5124
767,3.81,48.7992952,11.34038466,-0.48608736,-27.92299569,3.8,3.805,-16.57313541,-16.99023277,-17.37915707,-13.81239951,-13.36565404,-12.8813512,-27.66898063,-28.89666669,-30.17541249,-14.23413158,-16.40004808,-18.65683306,0.005,0.005,0.005,-83.419472,-77.78486,1126.9224,89.349094,96.860568,1502.2948,-245.537212,-255.74916,-2042.3896,-433.1833,-451.356996,-3634.7392
768,3.815,51.1635248,10.1407527,0.24346473,-20.9626378,3.805,3.81,-16.99023277,-17.37915707,-17.72537911,-13.36565404,-12.8813512,-12.38945969,-28.89666669,-30.17541249,-31.48441555,-16.40004808,-18.65683306,-21.00714624,0.005,0.005,0.005,-77.78486,-69.244408,1708.0904,96.860568,98.378302,303.5468,-255.74916,-261.800612,-1210.2904,-451.356996,-470.062636,-3741.128
769,3.82,53.35327484,8.98531064,1.08539598,-14.7711327,3.81,3.815,-17.37915707,-17.72537911,-18.03517063,-12.8813512,-12.38945969,-11.8582484,-30.17541249,-31.48441555,-32.80851057,-18.65683306,-21.00714624,-23.38259629,0.005,0.005,0.005,-69.244408,-61.958304,1457.2208,98.378302,106.242258,1572.7912,-261.800612,-264.819004,-603.6784,-470.062636,-475.09001,-1005.4748
770,3.825,55.31838327,7.88985389,1.84444578,-9.51155489,3.815,3.82,-17.72537911,-18.03517063,-18.30378935,-12.38945969,-11.8582484,-11.3766443,-31.48441555,-32.80851057,-34.17476062,-21.00714624,-23.38259629,-25.76757357,0.005,0.005,0.005,-61.958304,-53.723744,1646.912,106.242258,96.32082,-1984.2876,-264.819004,-273.25001,-1686.2012,-475.09001,-476.995456,-381.0892
771,3.83,57.00500493,6.85920222,2.33738812,-5.27204802,3.82,3.825,-18.03517063,-18.30378935,-18.52836878,-11.8582484,-11.3766443,-10.91695874,-32.80851057,-34.17476062,-35.57735873,-23.38259629,-25.76757357,-28.04594716,0.005,0.005,0.005,-53.723744,-44.915886,1761.5716,96.32082,91.937112,-876.7416,-273.25001,-280.519622,-1453.9224,-476.995456,-455.674718,4264.1476
772,3.835,58.37723959,5.89212838,-2.60602252,1.7611864,3.825,3.83,-18.30378935,-18.52836878,-18.71185339,-11.3766443,-10.91695874,-10.4449059,-34.17476062,-35.57735873,-37.00948324,-25.76757357,-28.04594716,-30.15881895,0.005,0.005,0.005,-44.915886,-36.696922,1643.7928,91.937112,94.410568,494.6912,-280.519622,-286.424902,-1181.056,-455.674718,-422.574358,6620.072
773,3.84,59.4227913,4.98350285,-2.69867314,1.8882756,3.83,3.835,-18.52836878,-18.71185339,-18.84830589,-10.91695874,-10.4449059,-10.00911329,-35.57735873,-37.00948324,-38.47271868,-28.04594716,-30.15881895,-32.09077351,0.005,0.005,0.005,-36.696922,-27.2905,1881.2844,94.410568,87.158522,-1450.4092,-286.424902,-292.647088,-1244.4372,-422.574358,-386.390912,7236.6892
774,3.845,60.15266658,4.12572799,-2.58864622,2.01953689,3.835,3.84,-18.71185339,-18.84830589,-18.93167241,-10.4449059,-10.00911329,-9.5977177,-37.00948324,-38.47271868,-39.96852608,-30.15881895,-32.09077351,-33.78384539,0.005,0.005,0.005,-27.2905,-16.673304,2123.4392,87.158522,82.279118,-975.8808,-292.647088,-299.16148,-1302.8784,-386.390912,-338.614376,9555.3072
775,3.85,60.5821964,3.3065196,-2.33383625,2.14672783,3.84,3.845,-18.84830589,-18.93167241,-18.97015904,-10.00911329,-9.5977177,-9.19036062,-38.47271868,-39.96852608,-41.48758261,-32.09077351,-33.78384539,-35.22579715,0.005,0.005,0.005,-16.673304,-7.697326,1795.1956,82.279118,81.471416,-161.5404,-299.16148,-303.811306,-929.9652,-338.614376,-288.390352,10044.8048
776,3.855,60.73296468,2.51266903,-1.84045263,2.27292236,3.845,3.85,-18.93167241,-18.97015904,-18.93294863,-9.5977177,-9.19036062,-8.83911538,-39.96852608,-41.48758261,-43.05533744,-33.78384539,-35.22579715,-36.26416068,0.005,0.005,0.005,-7.697326,7.442082,3027.8816,81.471416,70.249048,-2244.4736,-303.811306,-313.550966,-1947.932,-288.390352,-207.672706,16143.5292
777,3.86,60.62426009,1.72859633,-1.12622382,2.39327096,3.85,3.855,-18.97015904,-18.93294863,-18.87096472,-9.19036062,-8.83911538,-8.44913022,-41.48758261,-43.05533744,-44.59696371,-35.22579715,-36.26416068,-37.25926064,0.005,0.005,0.005,7.442082,12.396782,990.94,70.249048,77.997032,1549.5968,-313.550966,-308.325254,1045.1424,-207.672706,-199.019992,1730.5428
778,3.865,60.27894041,0.93872015,-0.22261063,2.5021215,3.855,3.86,-18.93294863,-18.87096472,-18.72613044,-8.83911538,-8.44913022,-8.13322775,-43.05533744,-44.59696371,-46.16022577,-36.26416068,-37.25926064,-37.81934796,0.005,0.005,0.005,12.396782,28.966856,3314.0148,77.997032,63.180494,-2963.3076,-308.325254,-312.652412,-865.4316,-199.019992,-112.017464,17400.5056
779,3.87,59.72046975,0.12840171,0.82798117,2.59348379,3.86,3.865,-18.87096472,-18.72613044,-18.53717237,-8.44913022,-8.13322775,-7.82295583,-44.59696371,-46.16022577,-47.70509758,-37.25926064,-37.81934796,-38.13855581,0.005,0.005,0.005,28.966856,37.791614,1764.9516,63.180494,62.054384,-225.222,-312.652412,-308.974362,735.61,-112.017464,-63.84157,9635.1788
780,3.875,58.96946248,-0.71594067,1.97570208,2.66156952,3.865,3.87,-18.72613044,-18.53717237,-18.31333613,-8.13322775,-7.82295583,-7.53512264,-46.16022577,-47.70509758,-49.23437647,-37.81934796,-38.13855581,-38.14926912,0.005,0.005,0.005,37.791614,44.767248,1395.1268,62.054384,57.566638,-897.5492,-308.974362,-305.855778,623.7168,-63.84157,-2.142662,12339.7816
781,3.88,58.03840706,-1.60600626,3.16711673,2.70134315,3.87,3.875,-18.53717237,-18.31333613,-18.05158774,-7.82295583,-7.53512264,-7.25011223,-47.70509758,-49.23437647,-50.71939273,-38.13855581,-38.14926912,-37.89057977,0.005,0.005,0.005,44.767248,52.349678,1516.486,57.566638,57.002082,-112.9112,-305.855778,-297.003252,1770.5052,-2.142662,51.73787,10776.1064
782,3.885,56.93698581,-2.54989485,4.3490245,2.70901939,3.875,3.88,-18.31333613,-18.05158774,-17.72673015,-7.53512264,-7.25011223,-7.01191773,-49.23437647,-50.71939273,-52.13838878,-38.14926912,-37.89057977,-37.42491424,0.005,0.005,0.005,52.349678,64.971518,2524.368,57.002082,47.6389,-1872.6364,-297.003252,-283.79921,2640.8084,51.73787,93.133106,8279.0472
783,3.89,55.6675819,-3.55349572,5.47188284,2.68245018,3.88,3.885,-18.05158774,-17.72673015,-17.40540425,-7.25011223,-7.01191773,-6.76054021,-50.71939273,-52.13838878,-53.50425597,-37.89057977,-37.42491424,-36.73021922,0.005,0.005,0.005,64.971518,64.26518,-141.2676,47.6389,50.275504,527.3208,-283.79921,-273.173438,2125.1544,93.133106,138.939004,9161.1796
784,3.895,54.23334861,-4.61932893,6.49257147,2.62135822,3.885,3.89,-17.72673015,-17.40540425,-17.09359341,-7.01191773,-6.76054021,-6.4793002,-52.13838878,-53.50425597,-54.81224663,-37.42491424,-36.73021922,-35.82184129,0.005,0.005,0.005,64.26518,62.362168,-380.6024,50.275504,56.248002,1194.4996,-273.173438,-261.598132,2315.0612,138.939004,181.675586,8547.3164
785,3.9,52.63426239,-5.74836699,7.37634737,2.52739172,3.89,3.895,-17.40540425,-17.09359341,-16.74625451,-6.76054021,-6.4793002,-6.25721056,-53.50425597,-54.81224663,-56.04050958,-36.73021922,-35.82184129,-34.80804046,0.005,0.005,0.005,62.362168,69.46778,1421.1224,56.248002,44.417928,-2366.0148,-261.598132,-245.65259,3189.1084,181.675586,202.760166,4216.916
786,3.905,50.87390754,-6.93998189,8.09792314,2.40399791,3.895,3.9,-17.09359341,-16.74625451,-16.3755804,-6.4793002,-6.25721056,-6.03363335,-54.81224663,-56.04050958,-57.15836361,-35.82184129,-34.80804046,-33.75860069,0.005,0.005,0.005,69.46778,74.134822,933.4084,44.417928,44.715442,59.5028,-245.65259,-223.570806,4416.3568,202.760166,209.887954,1425.5576
787,3.91,48.96110516,-8.19215004,8.64166982,2.25613708,3.9,3.905,-16.74625451,-16.3755804,-16.00004519,-6.25721056,-6.03363335,-5.85200646,-56.04050958,-57.15836361,-58.19221659,-34.80804046,-33.75860069,-32.68871982,0.005,0.005,0.005,74.134822,75.107042,194.444,44.715442,36.325378,-1678.0128,-223.570806,-206.770596,3360.042,209.887954,213.976174,817.644
788,3.915,46.91371487,-9.50210901,9.00104122,2.08987741,3.905,3.91,-16.3755804,-16.00004519,-15.60452266,-6.03363335,-5.85200646,-5.66067266,-57.15836361,-58.19221659,-59.13339542,-33.75860069,-32.68871982,-31.67122559,0.005,0.005,0.005,75.107042,79.104506,799.4928,36.325378,38.26676,388.2764,-206.770596,-188.235766,3706.966,213.976174,203.498846,-2095.4656
789,3.92,44.75611517,-10.86671594,9.17743565,1.91192096,3.91,3.915,-16.00004519,-15.60452266,-15.23588921,-5.85200646,-5.66067266,-5.44399373,-58.19221659,-59.13339542,-60.00754839,-32.68871982,-31.67122559,-30.48804583,0.005,0.005,0.005,79.104506,73.72669,-1075.5632,38.26676,43.335786,1013.8052,-188.235766,-174.830594,2681.0344,203.498846,236.635952,6627.4212
790,3.925,42.5172948,-12.28265729,9.20290524,1.73168327,3.915,3.92,-15.60452266,-15.23588921,-14.82986941,-5.66067266,-5.44399373,-5.29685671,-59.13339542,-60.00754839,-60.76195658,-31.67122559,-30.48804583,-29.59842035,0.005,0.005,0.005,73.72669,81.20396,1495.454,43.335786,29.427404,-2781.6764,-174.830594,-150.881638,4789.7912,236.635952,177.925096,-11742.1712
791,3.93,40.22388414,-13.74722965,9.06257345,1.55313649,3.92,3.925,-15.23588921,-14.82986941,-14.4476565,-5.44399373,-5.29685671,-5.11231247,-60.00754839,-60.76195658,-61.44364991,-30.48804583,-29.59842035,-28.62430022,0.005,0.005,0.005,81.20396,76.442582,-952.2756,29.427404,36.908848,1496.2888,-150.881638,-136.338666,2908.5944,177.925096,194.824026,3379.786
792,3.935,37.90399154,-15.2569068,8.75353956,1.3798582,3.925,3.93,-14.82986941,-14.4476565,-14.01098104,-5.29685671,-5.11231247,-4.99603189,-60.76195658,-61.44364991,-62.02619976,-29.59842035,-28.62430022,-27.84161834,0.005,0.005,0.005,76.442582,87.335092,2178.502,36.908848,23.256116,-2730.5464,-136.338666,-116.50997,3965.7392,194.824026,156.536376,-7657.53
793,3.94,35.58151174,-16.80939617,8.30381461,1.21743146,3.93,3.935,-14.4476565,-14.01098104,-13.5899948,-5.11231247,-4.99603189,-4.87704508,-61.44364991,-62.02619976,-62.52368362,-28.62430022,-27.84161834,-27.0758697,0.005,0.005,0.005,87.335092,84.197248,-627.5688,23.256116,23.797362,108.2492,-116.50997,-99.496772,3402.6396,156.536376,153.149728,-677.3296
794,3.945,33.27896493,-18.40217298,7.74058791,1.07019184,3.935,3.94,-14.01098104,-13.5899948,-13.14303788,-4.99603189,-4.87704508,-4.73943029,-62.02619976,-62.52368362,-62.94406889,-27.84161834,-27.0758697,-26.38970506,0.005,0.005,0.005,84.197248,89.391384,1038.8272,23.797362,27.522958,745.1192,-99.496772,-84.077054,3083.9436,153.149728,137.232928,-3183.36
795,3.95,31.01795041,-20.03073782,7.08929683,0.94113605,3.94,3.945,-13.5899948,-13.14303788,-12.69369297,-4.87704508,-4.73943029,-4.66030363,-62.52368362,-62.94406889,-63.28429596,-27.0758697,-26.38970506,-25.75748935,0.005,0.005,0.005,89.391384,89.868982,95.5196,27.522958,15.825332,-2339.5252,-84.077054,-68.045414,3206.328,137.232928,126.443142,-2157.9572
796,3.955,28.81620611,-21.6890081,6.37307124,0.83194163,3.945,3.95,-13.14303788,-12.69369297,-12.22791678,-4.73943029,-4.66030363,-4.55421658,-62.94406889,-63.28429596,-63.55357225,-26.38970506,-25.75748935,-25.18858255,0.005,0.005,0.005,89.868982,93.155238,657.2512,15.825332,21.21741,1078.4156,-68.045414,-53.855258,2838.0312,126.443142,113.78136,-2532.3564
797,3.96,26.6877893,-23.36870962,5.61246134,0.7430777,3.95,3.955,-12.69369297,-12.22791678,-11.7570506,-4.66030363,-4.55421658,-4.49144391,-63.28429596,-63.55357225,-63.7499081,-25.75748935,-25.18858255,-24.65154538,0.005,0.005,0.005,93.155238,94.173236,203.5996,21.21741,12.554534,-1732.5752,-53.855258,-39.26717,2917.6176,113.78136,107.407434,-1274.7852
798,3.965,24.64381548,-25.06006733,4.82535998,0.67398216,3.955,3.96,-12.22791678,-11.7570506,-11.27655518,-4.55421658,-4.49144391,-4.38609737,-63.55357225,-63.7499081,-63.88101515,-25.18858255,-24.65154538,-24.15254403,0.005,0.005,0.005,94.173236,96.099084,385.1696,12.554534,21.069308,1702.9548,-39.26717,-26.22141,2609.152,107.407434,99.80027,-1521.4328
799,3.97,22.68828283,-26.75468206,4.02704841,0.62327901,3.96,3.965,-11.7570506,-11.27655518,-10.79344029,-4.49144391,-4.38609737,-4.31801281,-63.7499081,-63.88101515,-63.94574252,-24.65154538,-24.15254403,-23.6594755,0.005,0.005,0.005,96.099084,96.622978,104.7788,21.069308,13.616912,-1490.4792,-26.22141,-12.945474,2655.1872,99.80027,98.613706,-237.3128
800,3.975,20.81965768,-28.44615798,3.23031312,0.58901095,3.965,3.97,-11.27655518,-10.79344029,-10.28350844,-4.38609737,-4.31801281,-4.30114567,-63.88101515,-63.94574252,-63.95068437,-24.15254403,-23.6594755,-23.18176576,0.005,0.005,0.005,96.622978,101.98637,1072.6784,13.616912,3.373428,-2048.6968,-12.945474,-0.98837,2391.4208,98.613706,95.541948,-614.3516
801,3.98,19.01400667,-30.12963698,2.4456011,0.56886609,3.97,3.975,-10.79344029,-10.28350844,-9.81164065,-4.31801281,-4.30114567,-4.19010289,-63.94574252,-63.95068437,-63.90979943,-23.6594755,-23.18176576,-22.69345233,0.005,0.005,0.005,101.98637,94.373558,-1522.5624,3.373428,22.208556,3767.0256,-0.98837,8.176988,1833.0716,95.541948,97.662686,424.1476
802,3.985,17.24867448,-31.8039026,1.68119941,0.56038203,3.975,3.98,-10.28350844,-9.81164065,-9.29702648,-4.30114567,-4.19010289,-4.17796167,-63.95068437,-63.90979943,-63.7978229,-23.18176576,-22.69345233,-22.18638984,0.005,0.005,0.005,94.373558,102.922834,1709.8552,22.208556,2.428244,-3956.0624,8.176988,22.395306,2843.6636,97.662686,101.412498,749.9624
803,3.99,15.51371314,-33.46970802,0.94343087,0.56111587,3.98,3.985,-9.81164065,-9.29702648,-8.8259241,-4.19010289,-4.17796167,-4.09563491,-63.90979943,-63.7978229,-63.64830514,-22.69345233,-22.18638984,-21.66127944,0.005,0.005,0.005,102.922834,94.220476,-1740.4716,2.428244,16.465352,2807.4216,22.395306,29.903552,1501.6492,101.412498,105.02208,721.9164
804,3.995,13.79339998,-35.12905738,0.23686327,0.5687743,3.985,3.99,-9.29702648,-8.8259241,-8.31470344,-4.17796167,-4.09563491,-4.03689417,-63.7978229,-63.64830514,-63.45001252,-22.18638984,-21.66127944,-21.11090052,0.005,0.005,0.005,94.220476,102.244132,1604.7312,16.465352,11.748148,-943.4408,29.903552,39.658524,1950.9944,105.02208,110.075784,1010.7408
805,4,12.07170481,-36.78511252,-0.43546378,0.58130341,3.99,3.995,-8.8259241,-8.31470344,-7.82994542,-4.09563491,-4.03689417,-3.96259585,-63.64830514,-63.45001252,-63.21576603,-21.66127944,-21.11090052,-20.55666592,0.005,0.005,0.005,102.244132,96.951604,-1058.5056,11.748148,14.859664,622.3032,39.658524,46.849298,1438.1548,110.075784,110.84692,154.2272
806,4.005,10.33654077,-38.44122454,-1.07179737,0.59694168,3.995,4,-8.31470344,-7.82994542,-7.34381878,-4.03689417,-3.96259585,-3.85991123,-63.45001252,-63.21576603,-62.9372587,-21.11090052,-20.55666592,-20.00147968,0.005,0.005,0.005,96.951604,97.225328,54.7448,14.859664,20.536924,1135.452,46.849298,55.701466,1770.4336,110.84692,111.037248,38.0656
807,4.01,8.58021967,-40.1011049,-1.67143185,0.61424088,4,4.005,-7.82994542,-7.34381878,-6.8662109,-3.96259585,-3.85991123,-3.78248608,-63.21576603,-62.9372587,-62.60878062,-20.55666592,-20.00147968,-19.40372137,0.005,0.005,0.005,97.225328,95.521576,-340.7504,20.536924,15.48503,-1010.3788,55.701466,65.695616,1998.83,111.037248,119.551662,1702.8828
808,4.015,6.80149842,-41.7687441,-2.23448308,0.63206021,4.005,4.01,-7.34381878,-6.8662109,-6.39264,-3.85991123,-3.78248608,-3.70397845,-62.9372587,-62.60878062,-62.24242662,-20.00147968,-19.40372137,-18.80107966,0.005,0.005,0.005,95.521576,94.71418,-161.4792,15.48503,15.701526,43.2992,65.695616,73.2708,1515.0368,119.551662,120.528342,195.336
809,4.02,5.00619699,-43.44813588,-2.76167141,0.64953979,4.01,4.015,-6.8662109,-6.39264,-5.92570401,-3.78248608,-3.70397845,-3.64461248,-62.60878062,-62.24242662,-61.84964807,-19.40372137,-18.80107966,-18.15678449,0.005,0.005,0.005,94.71418,93.387198,-265.3964,15.701526,11.873194,-765.6664,73.2708,78.55571,1056.982,120.528342,128.859034,1666.1384
810,4.025,3.20924847,-45.14281359,-3.25410934,0.66606061,4.015,4.02,-6.39264,-5.92570401,-5.49231488,-3.70397845,-3.64461248,-3.53259628,-62.24242662,-61.84964807,-61.40965254,-18.80107966,-18.15678449,-17.53962987,0.005,0.005,0.005,93.387198,86.677826,-1341.8744,11.873194,22.40324,2106.0092,78.55571,87.999106,1888.6792,128.859034,123.430924,-1085.622
811,4.03,1.43472301,-46.85536131,-3.71312167,0.68119773,4.02,4.025,-5.92570401,-5.49231488,-5.08547521,-3.64461248,-3.53259628,-3.40103997,-61.84964807,-61.40965254,-60.91884836,-18.15678449,-17.53962987,-16.99847947,0.005,0.005,0.005,86.677826,81.367934,-1061.9784,22.40324,26.311262,781.6044,87.999106,98.160836,2032.346,123.430924,108.23008,-3040.1688
812,4.035,-0.28575062,-48.58738348,-4.14014333,0.69467375,4.025,4.03,-5.49231488,-5.08547521,-4.71567477,-3.53259628,-3.40103997,-3.26500141,-61.40965254,-60.91884836,-60.38389166,-17.53962987,-16.99847947,-16.43295004,0.005,0.005,0.005,81.367934,73.960088,-1481.5692,26.311262,27.207712,179.29,98.160836,106.99134,1766.1008,108.23008,113.105886,975.1612
813,4.04,-1.917056,-50.34006776,-4.5315118,0.70687892,4.03,4.035,-5.08547521,-4.71567477,-4.3664489,-3.40103997,-3.26500141,-3.12719386,-60.91884836,-60.38389166,-59.82014398,-16.99847947,-16.43295004,-15.89309076,0.005,0.005,0.005,73.960088,69.845174,-822.9828,27.207712,27.56151,70.7596,106.99134,112.749536,1151.6392,113.105886,107.971856,-1026.806
814,4.045,-3.42381796,-52.11415988,-4.87061409,0.71961813,4.035,4.04,-4.71567477,-4.3664489,-4.06412467,-3.26500141,-3.12719386,-2.9871936,-60.38389166,-59.82014398,-59.24303262,-16.43295004,-15.89309076,-15.29536677,0.005,0.005,0.005,69.845174,60.464846,-1876.0656,27.56151,28.000052,87.7084,112.749536,115.422272,534.5472,107.971856,119.544798,2314.5884
815,4.05,-4.77772264,-53.91029099,-5.1717342,0.73140573,4.04,4.045,-4.3664489,-4.06412467,-3.81462932,-3.12719386,-2.9871936,-2.79641482,-59.82014398,-59.24303262,-58.58553681,-15.89309076,-15.29536677,-14.81780787,0.005,0.005,0.005,60.464846,49.89907,-2113.1552,28.000052,38.155756,2031.1408,115.422272,131.499162,3215.378,119.544798,95.51178,-4806.6036
816,4.055,-5.95879152,-55.72876663,-5.43483687,0.74237657,4.045,4.05,-4.06412467,-3.81462932,-3.60397947,-2.9871936,-2.79641482,-2.60814633,-59.24303262,-58.58553681,-57.90476884,-15.29536677,-14.81780787,-14.33477808,0.005,0.005,0.005,49.89907,42.12997,-1553.82,38.155756,37.653698,-100.4116,131.499162,136.153594,930.8864,95.51178,96.605958,218.8356
817,4.06,-6.94991911,-57.56884566,-5.65977538,0.75271445,4.05,4.055,-3.81462932,-3.60397947,-3.43285768,-2.79641482,-2.60814633,-2.40623422,-58.58553681,-57.90476884,-57.18692869,-14.81780787,-14.33477808,-13.86936559,0.005,0.005,0.005,42.12997,34.224358,-1581.1224,37.653698,40.382422,545.7448,136.153594,143.56803,1482.8872,96.605958,93.082498,-704.692
818,4.065,-7.74285249,-59.42987692,-5.84635962,0.76265344,4.055,4.06,-3.60397947,-3.43285768,-3.29378549,-2.60814633,-2.40623422,-2.19460084,-57.90476884,-57.18692869,-56.44120179,-14.33477808,-13.86936559,-13.41969016,0.005,0.005,0.005,34.224358,27.814438,-1281.984,40.382422,42.326676,388.8508,143.56803,149.14538,1115.47,93.082498,89.935086,-629.4824
819,4.07,-8.34045104,-61.3114061,-5.99443639,0.77248351,4.06,4.065,-3.43285768,-3.29378549,-3.21223868,-2.40623422,-2.19460084,-1.94803852,-57.18692869,-56.44120179,-55.62184349,-13.86936559,-13.41969016,-13.04220405,0.005,0.005,0.005,27.814438,16.309362,-2301.0152,42.326676,49.312464,1397.1576,149.14538,163.87166,2945.256,89.935086,75.497222,-2887.5728
