,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,time_next,delta_t_prev,delta_t,delta_t_next,del_delta_prev,del_delta_next,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,knee_angle_r_next,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,ankle_angle_r_next,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,knee_angle_l_next,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,ankle_angle_l_next,knee_angle_r_ang_vel_prev,knee_angle_r_ang_vel,knee_angle_r_ang_vel_next,ankle_angle_r_ang_vel_prev,ankle_angle_r_ang_vel,ankle_angle_r_ang_vel_next,knee_angle_l_ang_vel_prev,knee_angle_l_ang_vel,knee_angle_l_ang_vel_next,ankle_angle_l_ang_vel_prev,ankle_angle_l_ang_vel,ankle_angle_l_ang_vel_next,knee_angle_l_acc_prev,knee_angle_l_acc_next,ankle_angle_l_acc_prev,ankle_angle_l_acc_next,knee_angle_r_acc_prev,knee_angle_r_acc_next,ankle_angle_r_acc_prev,ankle_angle_r_acc_next,knee_angle_l_vel_avg,ankle_angle_l_vel_avg,knee_angle_r_vel_avg,ankle_angle_r_vel_avg,knee_angle_l_power_(W),ankle_angle_l_power_(W),knee_angle_r_power_(W),ankle_angle_r_power_(W),knee_angle_l_work_(J),ankle_angle_l_work_(J),knee_angle_r_work_(J),ankle_angle_r_work_(J),Greather_than_Tresh_Knee_r_(80%),Greather_than_Tresh_Ankle_r_(80%),Greather_than_Tresh_Knee_l_(80%),Greather_than_Tresh_Ankle_l_(80%),Threshold,ABS_Max_knee_r,ABS_Max_ankle_r,ABS_Max_knee_l,ABS_Max_ankle_l,Knee_r_work_above_80%_moment,Ankle_r_work_above_80%_moment,Knee_l_work_above_80%_moment,Ankle_l_work_above_80%_moment,Total_energy_needed,Knee_r_work_positive,Ankle_r_work_positive,Knee_l_work_positive,Ankle_l_work_positive,Total_work_positive
90,3.68,-18.03341307,-142.6705784,-11.11195968,-0.17761797,3.67,3.675,3.685,0.005,0.005,0.005,0.005,0.005,-10.82669477,-11.18895209,-11.56338524,-11.95268665,3.87487823,3.50400234,3.13066741,2.67412162,-6.69290976,-7.31979041,-7.88023905,-8.39863483,-13.13805149,-13.10315565,-13.19174461,-13.4273102,-72.451464,-74.88663,-77.860282,-74.175178,-74.666986,-91.309158,-125.37613,-112.089728,-103.679156,6.979168,-17.717792,-47.113118,-487.0332,-594.7304,-98.3616,-3328.4344,2657.2804,1682.1144,-4939.392,-5879.0652,-76.373456,-82.988072,-107.884442,-32.415455,24.03796739,206.6462195,20.92313919,0.100488507,0.120189837,1.033231098,0.104615696,0.000502443,0,1,0,0,,,,,,,,,,,,,,,
91,3.685,-16.30662362,-140.2803711,-14.5503507,1.80941633,3.675,3.68,3.69,0.005,0.005,0.005,0.005,0.005,-11.18895209,-11.56338524,-11.95268665,-12.36058691,3.50400234,3.13066741,2.67412162,2.20074165,-7.31979041,-7.88023905,-8.39863483,-8.88531426,-13.10315565,-13.19174461,-13.4273102,-13.83378285,-74.88663,-77.860282,-81.580052,-74.666986,-91.309158,-94.675994,-112.089728,-103.679156,-97.335886,-17.717792,-47.113118,-81.29453,-594.7304,-743.954,-3328.4344,-673.3672,1682.1144,1268.654,-5879.0652,-6836.2824,-79.720167,-92.992576,-100.507521,-64.203824,22.6887001,227.6787781,25.52403844,-2.027574257,0.1134435,1.138393891,0.127620192,-0.010137871,0,1,0,0,,,,,,,,,,,,,,,
92,3.69,-14.44285017,-137.4626994,-14.44415215,3.12986704,3.68,3.685,3.695,0.005,0.005,0.005,0.005,0.005,-11.56338524,-11.95268665,-12.36058691,-12.79438929,3.13066741,2.67412162,2.20074165,1.66799992,-7.88023905,-8.39863483,-8.88531426,-9.30726924,-13.19174461,-13.4273102,-13.83378285,-14.4608739,-77.860282,-81.580052,-86.760476,-91.309158,-94.675994,-106.548346,-103.679156,-97.335886,-84.390996,-47.113118,-81.29453,-125.41821,-743.954,-1036.0848,-673.3672,-2374.4704,1268.654,2588.978,-6836.2824,-8824.736,-84.170264,-100.61217,-90.863441,-103.35637,21.21724361,241.3863743,22.9064929,-5.645995195,0.106086218,1.206931872,0.114532465,-0.028229976,0,1,0,0,,,,,,,,,,,,,,,
93,3.695,-12.43876652,-134.1886841,-13.77853605,4.74794661,3.685,3.69,3.7,0.005,0.005,0.005,0.005,0.005,-11.95268665,-12.36058691,-12.79438929,-13.27343515,2.67412162,2.20074165,1.66799992,1.09842217,-8.39863483,-8.88531426,-9.30726924,-9.6864413,-13.4273102,-13.83378285,-14.4608739,-15.31693943,-81.580052,-86.760476,-95.809172,-94.675994,-106.548346,-113.91555,-97.335886,-84.390996,-75.834412,-81.29453,-125.41821,-171.213106,-1036.0848,-1809.7392,-2374.4704,-1473.4408,2588.978,1711.3168,-8824.736,-9158.9792,-91.284824,-110.231948,-80.112704,-148.315658,19.81770075,258.1670094,19.26556876,-12.29051828,0.099088504,1.290835047,0.096327844,-0.061452591,0,1,0,0,,,,,,,,,,,,,,,
94,3.7,-10.29898215,-130.4277934,-12.09009433,6.56030671,3.69,3.695,3.705,0.005,0.005,0.005,0.005,0.005,-12.36058691,-12.79438929,-13.27343515,-13.76629874,2.20074165,1.66799992,1.09842217,0.47056435,-8.88531426,-9.30726924,-9.6864413,-10.058208,-13.83378285,-14.4608739,-15.31693943,-16.31286103,-86.760476,-95.809172,-98.572718,-106.548346,-113.91555,-125.571564,-84.390996,-75.834412,-74.35334,-125.41821,-171.213106,-199.18432,-1809.7392,-552.7092,-1473.4408,-2331.2028,1711.3168,296.2144,-9158.9792,-5594.2428,-97.190945,-119.743557,-75.093876,-185.198713,17.47018395,272.5835662,15.84570543,-21.20505856,0.08735092,1.362917831,0.079228527,-0.106025293,0,1,0,0,,,,,,,,,,,,,,,
95,3.705,-8.03980063,-126.1465391,-9.06219467,8.4218444,3.695,3.7,3.71,0.005,0.005,0.005,0.005,0.005,-12.79438929,-13.27343515,-13.76629874,-14.3229032,1.66799992,1.09842217,0.47056435,-0.20433029,-9.30726924,-9.6864413,-10.058208,-10.41127417,-14.4608739,-15.31693943,-16.31286103,-17.44202226,-95.809172,-98.572718,-111.320892,-113.91555,-125.571564,-134.978928,-75.834412,-74.35334,-70.613234,-171.213106,-199.18432,-225.832246,-552.7092,-2549.6348,-2331.2028,-1881.4728,296.2144,748.0212,-5594.2428,-5329.5852,-104.946805,-130.275246,-72.483287,-212.508283,14.72623981,286.8234198,11.46432883,-31.23636171,0.073631199,1.434117099,0.057321644,-0.156181809,0,1,0,0,,,,,,,,,,,,,,,
96,3.71,-5.68036622,-121.3233685,-4.79947676,10.18040154,3.7,3.705,3.715,0.005,0.005,0.005,0.005,0.005,-13.27343515,-13.76629874,-14.3229032,-14.89962251,1.09842217,0.47056435,-0.20433029,-0.94436119,-9.6864413,-10.058208,-10.41127417,-10.8022049,-15.31693943,-16.31286103,-17.44202226,-18.56773461,-98.572718,-111.320892,-115.343862,-125.571564,-134.978928,-148.00618,-74.35334,-70.613234,-78.186146,-199.18432,-225.832246,-225.14247,-2549.6348,-804.594,-1881.4728,-2605.4504,748.0212,-1514.5824,-5329.5852,137.9552,-113.332377,-141.492554,-74.39969,-225.487358,11.23589576,299.6093852,6.232214417,-40.06493787,0.056179479,1.498046926,0.031161072,-0.200324689,0,1,0,0,,,,,,,,,,,,,,,
97,3.715,-3.24362551,-115.9520918,0.26780467,11.69244489,3.705,3.71,3.72,0.005,0.005,0.005,0.005,0.005,-13.76629874,-14.3229032,-14.89962251,-15.54610873,0.47056435,-0.20433029,-0.94436119,-1.74422218,-10.058208,-10.41127417,-10.8022049,-11.22483722,-16.31286103,-17.44202226,-18.56773461,-19.63511349,-111.320892,-115.343862,-129.297244,-134.978928,-148.00618,-159.972198,-70.613234,-78.186146,-84.526464,-225.832246,-225.14247,-213.475776,-804.594,-2790.6764,-2605.4504,-2393.2036,-1514.5824,-1268.0636,137.9552,2333.3388,-122.320553,-153.989189,-81.356305,-219.309123,6.924804401,311.6349708,-0.380265328,-44.75477699,0.034624022,1.558174854,-0.001901327,-0.223773885,0,0,0,0,,,,,,,,,,,,,,,
98,3.72,-0.77585222,-110.0305514,5.73569156,12.84186024,3.71,3.715,3.725,0.005,0.005,0.005,0.005,0.005,-14.3229032,-14.89962251,-15.54610873,-16.22029125,-0.20433029,-0.94436119,-1.74422218,-2.63380465,-10.41127417,-10.8022049,-11.22483722,-11.70240795,-17.44202226,-18.56773461,-19.63511349,-20.51958563,-115.343862,-129.297244,-134.836504,-148.00618,-159.972198,-177.916494,-78.186146,-84.526464,-95.514146,-225.14247,-213.475776,-176.894428,-2790.6764,-1107.852,-2393.2036,-3588.8592,-1268.0636,-2197.5364,2333.3388,7316.2696,-132.066874,-168.944346,-90.020305,-195.185102,1.788340751,324.4399448,-9.011635901,-43.74737236,0.008941704,1.622199724,-0.04505818,-0.218736862,0,0,0,0,,,,,,,,,,,,,,,
99,3.725,1.64954046,-103.5701599,11.30331872,13.53951009,3.715,3.72,3.73,0.005,0.005,0.005,0.005,0.005,-14.89962251,-15.54610873,-16.22029125,-16.9475576,-0.94436119,-1.74422218,-2.63380465,-3.59905193,-10.8022049,-11.22483722,-11.70240795,-12.25743363,-18.56773461,-19.63511349,-20.51958563,-21.246415,-129.297244,-134.836504,-145.45327,-159.972198,-177.916494,-193.049456,-84.526464,-95.514146,-111.005136,-213.475776,-176.894428,-145.365874,-1107.852,-2123.3532,-3588.8592,-3026.5924,-2197.5364,-3098.198,7316.2696,6305.7108,-140.144887,-185.482975,-103.259641,-161.130151,-4.034758988,335.2864999,-20.3710752,-38.07650972,-0.020173795,1.676432499,-0.101855376,-0.190382549,0,0,0,0,,,,,,,,,,,,,,,
100,3.73,3.94615603,-96.59472606,16.82995193,13.73999647,3.72,3.725,3.735,0.005,0.005,0.005,0.005,0.005,-15.54610873,-16.22029125,-16.9475576,-17.73151921,-1.74422218,-2.63380465,-3.59905193,-4.67290213,-11.22483722,-11.70240795,-12.25743363,-12.87613406,-19.63511349,-20.51958563,-21.246415,-21.72535207,-134.836504,-145.45327,-156.792322,-177.916494,-193.049456,-214.77004,-95.514146,-111.005136,-123.740086,-176.894428,-145.365874,-95.787414,-2123.3532,-2267.8104,-3026.5924,-4344.1168,-3098.198,-2546.99,6305.7108,9915.692,-151.122796,-203.909748,-117.372611,-120.576644,-10.40834312,343.7706305,-34.47680471,-28.91526526,-0.052041716,1.718853153,-0.172384024,-0.144576326,0,0,0,0,,,,,,,,,,,,,,,
101,3.735,6.03023681,-89.14285088,22.29311146,13.45740264,3.725,3.73,3.74,0.005,0.005,0.005,0.005,0.005,-16.22029125,-16.9475576,-17.73151921,-18.56786846,-2.63380465,-3.59905193,-4.67290213,-5.87544481,-11.70240795,-12.25743363,-12.87613406,-13.55553106,-20.51958563,-21.246415,-21.72535207,-21.94506344,-145.45327,-156.792322,-167.26985,-193.049456,-214.77004,-240.508536,-111.005136,-123.740086,-135.8794,-145.365874,-95.787414,-43.942274,-2267.8104,-2095.5056,-4344.1168,-5147.6992,-2546.99,-2427.8628,9915.692,10369.028,-162.031086,-227.639288,-129.809743,-69.864844,-17.05336462,354.1694568,-50.50743866,-16.40957404,-0.085266823,1.770847284,-0.252537193,-0.08204787,0,0,0,0,,,,,,,,,,,,,,,
102,3.74,7.82418916,-81.26879003,27.73098473,12.76539924,3.73,3.735,3.745,0.005,0.005,0.005,0.005,0.005,-16.9475576,-17.73151921,-18.56786846,-19.40147845,-3.59905193,-4.67290213,-5.87544481,-7.37200651,-12.25743363,-12.87613406,-13.55553106,-14.33659711,-21.246415,-21.72535207,-21.94506344,-21.78793411,-156.792322,-167.26985,-166.721998,-214.77004,-240.508536,-299.31234,-123.740086,-135.8794,-156.21321,-95.787414,-43.942274,31.425866,-2095.5056,109.5704,-5147.6992,-11760.7608,-2427.8628,-4066.762,10369.028,15073.628,-166.995924,-269.910438,-146.046305,-6.258204,-22.80460637,382.8431151,-70.68597178,-1.394316881,-0.114023032,1.914215576,-0.353429859,-0.006971584,0,0,0,0,,,,,,,,,,,,,,,
103,3.745,9.25013028,-73.0501719,33.09681378,11.75024193,3.735,3.74,3.75,0.005,0.005,0.005,0.005,0.005,-17.73151921,-18.56786846,-19.40147845,-20.36808031,-4.67290213,-5.87544481,-7.37200651,-8.80623607,-12.87613406,-13.55553106,-14.33659711,-15.0504471,-21.72535207,-21.94506344,-21.78793411,-21.60524501,-167.26985,-166.721998,-193.320372,-240.508536,-299.31234,-286.845912,-135.8794,-156.21321,-142.769998,-43.942274,31.425866,36.53782,109.5704,-5319.6748,-11760.7608,2493.2856,-4066.762,2688.6424,15073.628,1022.3908,-180.021185,-293.079126,-149.491604,33.981843,-29.06356155,373.6659265,-86.35358174,6.969010281,-0.145317808,1.868329632,-0.431767909,0.034845051,0,0,0,0,,,,,,,,,,,,,,,
104,3.75,10.3448367,-64.59617121,38.27527321,10.49418468,3.74,3.745,3.755,0.005,0.005,0.005,0.005,0.005,-18.56786846,-19.40147845,-20.36808031,-21.3825405,-5.87544481,-7.37200651,-8.80623607,-10.49421857,-13.55553106,-14.33659711,-15.0504471,-15.82058734,-21.94506344,-21.78793411,-21.60524501,-21.15102691,-166.721998,-193.320372,-202.892038,-299.31234,-286.845912,-337.5965,-156.21321,-142.769998,-154.028048,31.425866,36.53782,90.84362,-5319.6748,-1914.3332,2493.2856,-10150.1176,2688.6424,-2251.61,1022.3908,10861.16,-198.106205,-312.221206,-148.399023,63.69072,-35.76836475,352.0031432,-99.13493101,11.66546967,-0.178841824,1.760015716,-0.495674655,0.058327348,0,0,0,0,,,,,,,,,,,,,,,
105,3.755,11.07150075,-56.04257555,43.13758238,9.06766046,3.745,3.75,3.76,0.005,0.005,0.005,0.005,0.005,-19.40147845,-20.36808031,-21.3825405,-22.42001604,-7.37200651,-8.80623607,-10.49421857,-12.39681427,-14.33659711,-15.0504471,-15.82058734,-16.57846905,-21.78793411,-21.60524501,-21.15102691,-20.5287697,-193.320372,-202.892038,-207.495108,-286.845912,-337.5965,-380.51914,-142.769998,-154.028048,-151.576342,36.53782,90.84362,124.451442,-1914.3332,-920.614,-10150.1176,-8584.528,-2251.61,490.3412,10861.16,6721.5644,-205.193573,-359.05782,-152.802195,107.647531,-39.65040386,351.2043151,-115.0436791,17.03635536,-0.198252019,1.756021576,-0.575218396,0.085181777,0,0,0,0,,,,,,,,,,,,,,,
106,3.76,11.33159562,-47.55339344,47.62189136,7.52880276,3.75,3.755,3.765,0.005,0.005,0.005,0.005,0.005,-20.36808031,-21.3825405,-22.42001604,-23.44606491,-8.80623607,-10.49421857,-12.39681427,-14.58242857,-15.0504471,-15.82058734,-16.57846905,-17.32121098,-21.60524501,-21.15102691,-20.5287697,-19.77805618,-202.892038,-207.495108,-205.209774,-337.5965,-380.51914,-437.12286,-154.028048,-151.576342,-148.548386,90.84362,124.451442,150.142704,-920.614,457.0668,-8584.528,-11320.744,490.3412,605.5912,6721.5644,5138.2524,-206.352441,-408.821,-150.062364,137.297073,-40.81107608,339.3064206,-124.7256544,18.04116448,-0.20405538,1.696532103,-0.623628272,0.090205822,0,0,0,0,,,,,,,,,,,,,,,
107,3.765,11.18163144,-39.31460212,51.7324935,5.92607174,3.755,3.76,3.77,0.005,0.005,0.005,0.005,0.005,-21.3825405,-22.42001604,-23.44606491,-24.60697817,-10.49421857,-12.39681427,-14.58242857,-16.72643303,-15.82058734,-16.57846905,-17.32121098,-17.95233065,-21.15102691,-20.5287697,-19.77805618,-19.1104978,-207.495108,-205.209774,-232.182652,-380.51914,-437.12286,-428.800892,-151.576342,-148.548386,-126.223934,124.451442,150.142704,133.511676,457.0668,-5394.5756,-11320.744,1664.3936,605.5912,4464.8904,5138.2524,-3326.2056,-218.696213,-432.961876,-137.38616,141.82719,-42.67994034,297.0851262,-124.0462856,14.66911018,-0.213399702,1.485425631,-0.620231428,0.073345551,0,0,0,0,,,,,,,,,,,,,,,
108,3.77,10.70441279,-31.52263031,55.50123401,4.30373955,3.76,3.765,3.775,0.005,0.005,0.005,0.005,0.005,-22.42001604,-23.44606491,-24.60697817,-25.78856535,-12.39681427,-14.58242857,-16.72643303,-19.03680508,-16.57846905,-17.32121098,-17.95233065,-18.54477192,-20.5287697,-19.77805618,-19.1104978,-18.36527966,-205.209774,-232.182652,-236.317436,-437.12286,-428.800892,-462.07441,-148.548386,-126.223934,-118.488254,150.142704,133.511676,149.043628,-5394.5756,-826.9568,1664.3936,-6654.7036,4464.8904,1547.136,-3326.2056,3106.3904,-234.250044,-445.437651,-122.356094,141.277652,-43.76429099,245.0680751,-118.5238121,10.61198964,-0.218821455,1.225340376,-0.592619061,0.053059948,0,0,0,0,,,,,,,,,,,,,,,
109,3.775,9.979959,-24.37144863,58.93743352,2.69882769,3.765,3.77,3.78,0.005,0.005,0.005,0.005,0.005,-23.44606491,-24.60697817,-25.78856535,-27.02143816,-14.58242857,-16.72643303,-19.03680508,-21.387415,-17.32121098,-17.95233065,-18.54477192,-19.05635765,-19.77805618,-19.1104978,-18.36527966,-17.66454706,-232.182652,-236.317436,-246.574562,-428.800892,-462.07441,-470.121984,-126.223934,-118.488254,-102.317146,133.511676,149.043628,140.14652,-826.9568,-2051.4252,-6654.7036,-1609.5148,1547.136,3234.2216,3106.3904,-1779.4216,-241.445999,-466.098197,-110.4027,144.595074,-42.05582316,198.2604716,-113.5659877,6.810923821,-0.210279116,0.991302358,-0.567829939,0.034054619,0,0,0,0,,,,,,,,,,,,,,,
110,3.78,9.05239218,-18.03187026,62.01758891,1.13665779,3.77,3.775,3.785,0.005,0.005,0.005,0.005,0.005,-24.60697817,-25.78856535,-27.02143816,-28.29954617,-16.72643303,-19.03680508,-21.387415,-23.69383424,-17.95233065,-18.54477192,-19.05635765,-19.47556549,-19.1104978,-18.36527966,-17.66454706,-17.01092593,-236.317436,-246.574562,-255.621602,-462.07441,-470.121984,-461.283848,-118.488254,-102.317146,-83.841568,149.043628,140.14652,130.724226,-2051.4252,-1809.408,-1609.5148,1767.6272,3234.2216,3695.1156,-1779.4216,-1884.4588,-251.098082,-465.702916,-93.079357,135.435373,-39.6720026,146.563929,-100.7501311,2.686823935,-0.198360013,0.732819645,-0.503750656,0.01343412,0,0,0,0,,,,,,,,,,,,,,,
111,3.785,7.91791383,-12.62869528,64.70512629,-0.36622356,3.775,3.78,3.79,0.005,0.005,0.005,0.005,0.005,-25.78856535,-27.02143816,-28.29954617,-29.63667109,-19.03680508,-21.387415,-23.69383424,-25.87052541,-18.54477192,-19.05635765,-19.47556549,-19.80587234,-18.36527966,-17.66454706,-17.01092593,-16.41241192,-246.574562,-255.621602,-267.424984,-470.121984,-461.283848,-435.338234,-102.317146,-83.841568,-66.06137,140.14652,130.724226,119.702802,-1809.408,-2360.6764,1767.6272,5189.1228,3695.1156,3556.0396,-1884.4588,-2204.2848,-261.523293,-448.311041,-74.951469,125.213514,-36.14086266,98.81327343,-84.64400534,-0.800340605,-0.180704313,0.494066367,-0.423220027,-0.004001703,0,0,0,0,,,,,,,,,,,,,,,
112,3.79,6.59807752,-8.20731702,66.97337616,-1.79488693,3.78,3.785,3.795,0.005,0.005,0.005,0.005,0.005,-27.02143816,-28.29954617,-29.63667109,-31.05716055,-21.387415,-23.69383424,-25.87052541,-27.74268613,-19.05635765,-19.47556549,-19.80587234,-20.0234136,-17.66454706,-17.01092593,-16.41241192,-15.9506649,-255.621602,-267.424984,-284.097892,-461.283848,-435.338234,-374.432144,-83.841568,-66.06137,-43.508252,130.724226,119.702802,92.349404,-2360.6764,-3334.5816,5189.1228,12181.218,3556.0396,4510.6236,-2204.2848,-5470.6796,-275.761438,-404.885189,-54.784811,106.026103,-31.75618449,57.99765936,-64.03829019,-3.321446503,-0.158780922,0.289988297,-0.320191451,-0.016607233,0,0,0,0,,,,,,,,,,,,,,,
113,3.795,5.05638234,-4.72023783,68.78357145,-3.143923,3.785,3.79,3.8,0.005,0.005,0.005,0.005,0.005,-28.29954617,-29.63667109,-31.05716055,-32.47870124,-23.69383424,-25.87052541,-27.74268613,-29.54320476,-19.47556549,-19.80587234,-20.0234136,-20.21747807,-17.01092593,-16.41241192,-15.9506649,-15.34335283,-267.424984,-284.097892,-284.308138,-435.338234,-374.432144,-360.103726,-66.06137,-43.508252,-38.812894,119.702802,92.349404,121.462414,-3334.5816,-42.0492,12181.218,2865.6836,4510.6236,939.0716,-5470.6796,5822.602,-284.203015,-367.267935,-41.160573,106.905909,-25.08106388,30.2568883,-49.41325937,-5.866120489,-0.125405319,0.151284441,-0.247066297,-0.029330602,0,0,0,0,,,,,,,,,,,,,,,
114,3.8,3.50607589,-2.06956801,70.09830994,-4.4107951,3.79,3.795,3.805,0.005,0.005,0.005,0.005,0.005,-29.63667109,-31.05716055,-32.47870124,-33.93504543,-25.87052541,-27.74268613,-29.54320476,-31.07587121,-19.80587234,-20.0234136,-20.21747807,-20.32547323,-16.41241192,-15.9506649,-15.34335283,-14.84067137,-284.097892,-284.308138,-291.268838,-374.432144,-360.103726,-306.53329,-43.508252,-38.812894,-21.599032,92.349404,121.462414,100.536292,-42.0492,-1392.14,2865.6836,10714.0872,939.0716,3442.7724,5822.602,-4185.2244,-287.788488,-333.318508,-30.205963,110.999353,-17.61051665,12.03972312,-36.95537393,-8.545051773,-0.088052583,0.060198616,-0.18477687,-0.042725259,0,0,0,0,,,,,,,,,,,,,,,
115,3.805,-3.80773302,1.95500438,70.88725583,-5.59797307,3.795,3.8,3.81,0.005,0.005,0.005,0.005,0.005,-31.05716055,-32.47870124,-33.93504543,-35.42984728,-27.74268613,-29.54320476,-31.07587121,-32.25767621,-20.0234136,-20.21747807,-20.32547323,-20.34183123,-15.9506649,-15.34335283,-14.84067137,-14.43801395,-284.308138,-291.268838,-298.96037,-360.103726,-306.53329,-236.361,-38.812894,-21.599032,-3.2716,121.462414,100.536292,80.531484,-1392.14,-1538.3064,10714.0872,14034.458,3442.7724,3665.4864,-4185.2244,-4000.9616,-295.114604,-271.447145,-12.435316,90.533888,19.61257237,-9.262119513,-15.38517207,-8.845438028,0.098062862,-0.046310598,-0.07692586,-0.04422719,0,0,0,0,,,,,,,,,,,,,,,
116,3.81,-3.56605721,2.06704058,71.13990501,-6.71410105,3.8,3.805,3.815,0.005,0.005,0.005,0.005,0.005,-32.47870124,-33.93504543,-35.42984728,-36.95618936,-29.54320476,-31.07587121,-32.25767621,-33.25680812,-20.21747807,-20.32547323,-20.34183123,-20.32631483,-15.34335283,-14.84067137,-14.43801395,-13.92947412,-291.268838,-298.96037,-305.268416,-306.53329,-236.361,-199.826382,-21.599032,-3.2716,3.10328,100.536292,80.531484,101.707966,-1538.3064,-1261.6092,14034.458,7306.9236,3665.4864,1274.976,-4000.9616,4235.2964,-302.114393,-218.093691,-0.08416,91.119725,18.80343052,-7.868092787,-0.104495208,-10.67769819,0.094017153,-0.039340464,-0.000522476,-0.053388491,0,0,0,0,,,,,,,,,,,,,,,
117,3.815,-3.11783057,2.17426055,70.8687149,-7.77368678,3.805,3.81,3.82,0.005,0.005,0.005,0.005,0.005,-33.93504543,-35.42984728,-36.95618936,-38.50040485,-31.07587121,-32.25767621,-33.25680812,-33.96143758,-20.32547323,-20.34183123,-20.32631483,-20.24724344,-14.84067137,-14.43801395,-13.92947412,-13.48913165,-298.96037,-305.268416,-308.843098,-236.361,-199.826382,-140.925892,-3.2716,3.10328,15.814278,80.531484,101.707966,88.068494,-1261.6092,-714.9364,7306.9236,11780.098,1274.976,2542.1996,4235.2964,-2727.8944,-307.055757,-170.376137,9.458779,94.88823,16.70887165,-6.465434566,11.69949197,-12.87409623,0.083544358,-0.032327173,0.05849746,-0.064370481,0,0,1,0,,,,,,,,,,,,,,,
118,3.82,-2.48735277,2.2723996,70.1119987,-8.79206255,3.81,3.815,3.825,0.005,0.005,0.005,0.005,0.005,-35.42984728,-36.95618936,-38.50040485,-40.06950708,-32.25767621,-33.25680812,-33.96143758,-34.37939319,-20.34183123,-20.32631483,-20.24724344,-20.11814266,-14.43801395,-13.92947412,-13.48913165,-13.11012612,-305.268416,-308.843098,-313.820446,-199.826382,-140.925892,-83.591122,3.10328,15.814278,25.820156,101.707966,88.068494,75.801106,-714.9364,-995.4696,11780.098,11466.954,2542.1996,2001.1756,-2727.8944,-2453.4776,-311.331772,-112.258507,20.817217,81.9348,13.51568915,-4.452268362,25.47372082,-12.57293107,0.067578446,-0.022261342,0.127368604,-0.062864655,0,0,1,0,,,,,,,,,,,,,,,
119,3.825,-1.77141175,2.3522275,68.91903517,-9.78929695,3.815,3.82,3.83,0.005,0.005,0.005,0.005,0.005,-36.95618936,-38.50040485,-40.06950708,-41.63030941,-33.25680812,-33.96143758,-34.37939319,-34.57784878,-20.32631483,-20.24724344,-20.11814266,-19.91873666,-13.92947412,-13.48913165,-13.11012612,-12.66783844,-308.843098,-313.820446,-312.160466,-140.925892,-83.591122,-39.691118,15.814278,25.820156,39.8812,88.068494,75.801106,88.457536,-995.4696,331.996,11466.954,8780.0008,2001.1756,2812.2088,-2453.4776,2531.286,-312.990456,-61.64112,32.850678,82.129321,9.676715739,-2.530621606,39.5149006,-14.03224318,0.048383579,-0.012653108,0.197574503,-0.070161216,0,0,1,0,,,,,,,,,,,,,,,
120,3.83,-1.36824287,2.38025516,67.35372306,-10.78424779,3.82,3.825,3.835,0.005,0.005,0.005,0.005,0.005,-38.50040485,-40.06950708,-41.63030941,-43.19353246,-33.96143758,-34.37939319,-34.57784878,-34.50779204,-20.24724344,-20.11814266,-19.91873666,-19.69695327,-13.48913165,-13.11012612,-12.66783844,-12.25935951,-313.820446,-312.160466,-312.64461,-83.591122,-39.691118,14.011348,25.820156,39.8812,44.356678,75.801106,88.457536,81.695786,331.996,-96.8288,8780.0008,10740.4932,2812.2088,895.0956,2531.286,-1352.35,-312.402538,-12.839885,42.118939,85.076661,7.460279777,-0.533411061,49.51267575,-16.01318284,0.037301399,-0.002667055,0.247563379,-0.080065914,0,0,1,0,,,,,,,,,,,,,,,
121,3.835,-0.81659975,2.38906567,65.4907151,-11.79180463,3.825,3.83,3.84,0.005,0.005,0.005,0.005,0.005,-40.06950708,-41.63030941,-43.19353246,-44.73498925,-34.37939319,-34.57784878,-34.50779204,-34.22524497,-20.11814266,-19.91873666,-19.69695327,-19.4326944,-13.11012612,-12.66783844,-12.25935951,-11.87591197,-312.160466,-312.64461,-308.291358,-39.691118,14.011348,56.509414,39.8812,44.356678,52.851774,88.457536,81.695786,76.689508,-96.8288,870.6504,10740.4932,8499.6132,895.0956,1699.0192,-1352.35,-1001.2556,-310.467984,35.260381,48.604226,79.192647,4.424899709,1.470254292,55.55602079,-16.2983073,0.022124499,0.007351271,0.277780104,-0.081491537,0,0,1,0,,,,,,,,,,,,,,,
122,3.84,-0.1479012,2.3771879,63.41070595,-12.82484421,3.83,3.835,3.845,0.005,0.005,0.005,0.005,0.005,-41.63030941,-43.19353246,-44.73498925,-46.25232712,-34.57784878,-34.50779204,-34.22524497,-33.73849018,-19.91873666,-19.69695327,-19.4326944,-19.143111,-12.66783844,-12.25935951,-11.87591197,-11.49749389,-312.64461,-308.291358,-303.467574,14.011348,56.509414,97.350958,44.356678,52.851774,57.91668,81.695786,76.689508,75.683616,870.6504,964.7568,8499.6132,8168.3088,1699.0192,1012.9812,-1001.2556,-201.1784,-305.879466,76.930186,55.384227,76.186562,0.789585908,3.19181463,61.29514185,-17.05327682,0.00394793,0.015959073,0.306475709,-0.085266384,0,0,1,0,,,,,,,,,,,,,,,
