,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,time_next,delta_t_prev,delta_t,delta_t_next,del_delta_prev,del_delta_next,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,knee_angle_r_next,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,ankle_angle_r_next,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,knee_angle_l_next,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,ankle_angle_l_next,knee_angle_r_ang_vel_prev,knee_angle_r_ang_vel,knee_angle_r_ang_vel_next,ankle_angle_r_ang_vel_prev,ankle_angle_r_ang_vel,ankle_angle_r_ang_vel_next,knee_angle_l_ang_vel_prev,knee_angle_l_ang_vel,knee_angle_l_ang_vel_next,ankle_angle_l_ang_vel_prev,ankle_angle_l_ang_vel,ankle_angle_l_ang_vel_next,knee_angle_l_acc_prev,knee_angle_l_acc_next,ankle_angle_l_acc_prev,ankle_angle_l_acc_next,knee_angle_r_acc_prev,knee_angle_r_acc_next,ankle_angle_r_acc_prev,ankle_angle_r_acc_next,knee_angle_l_vel_avg,ankle_angle_l_vel_avg,knee_angle_r_vel_avg,ankle_angle_r_vel_avg,knee_angle_l_power_(W),ankle_angle_l_power_(W),knee_angle_r_power_(W),ankle_angle_r_power_(W),knee_angle_l_work_(J),ankle_angle_l_work_(J),knee_angle_r_work_(J),ankle_angle_r_work_(J),Greather_than_Tresh_Knee_r_(80%),Greather_than_Tresh_Ankle_r_(80%),Greather_than_Tresh_Knee_l_(80%),Greather_than_Tresh_Ankle_l_(80%),Threshold,ABS_Max_knee_r,ABS_Max_ankle_r,ABS_Max_knee_l,ABS_Max_ankle_l,Knee_r_work_above_80%_moment,Ankle_r_work_above_80%_moment,Knee_l_work_above_80%_moment,Ankle_l_work_above_80%_moment,Total_energy_needed,Knee_r_work_positive,Ankle_r_work_positive,Knee_l_work_positive,Ankle_l_work_positive,Total_work_positive
0,3.23,17.64811392,-34.32349332,-13.33808444,-0.04504686,3.22,3.225,3.235,0.005,0.005,0.005,0.005,0.005,-16.16127293,-15.80386453,-15.43827041,-15.06631443,-5.69764164,-5.51480569,-5.37055813,-5.21518054,-60.24036731,-60.86987937,-61.39618098,-61.86536537,-27.10484379,-26.34313002,-25.62591482,-24.95926542,71.48168,73.118824,74.391196,36.56719,28.849512,31.075518,-125.902412,-105.260322,-93.836878,152.342754,143.44304,133.32988,327.4288,254.4744,-1543.5356,445.2012,4128.418,2284.6888,-1779.9428,-2022.632,73.75501,29.962515,-99.5486,138.38646,22.71784815,-17.94928339,23.17426596,-0.108801652,0.113589241,-0.089746417,0.11587133,-0.000544008,0,0,0,0,0.8,63.87029864,149.4842867,71.13990501,131.4107943,1.5255154,16.03150142,1.885310711,8.885772318,28.32809985,16.59930912,40.1043718,11.89801436,28.31624966,96.91794494
1,3.235,16.01885836,-35.5283314,-10.80325,0.1107078,3.225,3.23,3.24,0.005,0.005,0.005,0.005,0.005,-15.80386453,-15.43827041,-15.06631443,-14.68730104,-5.51480569,-5.37055813,-5.21518054,-5.07355503,-60.86987937,-61.39618098,-61.86536537,-62.27209148,-26.34313002,-25.62591482,-24.95926542,-24.31928811,73.118824,74.391196,75.802678,28.849512,31.075518,28.325102,-105.260322,-93.836878,-81.345222,143.44304,133.32988,127.995462,254.4744,282.2964,445.2012,-550.0832,2284.6888,2498.3312,-2022.632,-1066.8836,75.096937,29.70031,-87.59105,130.662671,20.99573838,-18.41675714,16.5154924,0.252468454,0.104978692,-0.092083786,0.082577462,0.001262342,0,0,0,0,,,,,,,,,,,Knee_r_work_negative,Ankle_r_work_negative,Knee_l_work_negative,Ankle_l_work_negative,Total_work_negative
2,3.24,14.3967366,-36.70362406,-8.44525751,0.25307596,3.23,3.235,3.245,0.005,0.005,0.005,0.005,0.005,-15.43827041,-15.06631443,-14.68730104,-14.30203504,-5.37055813,-5.21518054,-5.07355503,-4.94054081,-61.39618098,-61.86536537,-62.27209148,-62.61307951,-25.62591482,-24.95926542,-24.31928811,-23.69665132,74.391196,75.802678,77.0532,31.075518,28.325102,26.602844,-93.836878,-81.345222,-68.197606,133.32988,127.995462,124.527358,282.2964,250.1044,-550.0832,-344.4516,2498.3312,2629.5232,-1066.8836,-693.6208,76.427939,27.463973,-74.771414,126.26141,19.20408302,-17.59339604,11.02112321,0.557697754,0.096020415,-0.08796698,0.055105616,0.002788489,0,0,0,0,,,,,,,,,,,-23.8059547,-34.74592027,-35.93660406,-19.69455247,-114.1830315
3,3.245,12.79489148,-37.84591273,-6.30174567,0.3804043,3.235,3.24,3.25,0.005,0.005,0.005,0.005,0.005,-15.06631443,-14.68730104,-14.30203504,-13.91028648,-5.21518054,-5.07355503,-4.94054081,-4.81831396,-61.86536537,-62.27209148,-62.61307951,-62.89062416,-24.95926542,-24.31928811,-23.69665132,-23.0804872,75.802678,77.0532,78.349712,28.325102,26.602844,24.44537,-81.345222,-68.197606,-55.50893,127.995462,124.527358,123.232824,250.1044,259.3024,-344.4516,-431.4948,2629.5232,2537.7352,-693.6208,-258.9068,77.701456,25.524107,-61.853268,123.880091,17.35174398,-16.85958607,6.803006558,0.82247802,0.08675872,-0.08429793,0.034015033,0.00411239,0,0,0,0,,,,,,,,,,,,,,,
4,3.25,11.22610329,-38.95798234,-4.40105242,0.49168722,3.24,3.245,3.255,0.005,0.005,0.005,0.005,0.005,-14.68730104,-14.30203504,-13.91028648,-13.51381132,-5.07355503,-4.94054081,-4.81831396,-4.70362591,-62.27209148,-62.61307951,-62.89062416,-63.10836393,-24.31928811,-23.69665132,-23.0804872,-22.46128177,77.0532,78.349712,79.295032,26.602844,24.44537,22.93761,-68.197606,-55.50893,-43.547954,124.527358,123.232824,123.841086,259.3024,189.064,-431.4948,-301.552,2537.7352,2392.1952,-258.9068,121.6524,78.822372,23.69149,-49.528442,123.536955,15.44386161,-16.10891163,3.804421048,1.0601399,0.077219308,-0.080544558,0.019022105,0.0053007,0,0,0,0,,,,,,,,,,,,,,,
5,3.255,9.70061067,-40.0477597,-2.76186044,0.5865473,3.245,3.25,3.26,0.005,0.005,0.005,0.005,0.005,-14.30203504,-13.91028648,-13.51381132,-13.10902219,-4.94054081,-4.81831396,-4.70362591,-4.59017977,-62.61307951,-62.89062416,-63.10836393,-63.2709844,-23.69665132,-23.0804872,-22.46128177,-21.83235348,78.349712,79.295032,80.957826,24.44537,22.93761,22.689228,-55.50893,-43.547954,-32.524094,123.232824,123.841086,125.785658,189.064,332.5588,-301.552,-49.6764,2392.1952,2204.772,121.6524,388.9144,80.126429,22.813419,-38.036024,124.813372,13.56601304,-15.94578745,1.833471695,1.277737156,0.067830065,-0.079728937,0.009167358,0.006388686,0,0,0,0,,,,,,,,,,,,,,,
6,3.26,8.22739267,-41.12286804,-1.39341983,0.66518423,3.25,3.255,3.265,0.005,0.005,0.005,0.005,0.005,-13.91028648,-13.51381132,-13.10902219,-12.70173098,-4.81831396,-4.70362591,-4.59017977,-4.4833049,-62.89062416,-63.10836393,-63.2709844,-63.37993962,-23.0804872,-22.46128177,-21.83235348,-21.18928581,79.295032,80.957826,81.458242,22.93761,22.689228,21.374974,-43.547954,-32.524094,-21.791044,123.841086,125.785658,128.613534,332.5588,100.0832,-49.6764,-262.8508,2204.772,2146.61,388.9144,565.5752,81.208034,22.032101,-27.157569,127.199596,11.66107503,-15.81308763,0.660465666,1.476743419,0.058305375,-0.079065438,0.003302328,0.007383717,0,0,0,0,,,,,,,,,,,,,,,
7,3.265,6.80849765,-42.19152136,-0.29623009,0.72829979,3.255,3.26,3.27,0.005,0.005,0.005,0.005,0.005,-13.51381132,-13.10902219,-12.70173098,-12.26158701,-4.70362591,-4.59017977,-4.4833049,-4.4166253,-63.10836393,-63.2709844,-63.37993962,-63.4319657,-22.46128177,-21.83235348,-21.18928581,-20.55366581,80.957826,81.458242,88.028794,22.689228,21.374974,13.33592,-32.524094,-21.791044,-10.405216,125.785658,128.613534,127.124,100.0832,1314.1104,-262.8508,-1607.8108,2146.61,2277.1656,565.5752,-297.9068,84.743518,17.355447,-16.09813,127.868767,10.07013166,-12.7802208,0.083230397,1.625369215,0.050350658,-0.063901104,0.000416152,0.008126846,0,0,0,0,,,,,,,,,,,,,,,
8,3.27,5.43969823,-43.26066729,0.5369342,0.77700615,3.26,3.265,3.275,0.005,0.005,0.005,0.005,0.005,-13.10902219,-12.70173098,-12.26158701,-11.86257593,-4.59017977,-4.4833049,-4.4166253,-4.28154013,-63.2709844,-63.37993962,-63.4319657,-63.43916263,-21.83235348,-21.18928581,-20.55366581,-19.88027462,81.458242,88.028794,79.802216,21.374974,13.33592,27.017034,-21.791044,-10.405216,-1.439386,128.613534,127.124,134.678238,1314.1104,-1645.3156,-1607.8108,2736.2228,2277.1656,1793.166,-297.9068,1510.8476,83.915505,20.176477,-5.922301,130.901119,7.966992122,-15.234069,-0.05549948,1.775191391,0.039834961,-0.076170345,-0.000277497,0.008875957,0,0,0,0,,,,,,,,,,,,,,,
9,3.275,4.11351649,-44.33555772,1.11976275,0.81272456,3.265,3.27,3.28,0.005,0.005,0.005,0.005,0.005,-12.70173098,-12.26158701,-11.86257593,-11.42779282,-4.4833049,-4.4166253,-4.28154013,-4.21611099,-63.37993962,-63.4319657,-63.43916263,-63.40002809,-21.18928581,-20.55366581,-19.88027462,-19.20225564,88.028794,79.802216,86.956622,13.33592,27.017034,13.085828,-10.405216,-1.439386,7.826908,127.124,134.678238,135.603796,-1645.3156,1430.8812,2736.2228,-2786.2412,1793.166,1853.2588,1510.8476,185.1116,83.379419,20.051431,3.193761,135.141017,5.986175909,-15.51582654,0.062417418,1.916937417,0.02993088,-0.077579133,0.000312087,0.009584687,0,0,0,0,,,,,,,,,,,,,,,
10,3.28,2.82160576,-45.42060148,1.47102355,0.83708054,3.27,3.275,3.285,0.005,0.005,0.005,0.005,0.005,-12.26158701,-11.86257593,-11.42779282,-11.02743901,-4.4166253,-4.28154013,-4.21611099,-4.1113784,-63.4319657,-63.43916263,-63.40002809,-63.30976435,-20.55366581,-19.88027462,-19.20225564,-18.52366934,79.802216,86.956622,80.070762,27.017034,13.085828,20.946518,-1.439386,7.826908,18.052748,134.678238,135.603796,135.71726,1430.8812,-1377.172,-2786.2412,1572.138,1853.2588,2045.168,185.1116,22.6928,83.513692,17.016173,12.939828,135.660528,4.112741224,-13.48938472,0.332219788,1.981974746,0.020563706,-0.067446924,0.001661099,0.009909874,0,0,0,0,,,,,,,,,,,,,,,
11,3.285,1.5543478,-46.52139119,1.61315706,0.85180123,3.275,3.28,3.29,0.005,0.005,0.005,0.005,0.005,-11.86257593,-11.42779282,-11.02743901,-10.60987967,-4.28154013,-4.21611099,-4.1113784,-4.01476337,-63.43916263,-63.40002809,-63.30976435,-63.17658687,-19.88027462,-19.20225564,-18.52366934,-17.85548895,86.956622,80.070762,83.511868,13.085828,20.946518,19.323006,7.826908,18.052748,26.635496,135.603796,135.71726,133.636078,-1377.172,688.2212,1572.138,-324.7024,2045.168,1716.5496,22.6928,-416.2364,81.791315,20.134762,22.344122,134.676669,2.218874612,-16.34844918,0.629096566,2.002202488,0.011094373,-0.081742246,0.003145483,0.010011012,0,0,0,0,,,,,,,,,,,,,,,
12,3.29,0.30296375,-47.64297044,1.57093576,0.85862064,3.28,3.285,3.295,0.005,0.005,0.005,0.005,0.005,-11.42779282,-11.02743901,-10.60987967,-10.15710312,-4.21611099,-4.1113784,-4.01476337,-3.95334152,-63.40002809,-63.30976435,-63.17658687,-63.0060244,-19.20225564,-18.52366934,-17.85548895,-17.19679646,80.070762,83.511868,90.55531,20.946518,19.323006,12.28437,18.052748,26.635496,34.112494,135.71726,133.636078,131.738498,688.2212,1408.6884,-324.7024,-1407.7272,1716.5496,1495.3996,-416.2364,-379.516,87.033589,15.803688,30.373995,132.687288,0.46020881,-13.14118852,0.832794236,1.988419481,0.002301044,-0.065705943,0.004163971,0.009942097,0,0,0,0,,,,,,,,,,,,,,,
13,3.295,-0.93965465,-48.7884352,1.37025119,0.85919844,3.285,3.29,3.3,0.005,0.005,0.005,0.005,0.005,-11.02743901,-10.60987967,-10.15710312,-9.74594133,-4.1113784,-4.01476337,-3.95334152,-3.85641891,-63.30976435,-63.17658687,-63.0060244,-62.79350233,-18.52366934,-17.85548895,-17.19679646,-16.56414395,83.511868,90.55531,82.232358,19.323006,12.28437,19.384522,26.635496,34.112494,42.504414,133.636078,131.738498,126.530502,1408.6884,-1664.5904,-1407.7272,1420.0304,1495.3996,1678.384,-379.516,-1041.5992,86.393834,15.834446,38.308454,129.1345,-1.416864707,-13.48332895,0.916161803,1.936480521,-0.007084324,-0.067416645,0.004580809,0.009682403,0,0,0,0,,,,,,,,,,,,,,,
14,3.3,-2.18579659,-49.95764927,1.03706794,0.85505609,3.29,3.295,3.305,0.005,0.005,0.005,0.005,0.005,-10.60987967,-10.15710312,-9.74594133,-9.35464397,-4.01476337,-3.95334152,-3.85641891,-3.75705436,-63.17658687,-63.0060244,-62.79350233,-62.53068435,-17.85548895,-17.19679646,-16.56414395,-15.95199638,90.55531,82.232358,78.259472,12.28437,19.384522,19.87291,34.112494,42.504414,52.563596,131.738498,126.530502,122.429514,-1664.5904,-794.5772,1420.0304,97.6776,1678.384,2011.8364,-1041.5992,-820.1976,80.245915,19.628716,47.534005,124.480008,-3.061329279,-17.11477735,0.86037738,1.857682884,-0.015306646,-0.085573887,0.004301887,0.009288414,0,0,0,0,,,,,,,,,,,,,,,
15,3.305,-3.44584276,-51.14896973,0.59655831,0.84753132,3.295,3.3,3.31,0.005,0.005,0.005,0.005,0.005,-10.15710312,-9.74594133,-9.35464397,-8.95091299,-3.95334152,-3.85641891,-3.75705436,-3.67038348,-63.0060244,-62.79350233,-62.53068435,-62.23355982,-17.19679646,-16.56414395,-15.95199638,-15.35785819,82.232358,78.259472,80.746196,19.384522,19.87291,17.334176,42.504414,52.563596,59.424906,126.530502,122.429514,118.827638,-794.5772,497.3448,97.6776,-507.7468,2011.8364,1372.262,-820.1976,-720.3752,79.502834,18.603543,55.994251,120.628576,-4.781403923,-16.60771641,0.583006917,1.784363475,-0.02390702,-0.083038582,0.002915035,0.008921817,0,0,0,0,,,,,,,,,,,,,,,
16,3.31,-4.71732033,-52.36351506,0.0724255,0.8377504,3.3,3.305,3.315,0.005,0.005,0.005,0.005,0.005,-9.74594133,-9.35464397,-8.95091299,-8.55154931,-3.85641891,-3.75705436,-3.67038348,-3.59081411,-62.79350233,-62.53068435,-62.23355982,-61.90177612,-16.56414395,-15.95199638,-15.35785819,-14.78021807,78.259472,80.746196,79.872736,19.87291,17.334176,15.913874,52.563596,59.424906,66.35674,122.429514,118.827638,115.528024,497.3448,-174.692,-507.7468,-284.0604,1372.262,1386.3668,-720.3752,-659.9228,80.309466,16.624025,62.890823,117.177831,-6.612100924,-15.1929582,0.07949799,1.713315983,-0.033060505,-0.075964791,0.00039749,0.00856658,0,0,0,0,,,,,,,,,,,,,,,
17,3.315,-5.99293817,-53.60105333,-0.51357089,0.82661754,3.305,3.31,3.32,0.005,0.005,0.005,0.005,0.005,-9.35464397,-8.95091299,-8.55154931,-8.17475281,-3.75705436,-3.67038348,-3.59081411,-3.4945593,-62.53068435,-62.23355982,-61.90177612,-61.5277379,-15.95199638,-15.35785819,-14.78021807,-14.23016555,80.746196,79.872736,75.3593,17.334176,15.913874,19.250962,59.424906,66.35674,74.807644,118.827638,115.528024,110.010504,-174.692,-902.6872,-284.0604,667.4176,1386.3668,1690.1808,-659.9228,-1103.504,77.616018,17.582418,70.582192,112.769264,-8.118364055,-16.44861337,-0.632663688,1.626944469,-0.04059182,-0.082243067,-0.003163318,0.008134722,0,0,0,0,,,,,,,,,,,,,,,
18,3.32,-7.26024463,-54.86048813,-1.14189259,0.81482033,3.31,3.315,3.325,0.005,0.005,0.005,0.005,0.005,-8.95091299,-8.55154931,-8.17475281,-7.79434814,-3.67038348,-3.59081411,-3.4945593,-3.38219045,-62.23355982,-61.90177612,-61.5277379,-61.11969738,-15.35785819,-14.78021807,-14.23016555,-13.72445537,79.872736,75.3593,76.080934,15.913874,19.250962,22.47377,66.35674,74.807644,81.608104,115.528024,110.010504,101.142036,-902.6872,144.3268,667.4176,644.5616,1690.1808,1360.092,-1103.504,-1773.6936,75.720117,20.862366,78.207874,105.57627,-9.594887747,-19.97563506,-1.558666145,1.501431552,-0.047974439,-0.099878175,-0.007793331,0.007507158,0,0,0,0,,,,,,,,,,,,,,,
19,3.325,-8.50585285,-56.14100721,-1.79533947,0.80284811,3.315,3.32,3.33,0.005,0.005,0.005,0.005,0.005,-8.55154931,-8.17475281,-7.79434814,-7.45958327,-3.59081411,-3.4945593,-3.38219045,-3.30313777,-61.90177612,-61.5277379,-61.11969738,-60.66929373,-14.78021807,-14.23016555,-13.72445537,-13.17791365,75.3593,76.080934,66.952974,19.250962,22.47377,15.810536,74.807644,81.608104,90.08073,110.010504,101.142036,109.308344,144.3268,-1825.592,644.5616,-1332.6468,1360.092,1694.5252,-1773.6936,1633.2616,71.516954,19.142153,85.844417,105.22519,-10.61705927,-18.75635097,-2.689899176,1.474451445,-0.053085296,-0.093781755,-0.013449496,0.007372257,0,0,0,0,,,,,,,,,,,,,,,
20,3.33,-9.71697183,-57.44075334,-2.45904766,0.79101918,3.32,3.325,3.335,0.005,0.005,0.005,0.005,0.005,-8.17475281,-7.79434814,-7.45958327,-7.12153343,-3.4945593,-3.38219045,-3.30313777,-3.19481491,-61.5277379,-61.11969738,-60.66929373,-60.18251993,-14.23016555,-13.72445537,-13.17791365,-12.67461262,76.080934,66.952974,67.609968,22.47377,15.810536,21.664572,81.608104,90.08073,97.35476,101.142036,109.308344,100.660206,-1825.592,131.3988,-1332.6468,1170.8072,1694.5252,1454.806,1633.2616,-1729.6276,67.281471,18.737554,93.717745,104.984275,-11.41047672,-18.78496508,-4.022222989,1.449401262,-0.057052384,-0.093924825,-0.020111115,0.007247006,0,0,0,0,,,,,,,,,,,,,,,
21,3.335,-10.88537926,-58.75814604,-3.12039394,0.779512,3.325,3.33,3.34,0.005,0.005,0.005,0.005,0.005,-7.79434814,-7.45958327,-7.12153343,-6.78338687,-3.38219045,-3.30313777,-3.19481491,-3.10686386,-61.11969738,-60.66929373,-60.18251993,-59.67458343,-13.72445537,-13.17791365,-12.67461262,-12.16760115,66.952974,67.609968,67.629312,15.810536,21.664572,17.59021,90.08073,97.35476,101.5873,109.308344,100.660206,101.402294,131.3988,3.8688,1170.8072,-814.8724,1454.806,846.508,-1729.6276,148.4176,67.61964,19.627391,99.47103,101.03125,-12.84676521,-20.12834307,-5.417306508,1.374535305,-0.064233826,-0.100641715,-0.027086533,0.006872677,0,0,0,0,,,,,,,,,,,,,,,
22,3.34,-12.0098779,-60.09250756,-3.76047755,0.76929187,3.33,3.335,3.345,0.005,0.005,0.005,0.005,0.005,-7.45958327,-7.12153343,-6.78338687,-6.4839388,-3.30313777,-3.19481491,-3.10686386,-2.98343105,-60.66929373,-60.18251993,-59.67458343,-59.11644558,-13.17791365,-12.67461262,-12.16760115,-11.68844777,67.609968,67.629312,59.889614,21.664572,17.59021,24.686562,97.35476,101.5873,111.62757,100.660206,101.402294,95.830676,3.8688,-1547.9396,-814.8724,1419.2704,846.508,2008.054,148.4176,-1114.3236,63.759463,21.138386,106.607435,98.616485,-13.36474296,-22.17019528,-6.996935366,1.324091596,-0.066823715,-0.110850976,-0.034984677,0.006620458,0,0,0,0,,,,,,,,,,,,,,,
23,3.345,-13.09273632,-61.44248427,-4.36353896,0.76101713,3.335,3.34,3.35,0.005,0.005,0.005,0.005,0.005,-7.12153343,-6.78338687,-6.4839388,-6.20125108,-3.19481491,-3.10686386,-2.98343105,-2.82360179,-60.18251993,-59.67458343,-59.11644558,-58.51186993,-12.67461262,-12.16760115,-11.68844777,-11.26633006,67.629312,59.889614,56.537544,17.59021,24.686562,31.965852,101.5873,111.62757,120.91513,101.402294,95.830676,84.423542,-1547.9396,-670.414,1419.2704,1455.858,2008.054,1857.512,-1114.3236,-2281.4268,58.213579,28.326207,116.27135,90.127109,-13.30246393,-30.37627802,-8.855007646,1.197091207,-0.06651232,-0.15188139,-0.044275038,0.005985456,0,0,0,0,,,,,,,,,,,,,,,
24,3.35,-14.14096321,-62.80535135,-4.92912995,0.75384454,3.34,3.345,3.355,0.005,0.005,0.005,0.005,0.005,-6.78338687,-6.4839388,-6.20125108,-5.96096362,-3.10686386,-2.98343105,-2.82360179,-2.69602196,-59.67458343,-59.11644558,-58.51186993,-57.87843718,-12.16760115,-11.68844777,-11.26633006,-10.81987223,59.889614,56.537544,48.057492,24.686562,31.965852,25.515966,111.62757,120.91513,126.68655,95.830676,84.423542,89.291566,-670.414,-1696.0104,1455.858,-1289.9772,1857.512,1154.284,-2281.4268,973.6048,52.297518,28.740909,123.80084,86.857554,-12.90736044,-31.50463966,-10.65053017,1.142790855,-0.064536802,-0.157523198,-0.053252651,0.005713954,0,0,0,0,,,,,,,,,,,,,,,
25,3.355,-15.16215879,-64.17636054,-5.45090884,0.74770826,3.345,3.35,3.36,0.005,0.005,0.005,0.005,0.005,-6.4839388,-6.20125108,-5.96096362,-5.69471784,-2.98343105,-2.82360179,-2.69602196,-2.57568857,-59.11644558,-58.51186993,-57.87843718,-57.23168652,-11.68844777,-11.26633006,-10.81987223,-10.38555527,56.537544,48.057492,53.249156,31.965852,25.515966,24.066678,120.91513,126.68655,129.350132,84.423542,89.291566,86.863392,-1696.0104,1038.3328,-1289.9772,-289.8576,1154.284,532.7164,973.6048,-485.6348,50.653324,24.791322,128.018341,88.077479,-13.40436849,-27.76848195,-12.17919212,1.149408545,-0.067021842,-0.13884241,-0.060895961,0.005747043,0,0,0,0,,,,,,,,,,,,,,,
26,3.36,-16.16141044,-65.55295117,-5.92393024,0.74251608,3.35,3.355,3.365,0.005,0.005,0.005,0.005,0.005,-6.20125108,-5.96096362,-5.69471784,-5.46695538,-2.82360179,-2.69602196,-2.57568857,-2.42287657,-58.51186993,-57.87843718,-57.23168652,-56.5391062,-11.26633006,-10.81987223,-10.38555527,-9.99769949,48.057492,53.249156,45.552492,25.515966,24.066678,30.5624,126.68655,129.350132,138.516064,89.291566,86.863392,77.571156,1038.3328,-1539.3328,-289.8576,1299.1444,532.7164,1833.1864,-485.6348,-1858.4472,49.400824,27.314539,133.933098,82.217274,-13.93448173,-31.25096921,-13.84762257,1.065482458,-0.069672409,-0.156254846,-0.069238113,0.005327412,0,0,0,0,,,,,,,,,,,,,,,
27,3.365,-17.13984712,-66.93253808,-6.34449158,0.73816606,3.355,3.36,3.37,0.005,0.005,0.005,0.005,0.005,-5.96096362,-5.69471784,-5.46695538,-5.27286725,-2.69602196,-2.57568857,-2.42287657,-2.25768663,-57.87843718,-57.23168652,-56.5391062,-55.80544623,-10.81987223,-10.38555527,-9.99769949,-9.64298724,53.249156,45.552492,38.817626,24.066678,30.5624,33.037988,129.350132,138.516064,146.731994,86.863392,77.571156,70.94245,-1539.3328,-1346.9732,1299.1444,495.1176,1833.1864,1643.186,-1858.4472,-1325.7412,42.185059,31.800194,142.624029,74.256803,-12.61952395,-37.14876932,-15.79308212,0.956682188,-0.06309762,-0.185743847,-0.078965411,0.004783411,0,0,0,0,,,,,,,,,,,,,,,
28,3.37,-18.09723616,-68.31371624,-6.70998774,0.73456066,3.36,3.365,3.375,0.005,0.005,0.005,0.005,0.005,-5.69471784,-5.46695538,-5.27286725,-5.07662278,-2.57568857,-2.42287657,-2.25768663,-2.09239093,-57.23168652,-56.5391062,-55.80544623,-55.05427614,-10.38555527,-9.99769949,-9.64298724,-9.32685811,45.552492,38.817626,39.248894,30.5624,33.037988,33.05914,138.516064,146.731994,150.234018,77.571156,70.94245,63.225826,-1346.9732,86.2536,495.1176,4.2304,1643.186,700.4048,-1325.7412,-1543.3248,39.03326,33.048564,148.483006,67.084138,-12.32890329,-39.40377882,-17.38904957,0.86005233,-0.061644516,-0.197018894,-0.086945248,0.004300262,0,0,0,0,,,,,,,,,,,,,,,
29,3.375,-19.03138827,-69.69483717,-7.01880641,0.7316191,3.365,3.37,3.38,0.005,0.005,0.005,0.005,0.005,-5.46695538,-5.27286725,-5.07662278,-4.86995002,-2.42287657,-2.25768663,-2.09239093,-1.94637764,-56.5391062,-55.80544623,-55.05427614,-54.29653395,-9.99769949,-9.64298724,-9.32685811,-9.0175037,38.817626,39.248894,41.334552,33.037988,33.05914,29.202658,146.731994,150.234018,151.548438,70.94245,63.225826,61.870882,86.2536,417.1316,4.2304,-771.2964,700.4048,262.884,-1543.3248,-270.9888,40.291723,31.130899,150.891228,62.548354,-13.38331429,-37.8677619,-18.48436878,0.798690075,-0.066916571,-0.18933881,-0.092421844,0.00399345,0,0,0,0,,,,,,,,,,,,,,,
30,3.38,-19.93706139,-71.07421064,-7.27026211,0.72928939,3.37,3.375,3.385,0.005,0.005,0.005,0.005,0.005,-5.27286725,-5.07662278,-4.86995002,-4.71306941,-2.25768663,-2.09239093,-1.94637764,-1.7741671,-55.80544623,-55.05427614,-54.29653395,-53.49334337,-9.64298724,-9.32685811,-9.0175037,-8.75235818,39.248894,41.334552,31.376122,33.05914,29.202658,34.442108,150.234018,151.548438,160.638116,63.225826,61.870882,53.029104,417.1316,-1991.686,-771.2964,1047.89,262.884,1817.9356,-270.9888,-1768.3556,36.355337,31.822383,156.093277,57.449993,-12.6504708,-39.47499749,-19.80667768,0.731252297,-0.063252354,-0.197374987,-0.099033388,0.003656261,0,0,0,0,,,,,,,,,,,,,,,
31,3.385,-20.80786747,-72.45268898,-7.46454162,0.72756148,3.375,3.38,3.39,0.005,0.005,0.005,0.005,0.005,-5.07662278,-4.86995002,-4.71306941,-4.56150231,-2.09239093,-1.94637764,-1.7741671,-1.59920081,-55.05427614,-54.29653395,-53.49334337,-52.67168093,-9.32685811,-9.0175037,-8.75235818,-8.51647215,41.334552,31.376122,30.31342,29.202658,34.442108,34.993258,151.548438,160.638116,164.332488,61.870882,53.029104,47.177206,-1991.686,-212.5404,1047.89,110.23,1817.9356,738.8744,-1768.3556,-1170.3796,30.844771,34.717683,162.485302,50.103155,-11.20176586,-43.90182854,-21.16871975,0.636227064,-0.056008829,-0.219509143,-0.105843599,0.003181135,0,0,0,0,,,,,,,,,,,,,,,
32,3.39,-21.63802705,-73.83223146,-7.60265378,0.72648112,3.38,3.385,3.395,0.005,0.005,0.005,0.005,0.005,-4.86995002,-4.71306941,-4.56150231,-4.43287599,-1.94637764,-1.7741671,-1.59920081,-1.40277784,-54.29653395,-53.49334337,-52.67168093,-51.81845673,-9.0175037,-8.75235818,-8.51647215,-8.32188802,31.376122,30.31342,25.725264,34.442108,34.993258,39.284594,160.638116,164.332488,170.64484,53.029104,47.177206,38.916826,-212.5404,-917.6312,110.23,858.2672,738.8744,1262.4704,-1170.3796,-1652.076,28.019342,37.138926,167.488664,43.047016,-10.58163944,-47.85779693,-22.22429532,0.545814101,-0.052908197,-0.239288985,-0.111121477,0.002729071,0,0,0,0,,,,,,,,,,,,,,,
