,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l,knee_r_sin,knee_r_sin2,knee_r_cos,knee_r_cos2,ankle_r_sin,ankle_r_sin2,ankle_r_cos,ankle_r_cos2,knee_l_sin,knee_l_sin2,knee_l_cos,knee_l_cos2,ankle_l_sin,ankle_l_sin2,ankle_l_cos,ankle_l_cos2,knee_angle_r_^2,knee_angle_r_^3,ankle_angle_r_^2,ankle_angle_r_^3,knee_angle_l_^2,knee_angle_l_^3,ankle_angle_l_^2,ankle_angle_l_^3,knee_angle_r_tan,ankle_angle_r_tan,knee_angle_l_tan,ankle_angle_l_tan
163,4.045,-3.27810268,0.8868462,-10.75451071,-70.25024105,4.035,4.04,-59.72848589,-59.14747596,-58.50614934,-8.78461827,-8.36493842,-8.04618239,-4.05418205,-3.786793,-3.53866985,-5.71414649,-5.55852736,-5.41417069,0.005,0.005,0.005,116.201986,128.265324,2412.6676,83.93597,63.751206,-4036.9528,53.47781,49.62463,-770.636,31.123826,28.871334,-450.4984,-0.852696237,-0.890909053,0.522407051,-0.454181746,-0.139971246,-0.277186618,0.990155569,0.960816101,-0.061722183,-0.123209003,0.998093368,0.992380744,-0.094354538,-0.18786718,0.995538659,0.982194442,3422.969511,-200264.7654,64.74105105,-520.9183049,12.52218431,-44.31187606,29.31324426,-158.7069079,-1.632244886,-0.141362883,-0.061840089,-0.094777372
164,4.05,-3.65902377,0.8874552,-11.86359025,-72.04887276,4.04,4.045,-59.14747596,-58.50614934,-57.78979046,-8.36493842,-8.04618239,-7.7165673,-3.786793,-3.53866985,-3.32572181,-5.55852736,-5.41417069,-5.23383809,0.005,0.005,0.005,128.265324,143.271776,3001.2904,63.751206,65.923018,434.3624,49.62463,42.589608,-1407.0044,28.871334,36.06652,1439.0372,-0.846098199,-0.901986456,0.533027051,-0.431764326,-0.134272727,-0.266113617,0.990944416,0.96394167,-0.058012207,-0.115829014,0.998315874,0.993269168,-0.09122072,-0.181680786,0.995830699,0.983357561,3339.659881,-192998.2448,59.5454109,-459.4861706,11.06042556,-36.7838985,27.39306115,-143.3708469,-1.587345704,-0.135499756,-0.058110072,-0.091602639
165,4.055,-4.03926703,0.89077006,-12.89583925,-73.88741719,4.045,4.05,-58.50614934,-57.78979046,-57.07574952,-8.04618239,-7.7165673,-7.25296083,-3.53866985,-3.32572181,-3.09737216,-5.41417069,-5.23383809,-5.01392687,0.005,0.005,0.005,143.271776,142.808188,-92.7176,65.923018,92.721294,5359.6552,42.589608,45.66993,616.0644,36.06652,43.982244,1583.1448,-0.83938989,-0.91246679,0.543529771,-0.409150776,-0.126250232,-0.250480063,0.991998427,0.968121758,-0.054033016,-0.107908163,0.99853915,0.994160866,-0.087397885,-0.174126911,0.996173484,0.984723219,3257.641183,-185932.3122,52.6054408,-381.5452016,9.593714298,-29.71530358,25.13946266,-126.0474273,-1.544331029,-0.127268581,-0.054112065,-0.087733599
166,4.06,-4.41218245,0.89738372,-13.85466368,-75.75098799,4.05,4.055,-57.78979046,-57.07574952,-56.30271674,-7.7165673,-7.25296083,-6.95481771,-3.32572181,-3.09737216,-2.94082916,-5.23383809,-5.01392687,-4.81748091,0.005,0.005,0.005,142.808188,154.606556,2359.6736,92.721294,59.628624,-6618.534,45.66993,31.3086,-2872.266,43.982244,39.289192,-938.6104,-0.83198043,-0.923173769,0.554804979,-0.384382871,-0.121086604,-0.240391284,0.992641947,0.970676069,-0.051304618,-0.102474105,0.998683051,0.994735672,-0.083981869,-0.167370369,0.996467283,0.985894091,3169.995912,-178479.3819,48.36948938,-336.4009814,8.648476148,-25.43369085,23.20812232,-111.8046862,-1.499590778,-0.12198417,-0.051372273,-0.084279605
167,4.065,-4.7710302,0.90781219,-14.74272252,-77.62386968,4.055,4.06,-57.07574952,-56.30271674,-55.45034554,-7.25296083,-6.95481771,-6.69662613,-3.09737216,-2.94082916,-2.78520294,-5.01392687,-4.81748091,-4.60001685,0.005,0.005,0.005,154.606556,170.47424,3173.5368,59.628624,51.638316,-1598.0616,31.3086,31.125244,-36.6712,39.289192,43.492812,840.724,-0.823635012,-0.934200171,0.56712024,-0.356749267,-0.116612254,-0.231633338,0.993177518,0.972803164,-0.048591819,-0.097068837,0.99881872,0.99527767,-0.080199217,-0.159881768,0.996778855,0.987136171,3074.740821,-170495.4409,44.84480152,-300.3088697,7.757355417,-21.60580911,21.16015502,-97.33706964,-1.452311088,-0.117413304,-0.048649288,-0.080458386
168,4.07,-5.10917677,0.92249122,-15.56157256,-79.49138733,4.06,4.065,-56.30271674,-55.45034554,-54.58330145,-6.95481771,-6.69662613,-6.30220308,-2.94082916,-2.78520294,-2.63232127,-4.81748091,-4.60001685,-4.34824721,0.005,0.005,0.005,170.47424,173.408818,586.9156,51.638316,78.88461,5449.2588,31.125244,30.576334,-109.782,43.492812,50.353928,1372.2232,-0.814958933,-0.944567903,0.579518712,-0.328316124,-0.10977253,-0.218218291,0.993956735,0.975899983,-0.045926513,-0.091756104,0.998944821,0.995781511,-0.075818402,-0.15120034,0.997121642,0.98850314,2979.336797,-162622.0385,39.71776366,-250.3094125,6.929115268,-18.2396575,18.9072538,-82.21341358,-1.406268538,-0.110439948,-0.045975025,-0.076037265
169,4.075,-5.42031237,0.94177529,-16.31255175,-81.34152089,4.065,4.07,-55.45034554,-54.58330145,-53.6552081,-6.69662613,-6.30220308,-6.08262289,-2.78520294,-2.63232127,-2.52709819,-4.60001685,-4.34824721,-4.1442442,0.005,0.005,0.005,173.408818,185.61867,2441.9704,78.88461,43.916038,-6993.7144,30.576334,21.044616,-1906.3436,50.353928,40.800602,-1910.6652,-0.80546522,-0.954706722,0.592643045,-0.297548442,-0.105962496,-0.210731881,0.994370127,0.977543899,-0.044091885,-0.088098009,0.99902748,0.996111811,-0.072267654,-0.144157387,0.997385275,0.989554772,2878.881356,-154466.9783,36.99830122,-225.0467139,6.386225262,-16.1386183,17.17475999,-71.17639947,-1.359106846,-0.106562429,-0.044134807,-0.072457109
170,4.08,-5.69864303,0.96593798,-16.99553507,-83.16515268,4.07,4.075,-54.58330145,-53.6552081,-52.6978431,-6.30220308,-6.08262289,-5.80797384,-2.63232127,-2.52709819,-2.41624988,-4.34824721,-4.1442442,-3.91344835,0.005,0.005,0.005,185.61867,191.473,1170.866,43.916038,54.92981,2202.7544,21.044616,22.169662,225.0092,40.800602,46.15917,1071.7136,-0.795450668,-0.964115395,0.606018345,-0.26548353,-0.101194754,-0.201350568,0.994866635,0.979519244,-0.042159017,-0.084243068,0.999110913,0.996445235,-0.068249463,-0.13618065,0.997668287,0.990684022,2777.062667,-146345.2127,33.73256013,-195.9178268,5.838263483,-14.10670344,15.31507799,-59.93476668,-1.312585129,-0.101716903,-0.042196534,-0.068408973
171,4.085,-5.9390597,0.99517187,-17.61050873,-84.95616801,4.075,4.08,-53.6552081,-52.6978431,-51.69222214,-6.08262289,-5.80797384,-5.56138637,-2.52709819,-2.41624988,-2.3212175,-4.1442442,-3.91344835,-3.67534034,0.005,0.005,0.005,191.473,201.124192,1930.2384,54.92981,49.317494,-1122.4632,22.169662,19.006476,-632.6372,46.15917,47.621602,292.4864,-0.784692229,-0.972838762,0.619885559,-0.231483788,-0.096912159,-0.192911975,0.995292938,0.981216067,-0.040501807,-0.080937147,0.999179465,0.996719207,-0.064102807,-0.127941934,0.9979433,0.99178166,2672.08583,-138126.0543,30.92901836,-172.0082211,5.388050682,-12.50683753,13.50812661,-49.64696267,-1.265866284,-0.097370488,-0.040535067,-0.064234919
172,4.09,-6.13725468,1.02958614,-18.16082558,-86.71151014,4.08,4.085,-52.6978431,-51.69222214,-50.66750681,-5.80797384,-5.56138637,-5.22924559,-2.41624988,-2.3212175,-2.25582752,-3.91344835,-3.67534034,-3.39103699,0.005,0.005,0.005,201.124192,204.943066,763.7748,49.317494,66.428156,3422.1324,19.006476,13.077996,-1185.696,47.621602,56.86067,1847.8136,-0.773480887,-0.980494732,0.633819626,-0.196545364,-0.091140899,-0.181523143,0.995838007,0.983386673,-0.039361447,-0.078661886,0.999225038,0.996901353,-0.059150214,-0.118093295,0.998249093,0.993002504,2567.196246,-130073.4333,27.34500944,-142.99377,5.0887578,-11.47935989,11.49913187,-38.99398152,-1.22034859,-0.091521813,-0.039391974,-0.059253962
173,4.095,-6.28972309,1.06919925,-18.65383972,-88.43075727,4.085,4.09,-51.69222214,-50.66750681,-49.59866802,-5.56138637,-5.22924559,-4.97693141,-2.3212175,-2.25582752,-2.18173697,-3.67534034,-3.39103699,-3.16292926,0.005,0.005,0.005,204.943066,213.767758,1764.9384,66.428156,50.462836,-3193.064,13.077996,14.81811,348.0228,56.86067,45.621546,-2247.8248,-0.76152324,-0.987143698,0.648137605,-0.159835291,-0.086754645,-0.172855109,0.996229708,0.984947263,-0.038069292,-0.076083391,0.999275102,0.997101458,-0.055175496,-0.110182891,0.998476672,0.993911329,2460.027869,-122014.1056,24.76984626,-123.2778259,4.759976206,-10.38501607,10.0041215,-31.64232862,-1.174940683,-0.087082973,-0.038096908,-0.055259674
174,4.1,-6.39366751,1.1139259,-19.09581425,-90.11476474,4.09,4.095,-50.66750681,-49.59866802,-48.48768352,-5.22924559,-4.97693141,-4.76818822,-2.25582752,-2.18173697,-2.11955204,-3.39103699,-3.16292926,-2.94707467,0.005,0.005,0.005,213.767758,222.1969,1685.8284,50.462836,41.748638,-1742.8396,14.81811,12.436986,-476.2248,45.621546,43.170918,-490.1256,-0.748813265,-0.992598455,0.662781031,-0.121442611,-0.083124557,-0.165673754,0.996539165,0.986180616,-0.036984725,-0.073918842,0.999315831,0.99726426,-0.051413479,-0.102690964,0.998677453,0.994713308,2351.055453,-113997.2327,22.7356189,-108.4077102,4.49250085,-9.522089342,8.685249111,-25.59607766,-1.129804913,-0.083413237,-0.037010046,-0.051481566
175,4.105,-6.44691023,1.1635587,-19.49013961,-91.76504655,4.095,4.1,-49.59866802,-48.48768352,-47.31844158,-4.97693141,-4.76818822,-4.66051189,-2.18173697,-2.11955204,-2.05765204,-3.16292926,-2.94707467,-2.7693896,0.005,0.005,0.005,222.1969,233.848388,2330.2976,41.748638,21.535266,-4042.6744,12.436986,12.38,-11.3972,43.170918,35.537014,-1526.7808,-0.735132834,-0.996727045,0.677923091,-0.080840567,-0.081251609,-0.161965921,0.996693622,0.986796352,-0.035905084,-0.071763865,0.999355205,0.99742165,-0.048316148,-0.096519439,0.998832093,0.9953311,2239.034914,-105947.6428,21.72037108,-101.2280477,4.233931918,-8.711958648,7.669518757,-21.23988548,-1.084389725,-0.081521149,-0.03592825,-0.048372643
176,4.11,-6.44789131,1.21774457,-19.8375543,-93.38304735,4.1,4.105,-48.48768352,-47.31844158,-46.14344657,-4.76818822,-4.66051189,-4.38806578,-2.11955204,-2.05765204,-2.02664997,-2.94707467,-2.7693896,-2.52019678,0.005,0.005,0.005,233.848388,234.999002,230.1228,21.535266,54.489222,6590.7912,12.38,6.200414,-1235.9172,35.537014,49.838564,2860.31,-0.721076701,-0.999203549,0.692855245,-0.039903218,-0.076511349,-0.152574144,0.997068711,0.988292027,-0.035364339,-0.070684437,0.999374486,0.997498727,-0.043971549,-0.087858039,0.999032784,0.996133006,2129.217661,-98249.44139,19.25512129,-84.49273882,4.107310101,-8.324079893,6.35139181,-16.00675719,-1.04073211,-0.076736285,-0.035386474,-0.044014121
177,4.115,-6.39574378,1.27595508,-20.1367412,-94.96918428,4.105,4.11,-47.31844158,-46.14344657,-44.90864422,-4.66051189,-4.38806578,-4.32868388,-2.05765204,-2.02664997,-1.99340211,-2.7693896,-2.52019678,-2.35302799,0.005,0.005,0.005,234.999002,246.96047,2392.2936,54.489222,11.87638,-8522.5684,6.200414,6.649572,89.8316,49.838564,33.433758,-3280.9612,-0.70597843,-0.999994915,0.708233335,0.003188913,-0.075477936,-0.150525267,0.997147472,0.988606162,-0.034784412,-0.069526723,0.999394839,0.997580089,-0.041056543,-0.08204385,0.999156825,0.996628721,2016.786326,-90571.13957,18.73750413,-81.10873209,3.973651972,-7.921086226,5.536740722,-13.02810589,-0.996816156,-0.075693855,-0.034805475,-0.04109119
178,4.12,-6.29041895,1.33745248,-20.38512842,-96.52243707,4.11,4.115,-46.14344657,-44.90864422,-43.66610706,-4.38806578,-4.32868388,-4.09049852,-2.02664997,-1.99340211,-1.96718486,-2.52019678,-2.35302799,-2.13799486,0.005,0.005,0.005,246.96047,248.507432,309.3924,11.87638,47.637072,7152.1384,6.649572,5.24345,-281.2244,33.433758,43.006626,1914.5736,-0.690454624,-0.998916202,0.723375706,0.046544825,-0.071332036,-0.142300653,0.997452626,0.989823481,-0.034327108,-0.068613754,0.999410651,0.997643299,-0.037306391,-0.074560841,0.999303874,0.997216466,1906.728906,-83259.42853,16.73217814,-68.44294993,3.869816273,-7.612643984,4.571022021,-9.772821587,-0.954489649,-0.071514209,-0.03434735,-0.037332379
179,4.125,-6.13288667,1.40125467,-20.58024184,-98.04037897,4.115,4.12,-44.90864422,-43.66610706,-42.3714432,-4.32868388,-4.09049852,-4.05404251,-1.99340211,-1.96718486,-1.97353369,-2.35302799,-2.13799486,-1.9622296,0.005,0.005,0.005,248.507432,258.932772,2085.068,47.637072,7.291202,-8069.174,5.24345,-1.269766,-1302.6432,43.006626,35.153052,-1570.7148,-0.67393425,-0.995793559,0.738791328,0.091625253,-0.070697365,-0.141040933,0.997497811,0.990003765,-0.03443785,-0.068834846,0.999406841,0.997628069,-0.034240673,-0.068441189,0.999413616,0.997655153,1795.339199,-76071.11289,16.43526067,-66.62924543,3.894835226,-7.686588535,3.850345003,-7.555260935,-0.912211912,-0.070874707,-0.034458289,-0.034260763
180,4.13,-5.92546525,1.46610319,-20.71984786,-99.51959044,4.12,4.125,-43.66610706,-42.3714432,-41.05303874,-4.09049852,-4.05404251,-3.90308841,-1.96718486,-1.97353369,-1.97401437,-2.13799486,-1.9622296,-1.7570297,0.005,0.005,0.005,258.932772,263.680892,949.624,7.291202,30.19082,4579.9236,-1.269766,-0.096136,234.726,35.153052,41.03998,1177.3856,-0.656757383,-0.990524037,0.754101943,0.13733948,-0.068069069,-0.13582238,0.997680611,0.990733204,-0.034446235,-0.068851585,0.999406552,0.997626914,-0.030661147,-0.061293463,0.999529837,0.998119788,1685.35199,-69188.82053,15.23409914,-59.46003578,3.896732733,-7.692206411,3.087153367,-5.424220154,-0.870913262,-0.068227314,-0.034466689,-0.03067557
181,4.135,-5.79103364,1.5226577,-20.80374813,-100.9560484,4.125,4.13,-42.3714432,-41.05303874,-39.67059344,-4.05404251,-3.90308841,-3.92262567,-1.97353369,-1.97401437,-2.00453664,-1.9622296,-1.7570297,-1.58414436,0.005,0.005,0.005,263.680892,276.48906,2561.6336,30.19082,-3.907452,-6819.6544,-0.096136,-6.104454,-1201.6636,41.03998,34.577068,-1292.5824,-0.638372846,-0.982746008,0.769727296,0.18496022,-0.068409263,-0.136498008,0.997657342,0.990640345,-0.034978628,-0.069914446,0.999388061,0.997552991,-0.027645012,-0.055268893,0.999617804,0.998471507,1573.755984,-62431.83381,15.38699215,-60.35741038,4.018167141,-8.05456326,2.509513353,-3.975431425,-0.829349367,-0.068569899,-0.035000046,-0.027655582
182,4.14,-6.05074324,1.55053106,-20.83526896,-102.3455313,4.13,4.135,-41.05303874,-39.67059344,-38.24304577,-3.90308841,-3.92262567,-3.95629069,-1.97401437,-2.00453664,-2.03886096,-1.7570297,-1.58414436,-1.40014896,0.005,0.005,0.005,276.48906,285.509534,1804.0948,-3.907452,-6.733004,-565.1104,-6.104454,-6.864864,-152.082,34.577068,36.79908,444.4024,-0.618998628,-0.972313223,0.785392067,0.233681398,-0.06899544,-0.137662045,0.997616975,0.990479258,-0.035577327,-0.071109608,0.999366927,0.997468508,-0.024434777,-0.048854963,0.999701426,0.998805883,1462.53055,-55931.62275,15.65223602,-61.92479566,4.156954014,-8.475451252,1.96041711,-2.744875978,-0.788139648,-0.069160251,-0.035599864,-0.024442075
183,4.145,-6.40525791,1.56982968,-20.82072598,-103.6837691,4.135,4.14,-39.67059344,-38.24304577,-36.77937129,-3.92262567,-3.95629069,-3.97177195,-2.00453664,-2.03886096,-2.09312965,-1.58414436,-1.40014896,-1.19639643,0.005,0.005,0.005,285.509534,292.734896,1445.0724,-6.733004,-3.096252,727.3504,-6.864864,-10.853738,-797.7748,36.79908,40.750506,790.2852,-0.598735265,-0.959110418,0.800946991,0.283032164,-0.069264993,-0.138197278,0.997598296,0.990404721,-0.036523879,-0.072999019,0.999332781,0.997332013,-0.020879539,-0.041749975,0.999781999,0.99912809,1352.722152,-49752.2703,15.77497242,-62.65459298,4.381191732,-9.170402316,1.431364418,-1.712479279,-0.747534197,-0.069431747,-0.036548264,-0.020884092
184,4.15,-6.87174357,1.57888733,-20.7689115,-104.9667066,4.14,4.145,-38.24304577,-36.77937129,-35.28918533,-3.95629069,-3.97177195,-4.02695889,-2.03886096,-2.09312965,-2.14903234,-1.40014896,-1.19639643,-1.00888155,0.005,0.005,0.005,292.734896,298.037192,1060.4592,-3.096252,-11.037388,-1588.2272,-10.853738,-11.180538,-65.36,40.750506,37.502976,-649.506,-0.577703567,-0.943097199,0.816246647,0.332517178,-0.070225841,-0.140104924,0.997531118,0.990136662,-0.037498896,-0.074945044,0.999296669,0.997187666,-0.017607395,-0.035209331,0.999844978,0.999379959,1245.326601,-43946.56123,16.2163979,-65.30276769,4.618339998,-9.924962014,1.017841982,-1.026881996,-0.707756128,-0.07039965,-0.037525289,-0.017610125
185,4.155,-7.46588942,1.57615185,-20.6894149,-106.1913207,4.145,4.15,-36.77937129,-35.28918533,-33.77293915,-3.97177195,-4.02695889,-4.09535844,-2.09312965,-2.14903234,-2.2210581,-1.19639643,-1.00888155,-0.81785201,0.005,0.005,0.005,298.037192,303.249236,1042.4088,-11.037388,-13.67991,-528.5044,-11.180538,-14.405152,-644.9228,37.502976,38.205908,140.5864,-0.555903079,-0.924185661,0.831247116,0.381943534,-0.071416641,-0.142468567,0.997446572,0.989799327,-0.038755069,-0.077451907,0.99924874,0.996996089,-0.014273726,-0.028544543,0.999898125,0.999592522,1140.611419,-38521.80004,16.77196075,-68.68719102,4.933099084,-10.95669968,0.66888191,-0.547046415,-0.668757904,-0.071599465,-0.038784206,-0.01427518
186,4.16,-8.20064141,1.56027287,-20.59023923,-107.3562056,4.15,4.155,-35.28918533,-33.77293915,-32.22864012,-4.02695889,-4.09535844,-4.17881585,-2.14903234,-2.2210581,-2.28047449,-1.00888155,-0.81785201,-0.64943816,0.005,0.005,0.005,303.249236,308.859806,1122.114,-13.67991,-16.691482,-602.3144,-14.405152,-11.883278,504.3748,38.205908,33.68277,-904.6276,-0.533299191,-0.902264044,0.845926695,0.431183945,-0.072869452,-0.145351455,0.997341488,0.989380086,-0.03979128,-0.079519532,0.999208013,0.996833308,-0.011334591,-0.022667727,0.999935761,0.999743054,1038.685244,-33475.41293,17.46250191,-72.97257975,5.2005639,-11.85975331,0.421769924,-0.273913483,-0.630431921,-0.073063693,-0.039822819,-0.01133532
187,4.165,-9.08478324,1.53018456,-20.47716319,-108.4614082,4.155,4.16,-33.77293915,-32.22864012,-30.67217301,-4.09535844,-4.17881585,-4.28170306,-2.2210581,-2.28047449,-2.3468869,-0.81785201,-0.64943816,-0.49291527,0.005,0.005,0.005,308.859806,311.293422,486.7232,-16.691482,-20.577442,-777.192,-11.883278,-13.282482,-279.8408,33.68277,31.304578,-475.6384,-0.510125251,-0.877517586,0.860100127,0.479544457,-0.07466028,-0.14890381,0.997209027,0.988851685,-0.040949451,-0.081830206,0.999161219,0.996646285,-0.008602888,-0.01720514,0.999962994,0.999851981,940.7821972,-28855.83432,18.33298109,-78.49638125,5.507878121,-12.92636701,0.242965463,-0.119761387,-0.593099844,-0.074869238,-0.040983827,-0.008603207
188,4.17,-10.28490255,1.50111437,-20.35406617,-109.5087292,4.16,4.165,-32.22864012,-30.67217301,-29.07059368,-4.17881585,-4.28170306,-4.4048896,-2.28047449,-2.3468869,-2.44110165,-0.64943816,-0.49291527,-0.32611757,0.005,0.005,0.005,311.293422,320.315866,1804.4888,-20.577442,-24.637308,-811.9732,-13.282482,-18.84295,-1112.0936,31.304578,33.35954,410.9924,-0.485886864,-0.849351339,0.874021713,0.527827911,-0.076804116,-0.153154504,0.997046201,0.988202256,-0.042592373,-0.085107443,0.999092533,0.99637178,-0.005691795,-0.011383405,0.999983802,0.999935207,845.0994169,-24567.54177,19.40305239,-85.46830367,5.958977266,-14.54646924,0.106352669,-0.034683474,-0.555920816,-0.077031652,-0.042631059,-0.005691887
189,4.175,-11.63104992,1.46235316,-20.22305062,-110.5020396,4.165,4.17,-30.67217301,-29.07059368,-27.47517746,-4.28170306,-4.4048896,-4.48576564,-2.3468869,-2.44110165,-2.51696219,-0.49291527,-0.32611757,-0.17237506,0.005,0.005,0.005,320.315866,319.083244,-246.5244,-24.637308,-16.175208,1692.42,-18.84295,-15.172108,734.1684,33.35954,30.748502,-522.2076,-0.461364286,-0.81865475,0.887210796,0.574285992,-0.078211423,-0.15594369,0.996936795,0.987765947,-0.04391515,-0.087745566,0.999035264,0.996142919,-0.003008508,-0.006016988,0.999995474,0.999981898,754.8853765,-20740.60968,20.12209338,-90.26299508,6.335098666,-15.94520381,0.029713161,-0.005121808,-0.520016537,-0.078451736,-0.043957557,-0.003008521
190,4.18,-13.057303,1.4097875,-20.08424088,-111.4467176,4.17,4.175,-29.07059368,-27.47517746,-25.83446963,-4.4048896,-4.48576564,-4.57972181,-2.44110165,-2.51696219,-2.61993,-0.32611757,-0.17237506,-0.00183896,0.005,0.005,0.005,319.083244,328.141566,1811.6644,-16.175208,-18.791234,-523.2052,-15.172108,-20.593562,-1084.2908,30.748502,34.10722,671.7436,-0.43577266,-0.784440265,0.90005677,0.620204378,-0.079846138,-0.159182411,0.9968072,0.987249188,-0.045710471,-0.091325383,0.99895473,0.995821106,-3.20959E-05,-6.41918E-05,0.999999999,0.999999998,667.4198211,-17242.4371,20.97385186,-96.05440679,6.864033205,-17.98328651,3.38177E-06,-6.21895E-09,-0.484161305,-0.080101887,-0.045758301,-3.20959E-05
191,4.185,-14.53215414,1.34276102,-19.93551707,-112.3491652,4.175,4.18,-27.47517746,-25.83446963,-24.21691582,-4.48576564,-4.57972181,-4.67979353,-2.51696219,-2.61993,-2.72736752,-0.17237506,-0.00183896,0.15400326,0.005,0.005,0.005,328.141566,323.510762,-926.1608,-18.791234,-20.014344,-244.622,-20.593562,-21.487504,-178.7884,34.10722,31.168444,-587.7552,-0.410192307,-0.748189991,0.911999052,0.663484542,-0.08158702,-0.162630054,0.996666222,0.986687116,-0.047583568,-0.095059337,0.99886726,0.995471608,0.002687861,0.005375702,0.999996388,0.999985551,586.4590118,-14202.22852,21.90046748,-102.489666,7.438533589,-20.28761491,0.023717004,0.003652496,-0.449772734,-0.081859923,-0.047637529,0.00268787
192,4.19,-16.02031018,1.2606798,-19.77336193,-113.217509,4.18,4.185,-25.83446963,-24.21691582,-22.59027983,-4.57972181,-4.67979353,-4.78728622,-2.61993,-2.72736752,-2.83134134,-0.00183896,0.15400326,0.29661418,0.005,0.005,0.005,323.510762,325.327198,363.2872,-20.014344,-21.498538,-296.8388,-21.487504,-20.794764,138.548,31.168444,28.522184,-529.252,-0.384138695,-0.709331615,0.923275399,0.704874925,-0.083456722,-0.166331151,0.996511403,0.986069951,-0.049396119,-0.098671639,0.998779267,0.995120047,0.005176871,0.010353603,0.9999866,0.9999464,510.3207428,-11528.28838,22.91810935,-109.7155491,8.016493784,-22.69743025,0.087979972,0.026096107,-0.416060794,-0.083748888,-0.049456492,0.00517694
193,4.195,-17.4852345,1.16301083,-19.59375571,-114.0613161,4.185,4.19,-24.21691582,-22.59027983,-20.95842912,-4.67979353,-4.78728622,-4.90151859,-2.72736752,-2.83134134,-2.94157563,0.15400326,0.29661418,0.43058472,0.005,0.005,0.005,325.327198,326.370142,208.5888,-21.498538,-22.846474,-269.5872,-20.794764,-22.046858,-250.4188,28.522184,26.794108,-345.6152,-0.357690497,-0.668051527,0.933840194,0.744115016,-0.085443331,-0.170261734,0.996343032,0.985398874,-0.051317629,-0.102500024,0.998682382,0.994733002,0.00751505,0.015029676,0.999971762,0.999887048,439.2557512,-9206.110527,24.02488449,-117.7584179,8.652867187,-25.45306325,0.185403201,0.079831785,-0.383031807,-0.085756941,-0.051385335,0.007515263
194,4.2,-18.02351904,1.0276474,-19.39319775,-114.8908642,4.19,4.195,-22.59027983,-20.95842912,-19.32981706,-4.78728622,-4.90151859,-5.0391134,-2.83134134,-2.94157563,-3.05465346,0.29661418,0.43058472,0.56284955,0.005,0.005,0.005,326.370142,325.722412,-129.546,-22.846474,-27.518962,-934.4976,-22.046858,-22.615566,-113.7416,26.794108,26.452966,-68.2284,-0.331005507,-0.624692674,0.943628822,0.780870708,-0.087835782,-0.174992588,0.996134968,0.984569751,-0.053288508,-0.106425587,0.998579158,0.99432067,0.00982342,0.019645892,0.999951749,0.999807001,373.6418276,-7222.428173,25.39266386,-127.9565127,9.330907761,-28.50268968,0.316799616,0.178310521,-0.350779353,-0.088176588,-0.05336433,0.009823894
195,4.205,-18.59584507,0.87164722,-19.16837014,-115.7163816,4.195,4.2,-20.95842912,-19.32981706,-17.69687584,-4.90151859,-5.0391134,-5.19103985,-2.94157563,-3.05465346,-3.17981815,0.43058472,0.56284955,0.68708768,0.005,0.005,0.005,325.722412,326.588244,173.1664,-27.518962,-30.38529,-573.2656,-22.615566,-25.032938,-483.4744,26.452966,24.847626,-321.068,-0.303981115,-0.579192276,0.952678058,0.815190964,-0.090476839,-0.180211507,0.99589856,0.983627883,-0.055469811,-0.110768816,0.998460365,0.9938462,0.011991655,0.023981585,0.999928098,0.9997124,313.1794145,-5542.297214,26.94689472,-139.8824043,10.11124347,-32.1519155,0.47208948,0.324366866,-0.31908063,-0.090849452,-0.055555346,0.011992517
196,4.21,-19.38774244,0.70170936,-18.91583736,-116.5475789,4.2,4.205,-19.32981706,-17.69687584,-16.07988196,-5.0391134,-5.19103985,-5.38646215,-3.05465346,-3.17981815,-3.29235812,0.56284955,0.68708768,0.7872617,0.005,0.005,0.005,326.588244,323.398776,-637.8936,-30.38529,-39.08446,-1739.834,-25.032938,-22.507994,504.9888,24.847626,20.034804,-962.5644,-0.276977282,-0.532281904,0.960876467,0.846567171,-0.093873079,-0.186917104,0.995584173,0.98237569,-0.057430872,-0.114672162,0.998349485,0.99340339,0.013739876,0.027477159,0.999905603,0.999622432,258.5626038,-4157.656149,29.01397449,-156.2826754,10.83962199,-35.68791748,0.619780984,0.487929831,-0.288254829,-0.094289445,-0.057525819,0.013741174
