,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l,knee_r_sin,knee_r_sin2,knee_r_cos,knee_r_cos2,ankle_r_sin,ankle_r_sin2,ankle_r_cos,ankle_r_cos2,knee_l_sin,knee_l_sin2,knee_l_cos,knee_l_cos2,ankle_l_sin,ankle_l_sin2,ankle_l_cos,ankle_l_cos2,knee_angle_r_^2,knee_angle_r_^3,ankle_angle_r_^2,ankle_angle_r_^3,knee_angle_l_^2,knee_angle_l_^3,ankle_angle_l_^2,ankle_angle_l_^3,knee_angle_r_tan,ankle_angle_r_tan,knee_angle_l_tan,ankle_angle_l_tan
79,3.625,-29.79086007,-147.5688105,-25.94503287,-1.35498748,3.615,3.62,-7.63207828,-7.8969632,-8.15194458,5.88133481,5.83492252,5.76822451,-2.47320069,-2.33249808,-2.33321405,-15.27019842,-15.0833082,-14.85536761,0.005,0.005,0.005,-52.976984,-50.996276,396.1416,-9.282458,-13.339602,-811.4288,28.140522,-0.143194,-5656.7432,37.378044,45.588118,1642.0148,-0.141798733,-0.280731859,0.989895509,0.959786238,0.100504534,0.199991278,0.9949366,0.979797677,-0.040711013,-0.081354525,0.999170963,0.996685227,-0.256379925,-0.495621411,0.966576088,0.868538668,66.45420044,-541.7309591,33.272414,191.9227539,5.443887803,-12.70175551,220.6819468,-3278.311445,-0.143246163,0.101016018,-0.040744792,-0.265245467
80,3.63,-29.11761576,-148.3476033,-25.30836627,-1.38057557,3.62,3.625,-7.8969632,-8.15194458,-8.42175872,5.83492252,5.76822451,5.65850146,-2.33249808,-2.33321405,-2.48272083,-15.0833082,-14.85536761,-14.62588374,0.005,0.005,0.005,-50.996276,-53.962828,-593.3104,-13.339602,-21.94461,-1721.0016,-0.143194,-29.901356,-5951.6324,45.588118,45.896774,61.7312,-0.146458705,-0.289758819,0.989216785,0.957099695,0.098599019,0.19623714,0.995127245,0.980556467,-0.043318094,-0.086554865,0.999061331,0.996247085,-0.252506501,-0.488648156,0.967595198,0.872480934,70.92601994,-597.3218269,32.01863877,181.1775142,6.16390272,-15.30324968,213.9164752,-3128.717496,-0.148055217,0.09908182,-0.043358794,-0.260962954
81,3.635,-28.39117812,-148.9368177,-24.44460295,-1.37663408,3.625,3.63,-8.15194458,-8.42175872,-8.66994406,5.76822451,5.65850146,5.52049592,-2.33321405,-2.48272083,-2.78762894,-14.85536761,-14.62588374,-14.33837431,0.005,0.005,0.005,-53.962828,-49.637068,865.152,-21.94461,-27.601108,-1131.2996,-29.901356,-60.981622,-6216.0532,45.896774,57.501886,2321.0224,-0.15074226,-0.298039486,0.988573098,0.954553542,0.096201821,0.191511244,0.995361849,0.981490419,-0.048634111,-0.09715312,0.998816661,0.995269447,-0.247647963,-0.4798675,0.968850085,0.877340972,75.16793,-651.7017482,30.4758752,168.2419447,7.770875107,-21.66231634,205.5889779,-2947.811718,-0.152484688,0.096650099,-0.04869173,-0.255610199
82,3.64,-27.60285734,-149.3211041,-23.3715465,-1.34321998,3.63,3.635,-8.42175872,-8.66994406,-8.9515105,5.65850146,5.52049592,5.35121415,-2.48272083,-2.78762894,-3.15278974,-14.62588374,-14.33837431,-14.13664275,0.005,0.005,0.005,-49.637068,-56.313288,-1335.244,-27.601108,-33.856354,-1251.0492,-60.981622,-73.03216,-2410.1076,57.501886,40.346312,-3431.1148,-0.155598527,-0.307406792,0.987820378,0.951578197,0.093260584,0.18570826,0.995641734,0.982604927,-0.054998796,-0.109831103,0.998486421,0.993950265,-0.244235231,-0.47367763,0.969716016,0.880698304,80.12954023,-717.2804207,28.63549288,153.2346547,9.940083145,-31.33899215,199.8446682,-2825.13268,-0.157517025,0.093668818,-0.055082168,-0.251862635
83,3.645,-26.74374587,-149.4842867,-22.11409486,-1.2809975,3.635,3.64,-8.66994406,-8.9515105,-9.24531567,5.52049592,5.35121415,5.18457144,-2.78762894,-3.15278974,-3.62611761,-14.33837431,-14.13664275,-13.92445012,0.005,0.005,0.005,-56.313288,-58.761034,-489.5492,-33.856354,-33.328542,105.5624,-73.03216,-94.665574,-4326.6828,40.346312,42.438526,418.4428,-0.160661871,-0.317149588,0.987009505,0.948375526,0.090364406,0.179989408,0.995908768,0.983668548,-0.063245452,-0.126237669,0.997998002,0.992000026,-0.240642259,-0.467141434,0.970613879,0.884182606,85.47586184,-790.2513249,26.87978102,139.360145,13.14872892,-47.67883749,193.8903111,-2699.815966,-0.162776417,0.090735626,-0.063372323,-0.247927898
84,3.65,-25.80625712,-149.4089988,-20.70322092,-1.19113752,3.64,3.645,-8.9515105,-9.24531567,-9.545286,5.35121415,5.18457144,4.98298183,-3.15278974,-3.62611761,-4.17635241,-14.13664275,-13.92445012,-13.72326657,0.005,0.005,0.005,-58.761034,-59.994066,-246.6064,-33.328542,-40.317922,-1397.876,-94.665574,-110.04696,-3076.2772,42.438526,40.23671,-440.3632,-0.165827104,-0.327062404,0.986154842,0.945002743,0.086859846,0.173063126,0.996220541,0.984910734,-0.072826571,-0.145266377,0.99734462,0.989392581,-0.237232651,-0.460920678,0.971452865,0.887441338,91.11248482,-869.6947258,24.83010792,123.7279766,17.44191945,-72.84360234,188.3280454,-2584.475969,-0.16815524,0.087189375,-0.073020468,-0.244203975
85,3.655,-24.78219389,-149.0739161,-19.17458434,-1.07520905,3.645,3.65,-9.24531567,-9.545286,-9.85446617,5.18457144,4.98298183,4.75359075,-3.62611761,-4.17635241,-4.77709469,-13.92445012,-13.72326657,-13.54378873,0.005,0.005,0.005,-59.994066,-61.836034,-368.3936,-40.317922,-45.878216,-1112.0588,-110.04696,-120.148456,-2020.2992,40.23671,35.895568,-868.2284,-0.171146165,-0.337242028,0.98524565,0.941417981,0.082870663,0.165171226,0.996560311,0.986264907,-0.083279466,-0.165980344,0.996526232,0.986129061,-0.234188437,-0.455351886,0.972191224,0.890311552,97.1105035,-956.9721714,22.59662502,107.4151077,22.82063368,-109.016328,183.4342132,-2484.394229,-0.17370913,0.083156696,-0.083569768,-0.240887215
86,3.66,-23.66442462,-148.4554002,-17.56682486,-0.93508194,3.65,3.655,-9.545286,-9.85446617,-10.16665282,4.98298183,4.75359075,4.49657458,-4.17635241,-4.77709469,-5.41503189,-13.72326657,-13.54378873,-13.35560285,0.005,0.005,0.005,-61.836034,-62.43733,-120.2592,-45.878216,-51.403234,-1105.0036,-120.148456,-127.58744,-1487.7968,35.895568,37.637176,348.3216,-0.176511891,-0.347480781,0.984298508,0.937687105,0.078399495,0.156316366,0.996922023,0.987707038,-0.094369502,-0.187896707,0.99553724,0.982188794,-0.230994053,-0.449493712,0.972955162,0.893283495,103.3608296,-1050.833669,20.21918295,90.9170641,29.32257037,-158.7826536,178.3721275,-2382.267294,-0.179327602,0.078641552,-0.094792538,-0.2374149
87,3.665,-22.44034249,-147.5290381,-15.91962092,-0.77285639,3.655,3.66,-9.85446617,-10.16665282,-10.48171302,4.75359075,4.49657458,4.18929121,-4.77709469,-5.41503189,-6.0655063,-13.54378873,-13.35560285,-13.22508267,0.005,0.005,0.005,-62.43733,-63.01204,-114.942,-51.403234,-61.456674,-2010.688,-127.58744,-130.094882,-501.4884,37.637176,26.104036,-2306.628,-0.181921693,-0.357771939,0.983313021,0.933808995,0.073051794,0.145713221,0.997328148,0.989326871,-0.105665432,-0.210147779,0.994401738,0.977669633,-0.228777057,-0.445419249,0.973478843,0.895322116,109.8663078,-1151.587109,17.55016084,73.52273455,36.79036668,-223.1522008,174.9028116,-2313.104143,-0.185008933,0.073247501,-0.106260305,-0.235009788
88,3.67,-21.09586264,-146.2709733,-14.27166141,-0.5908293,3.66,3.665,-10.16665282,-10.48171302,-10.82669477,4.49657458,4.18929121,3.87487823,-5.41503189,-6.0655063,-6.69290976,-13.35560285,-13.22508267,-13.13805149,0.005,0.005,0.005,-63.01204,-68.99635,-1196.862,-61.456674,-62.882596,-285.1844,-130.094882,-125.480692,922.838,26.104036,17.406236,-1739.56,-0.187838953,-0.36899078,0.982199841,0.929433055,0.067577842,0.134846719,0.997714005,0.990866471,-0.116547833,-0.231507138,0.99318508,0.972833205,-0.227298098,-0.442697244,0.973825228,0.896671149,117.2173196,-1269.076142,15.0146813,58.18006169,44.79504106,-299.8091675,172.608397,-2267.738007,-0.191243111,0.067732678,-0.117347547,-0.233407486
89,3.675,-19.62814955,-144.6591853,-12.65871435,-0.3915009,3.665,3.67,-10.48171302,-10.82669477,-11.18895209,4.18929121,3.87487823,3.50400234,-6.0655063,-6.69290976,-7.31979041,-13.22508267,-13.13805149,-13.10315565,0.005,0.005,0.005,-68.99635,-72.451464,-691.0228,-62.882596,-74.175178,-2258.5164,-125.480692,-125.37613,20.9124,17.406236,6.979168,-2085.4136,-0.194045197,-0.380713802,0.98099259,0.924692923,0.061118263,0.122008009,0.998130532,0.992529116,-0.127407209,-0.252737807,0.991850494,0.967534806,-0.22670495,-0.441604686,0.973963483,0.897209731,125.1926489,-1400.77455,12.2780324,43.02225426,53.57933165,-392.189478,171.692688,-2249.716015,-0.197804957,0.061232736,-0.128454046,-0.232765349
90,3.68,-18.03341307,-142.6705784,-11.11195968,-0.17761797,3.67,3.675,-10.82669477,-11.18895209,-11.56338524,3.87487823,3.50400234,3.13066741,-6.69290976,-7.31979041,-7.88023905,-13.13805149,-13.10315565,-13.19174461,0.005,0.005,0.005,-72.451464,-74.88663,-487.0332,-74.175178,-74.666986,-98.3616,-125.37613,-112.089728,2657.2804,6.979168,-17.717792,-4939.392,-0.200451884,-0.392766845,0.979703548,0.919638084,0.054613269,0.109063527,0.998507582,0.994034782,-0.137102917,-0.271616457,0.990556808,0.96240558,-0.228210591,-0.444377046,0.973611794,0.895839852,133.7118782,-1546.161959,9.801078432,30.68391683,62.09816749,-489.3484043,174.0221259,-2295.655441,-0.204604633,0.054694897,-0.138409949,-0.234395877
91,3.685,-16.30662362,-140.2803711,-14.5503507,1.80941633,3.675,3.68,-11.18895209,-11.56338524,-11.95268665,3.50400234,3.13066741,2.67412162,-7.31979041,-7.88023905,-8.39863483,-13.10315565,-13.19174461,-13.4273102,0.005,0.005,0.005,-74.88663,-77.860282,-594.7304,-74.666986,-91.309158,-3328.4344,-112.089728,-103.679156,1682.1144,-17.717792,-47.113118,-5879.0652,-0.207103891,-0.405227325,0.978318955,0.914215956,0.046655284,0.093208958,0.998911049,0.995646569,-0.146059457,-0.288986177,0.989275813,0.95733327,-0.232211554,-0.451728243,0.972665304,0.892155589,142.8667182,-1707.641115,7.150926439,19.12244699,70.53706701,-592.4150678,180.2926592,-2420.845462,-0.211693631,0.046706145,-0.147642806,-0.238737367
92,3.69,-14.44285017,-137.4626994,-14.44415215,3.12986704,3.68,3.685,-11.56338524,-11.95268665,-12.36058691,3.13066741,2.67412162,2.20074165,-7.88023905,-8.39863483,-8.88531426,-13.19174461,-13.4273102,-13.83378285,0.005,0.005,0.005,-77.860282,-81.580052,-743.954,-91.309158,-94.675994,-673.3672,-103.679156,-97.335886,1268.654,-47.113118,-81.29453,-6836.2824,-0.214063435,-0.418202787,0.976819761,0.908353692,0.038400744,0.07674484,0.999262419,0.997050766,-0.154457153,-0.305207176,0.987999488,0.952285976,-0.239106018,-0.464340763,0.970993467,0.885656624,152.7841088,-1888.501255,4.84326381,10.65877239,78.9488095,-701.4849829,191.3735479,-2647.420105,-0.219143227,0.038429088,-0.156333232,-0.246248844
93,3.695,-12.43876652,-134.1886841,-13.77853605,4.74794661,3.685,3.69,-11.95268665,-12.36058691,-12.79438929,2.67412162,2.20074165,1.66799992,-8.39863483,-8.88531426,-9.30726924,-13.4273102,-13.83378285,-14.4608739,0.005,0.005,0.005,-81.580052,-86.760476,-1036.0848,-94.675994,-106.548346,-2374.4704,-97.335886,-84.390996,2588.978,-81.29453,-125.41821,-8824.736,-0.221453005,-0.431909116,0.975171045,0.901917133,0.029107979,0.058191289,0.999576273,0.998305451,-0.161729024,-0.31919979,0.986835205,0.947687445,-0.249718818,-0.483614649,0.968318394,0.875281024,163.6963973,-2094.395432,2.782223733,4.640748964,86.62526071,-806.2446244,209.116874,-3024.012745,-0.227091448,0.029120318,-0.163886557,-0.257889161
94,3.7,-10.29898215,-130.4277934,-12.09009433,6.56030671,3.69,3.695,-12.36058691,-12.79438929,-13.27343515,2.20074165,1.66799992,1.09842217,-8.88531426,-9.30726924,-9.6864413,-13.83378285,-14.4608739,-15.31693943,0.005,0.005,0.005,-86.760476,-95.809172,-1809.7392,-106.548346,-113.91555,-1473.4408,-84.390996,-75.834412,1711.3168,-125.41821,-171.213106,-9158.9792,-0.229598504,-0.446929757,0.973285429,0.894569054,0.019169909,0.038332773,0.99981624,0.999265029,-0.168256114,-0.331714679,0.985743313,0.94337976,-0.264158209,-0.509550281,0.964479363,0.860440882,176.1840807,-2338.567969,1.206531264,1.325280689,93.82714506,-908.851133,234.6086335,-3593.486229,-0.235900484,0.019173432,-0.170689582,-0.273886844
95,3.705,-8.03980063,-126.1465391,-9.06219467,8.4218444,3.695,3.7,-12.79438929,-13.27343515,-13.76629874,1.66799992,1.09842217,0.47056435,-9.30726924,-9.6864413,-10.058208,-14.4608739,-15.31693943,-16.31286103,0.005,0.005,0.005,-95.809172,-98.572718,-552.7092,-113.91555,-125.571564,-2331.2028,-75.834412,-74.35334,296.2144,-171.213106,-199.18432,-5594.2428,-0.237962197,-0.462253189,0.971274417,0.886747985,0.008212805,0.016425056,0.999966274,0.9998651,-0.174648575,-0.343928743,0.984630832,0.93899575,-0.280882147,-0.539148937,0.959742267,0.842210439,189.510981,-2608.864779,0.221430807,0.104197444,101.1675482,-1017.564242,266.109435,-4341.006232,-0.244999964,0.008213082,-0.177374676,-0.292664142
96,3.71,-5.68036622,-121.3233685,-4.79947676,10.18040154,3.7,3.705,-13.27343515,-13.76629874,-14.3229032,1.09842217,0.47056435,-0.20433029,-9.6864413,-10.058208,-10.41127417,-15.31693943,-16.31286103,-17.44202226,0.005,0.005,0.005,-98.572718,-111.320892,-2549.6348,-125.571564,-134.978928,-1881.4728,-74.35334,-70.613234,748.0212,-199.18432,-225.832246,-5329.5852,-0.247386344,-0.479393628,0.96891692,0.877599994,-0.003566229,-0.007132412,0.999993641,0.999974564,-0.18071268,-0.355474829,0.983535931,0.934685854,-0.299740577,-0.571917459,0.954020747,0.820311173,205.1455561,-2938.279942,0.041750867,-0.008530967,108.3946298,-1128.52621,304.2241405,-5306.284231,-0.255322555,-0.003566251,-0.183737752,-0.314186644
97,3.715,-3.24362551,-115.9520918,0.26780467,11.69244489,3.705,3.71,-13.76629874,-14.3229032,-14.89962251,0.47056435,-0.20433029,-0.94436119,-10.058208,-10.41127417,-10.8022049,-16.31286103,-17.44202226,-18.56773461,0.005,0.005,0.005,-111.320892,-115.343862,-804.594,-134.978928,-148.00618,-2605.4504,-70.613234,-78.186146,-1514.5824,-225.832246,-225.14247,137.9552,-0.257126426,-0.496962527,0.966377773,0.867772002,-0.016481466,-0.032958454,0.999864171,0.999456723,-0.187419116,-0.368196112,0.982280039,0.92974815,-0.318425535,-0.60370162,0.947947878,0.797210357,221.9987509,-3307.697587,0.891818057,-0.842198362,116.6876307,-1260.483696,344.7607685,-6401.426454,-0.266072372,-0.016483705,-0.190800086,-0.335910383
98,3.72,-0.77585222,-110.0305514,5.73569156,12.84186024,3.71,3.715,-14.3229032,-14.89962251,-15.54610873,-0.20433029,-0.94436119,-1.74422218,-10.41127417,-10.8022049,-11.22483722,-17.44202226,-18.56773461,-19.63511349,0.005,0.005,0.005,-115.343862,-129.297244,-2790.6764,-148.00618,-159.972198,-2393.2036,-78.186146,-84.526464,-1268.0636,-225.14247,-213.475776,2333.3388,-0.26801377,-0.516417017,0.963415081,0.856337238,-0.030437718,-0.060847231,0.999536665,0.998147091,-0.194659568,-0.381871798,0.980870864,0.924215305,-0.336028843,-0.632978671,0.941851696,0.774169234,241.6814966,-3757.206825,3.042311013,-5.306466348,125.9969706,-1414.295485,385.5376818,-7570.076136,-0.278191379,-0.030451827,-0.198455857,-0.356774686
99,3.725,1.64954046,-103.5701599,11.30331872,13.53951009,3.715,3.72,-14.89962251,-15.54610873,-16.22029125,-0.94436119,-1.74422218,-2.63380465,-10.8022049,-11.22483722,-11.70240795,-18.56773461,-19.63511349,-20.51958563,0.005,0.005,0.005,-129.297244,-134.836504,-1107.852,-159.972198,-177.916494,-3588.8592,-84.526464,-95.514146,-2197.5364,-213.475776,-176.894428,7316.2696,-0.279331176,-0.536424697,0.960194821,0.843948189,-0.045952375,-0.091807665,0.998943632,0.995776758,-0.202828449,-0.39722503,0.979214287,0.917721241,-0.350527547,-0.656574846,0.936552422,0.754260878,263.0978482,-4267.523726,6.936926934,-18.27051042,136.9463518,-1602.602076,421.0533944,-8639.841182,-0.290910938,-0.046000969,-0.207133874,-0.374274348
100,3.73,3.94615603,-96.59472606,16.82995193,13.73999647,3.72,3.725,-15.54610873,-16.22029125,-16.9475576,-1.74422218,-2.63380465,-3.59905193,-11.22483722,-11.70240795,-12.25743363,-19.63511349,-20.51958563,-21.246415,0.005,0.005,0.005,-134.836504,-145.45327,-2123.3532,-177.916494,-193.049456,-3026.5924,-95.514146,-111.005136,-3098.198,-176.894428,-145.365874,6305.7108,-0.291496284,-0.557674344,0.956571961,0.830059833,-0.062774005,-0.125300401,0.998027767,0.992118849,-0.212304458,-0.414929348,0.97720357,0.909853635,-0.362379722,-0.675497939,0.932030545,0.737361874,287.2197086,-4867.672555,12.95317479,-46.61914874,150.2446792,-1841.614183,451.4101504,-9590.84739,-0.304730115,-0.062898055,-0.217257145,-0.388806701
101,3.735,6.03023681,-89.14285088,22.29311146,13.45740264,3.725,3.73,-16.22029125,-16.9475576,-17.73151921,-2.63380465,-3.59905193,-4.67290213,-11.70240795,-12.25743363,-12.87613406,-20.51958563,-21.246415,-21.72535207,0.005,0.005,0.005,-145.45327,-156.792322,-2267.8104,-193.049456,-214.77004,-4344.1168,-111.005136,-123.740086,-2546.99,-145.365874,-95.787414,9915.692,-0.304557087,-0.580177648,0.952494084,0.814489961,-0.081467143,-0.162392697,0.996676028,0.986726209,-0.22284407,-0.434480912,0.974854102,0.900681041,-0.370157841,-0.687730227,0.928968876,0.725966346,314.4067735,-5574.909744,21.83601432,-102.0375578,165.7948283,-2134.796436,471.9909226,-10254.16897,-0.319746959,-0.08173884,-0.228592227,-0.398460972
102,3.74,7.82418916,-81.26879003,27.73098473,12.76539924,3.73,3.735,-16.9475576,-17.73151921,-18.56786846,-3.59905193,-4.67290213,-5.87544481,-12.25743363,-12.87613406,-13.55553106,-21.246415,-21.72535207,-21.94506344,0.005,0.005,0.005,-156.792322,-167.26985,-2095.5056,-214.77004,-240.508536,-5147.6992,-123.740086,-135.8794,-2427.8628,-95.787414,-43.942274,10369.028,-0.31842775,-0.603705345,0.947947134,0.797207537,-0.102366229,-0.203656953,0.994746779,0.97904231,-0.234387675,-0.455716772,0.972143209,0.890124836,-0.373717415,-0.693277654,0.92754261,0.720670587,344.7657391,-6401.564894,34.52085172,-202.825359,183.7524223,-2490.861668,481.5858094,-10568.43114,-0.335912983,-0.102906821,-0.24110406,-0.402911318
103,3.745,9.25013028,-73.0501719,33.09681378,11.75024193,3.735,3.74,-17.73151921,-18.56786846,-19.40147845,-4.67290213,-5.87544481,-7.37200651,-12.87613406,-13.55553106,-14.33659711,-21.72535207,-21.94506344,-21.78793411,0.005,0.005,0.005,-167.26985,-166.721998,109.5704,-240.508536,-299.31234,-11760.7608,-135.8794,-156.21321,-4066.762,-43.942274,31.425866,15073.628,-0.332185471,-0.62664403,0.943214087,0.779305626,-0.128311072,-0.254500898,0.991733971,0.967072538,-0.247617911,-0.479813073,0.968857766,0.87737074,-0.371172298,-0.689314477,0.928564012,0.72446225,376.417366,-7303.053416,54.34647998,-400.6426042,205.5380167,-2946.715736,474.7140728,-10343.03894,-0.352184594,-0.129380535,-0.255577155,-0.399727206
104,3.75,10.3448367,-64.59617121,38.27527321,10.49418468,3.74,3.745,-18.56786846,-19.40147845,-20.36808031,-5.87544481,-7.37200651,-8.80623607,-13.55553106,-14.33659711,-15.0504471,-21.94506344,-21.78793411,-21.60524501,0.005,0.005,0.005,-166.721998,-193.320372,-5319.6748,-299.31234,-286.845912,2493.2856,-156.21321,-142.769998,2688.6424,31.425866,36.53782,1022.3908,-0.34804983,-0.652576749,0.937476035,0.757722632,-0.153093394,-0.302577374,0.988211725,0.953124825,-0.259669411,-0.501524239,0.96569757,0.865143594,-0.368209665,-0.684680558,0.929742783,0.728843285,414.8586955,-8449.875228,77.54979372,-682.9217907,226.5159579,-3409.166442,466.7866119,-10085.03912,-0.371262643,-0.154919629,-0.268893098,-0.396033905
105,3.755,11.07150075,-56.04257555,43.13758238,9.06766046,3.745,3.75,-19.40147845,-20.36808031,-21.3825405,-7.37200651,-8.80623607,-10.49421857,-14.33659711,-15.0504471,-15.82058734,-21.78793411,-21.60524501,-21.15102691,0.005,0.005,0.005,-193.320372,-202.892038,-1914.3332,-286.845912,-337.5965,-10150.1176,-142.769998,-154.028048,-2251.61,36.53782,90.84362,10861.16,-0.364593051,-0.678994005,0.93116696,0.734143815,-0.182136309,-0.358179536,0.983273291,0.93365273,-0.272625971,-0.52459785,0.962120097,0.85135016,-0.360827542,-0.673039026,0.932632556,0.73960697,457.2130382,-9776.376307,110.1286234,-1155.713845,250.2909838,-3959.750369,447.3659393,-9462.249022,-0.39154423,-0.185234676,-0.283359605,-0.386891429
106,3.76,11.33159562,-47.55339344,47.62189136,7.52880276,3.75,3.755,-20.36808031,-21.3825405,-22.42001604,-8.80623607,-10.49421857,-12.39681427,-15.0504471,-15.82058734,-16.57846905,-21.60524501,-21.15102691,-20.5287697,0.005,0.005,0.005,-202.892038,-207.495108,-920.614,-337.5965,-380.51914,-8584.528,-154.028048,-151.576342,490.3412,90.84362,124.451442,6721.5644,-0.381393339,-0.705129809,0.924412852,0.709078241,-0.214681022,-0.419351132,0.976684216,0.907824117,-0.285328223,-0.54693418,0.958429864,0.83717561,-0.350677665,-0.656816617,0.936496223,0.754050351,502.6571192,-11269.58068,153.681004,-1905.154864,274.845636,-4556.519871,421.4303854,-8651.447326,-0.41257901,-0.219805971,-0.297703811,-0.374457105
107,3.765,11.18163144,-39.31460212,51.7324935,5.92607174,3.755,3.76,-21.3825405,-22.42001604,-23.44606491,-10.49421857,-12.39681427,-14.58242857,-15.82058734,-16.57846905,-17.32121098,-21.15102691,-20.5287697,-19.77805618,0.005,0.005,0.005,-207.495108,-205.209774,457.0668,-380.51914,-437.12286,-11320.744,-151.576342,-148.548386,605.5912,124.451442,150.142704,5138.2524,-0.397885623,-0.730068415,0.917435028,0.683374063,-0.25177257,-0.487324153,0.967786429,0.873221146,-0.297728308,-0.568453042,0.954650645,0.82271571,-0.338377546,-0.636833602,0.941010434,0.771001273,549.7179598,-12888.72297,212.647223,-3100.91294,300.0243498,-5196.785062,391.1715063,-7736.612027,-0.433693515,-0.260153028,-0.311871478,-0.359589579
108,3.77,10.70441279,-31.52263031,55.50123401,4.30373955,3.76,3.765,-22.42001604,-23.44606491,-24.60697817,-12.39681427,-14.58242857,-16.72643303,-16.57846905,-17.32121098,-17.95233065,-20.5287697,-19.77805618,-19.1104978,0.005,0.005,0.005,-205.209774,-232.182652,-5394.5756,-437.12286,-428.800892,1664.3936,-148.548386,-126.223934,4464.8904,150.142704,133.511676,-3326.2056,-0.416391527,-0.757154196,0.909185403,0.653236193,-0.287802374,-0.551250809,0.957689821,0.834339587,-0.308225621,-0.586438256,0.951313285,0.809993933,-0.327391028,-0.618696325,0.944888943,0.785630229,605.5033747,-14899.60832,279.7735619,-4679.613747,322.2861758,-5785.787991,365.2111262,-6979.366423,-0.457983076,-0.300517316,-0.324000122,-0.346486252
109,3.775,9.979959,-24.37144863,58.93743352,2.69882769,3.765,3.77,-23.44606491,-24.60697817,-25.78856535,-14.58242857,-16.72643303,-19.03680508,-17.32121098,-17.95233065,-18.54477192,-19.77805618,-19.1104978,-18.36527966,0.005,0.005,0.005,-232.182652,-236.317436,-826.9568,-428.800892,-462.07441,-6654.7036,-126.223934,-118.488254,1547.136,133.511676,149.043628,3106.3904,-0.435051412,-0.783445467,0.900405614,0.621460538,-0.32617546,-0.616673356,0.945309245,0.787219139,-0.318045596,-0.603062423,0.948075418,0.797693998,-0.315073975,-0.598052698,0.949067116,0.80145678,665.0501028,-17150.68804,362.3999477,-6898.937164,343.9085656,-6377.70591,337.283497,-6194.305747,-0.483172701,-0.345046303,-0.335464447,-0.331982818
110,3.78,9.05239218,-18.03187026,62.01758891,1.13665779,3.77,3.775,-24.60697817,-25.78856535,-27.02143816,-16.72643303,-19.03680508,-21.387415,-17.95233065,-18.54477192,-19.05635765,-19.1104978,-18.36527966,-17.66454706,0.005,0.005,0.005,-236.317436,-246.574562,-2051.4252,-462.07441,-470.121984,-1609.5148,-118.488254,-102.317146,3234.2216,149.043628,140.14652,-1779.4216,-0.454323853,-0.809456627,0.890836594,0.587179674,-0.364672269,-0.679118912,0.931135938,0.734028272,-0.326498034,-0.6172105,0.945197881,0.786798068,-0.303443524,-0.578271975,0.952849426,0.815844056,730.1581202,-19729.92249,457.4215204,-9783.063886,363.1447669,-6920.216556,312.0362228,-5511.978543,-0.509996846,-0.391642352,-0.345428233,-0.318459051
111,3.785,7.91791383,-12.62869528,64.70512629,-0.36622356,3.775,3.78,-25.78856535,-27.02143816,-28.29954617,-19.03680508,-21.387415,-23.69383424,-18.54477192,-19.05635765,-19.47556549,-18.36527966,-17.66454706,-17.01092593,0.005,0.005,0.005,-246.574562,-255.621602,-1809.408,-470.121984,-461.283848,1767.6272,-102.317146,-83.841568,3695.1156,140.14652,130.724226,-1884.4588,-0.474081235,-0.834839143,0.880481109,0.550493965,-0.401849237,-0.735951389,0.915705843,0.677034381,-0.333404828,-0.628657315,0.942783762,0.777682442,-0.29255406,-0.559509047,0.956248985,0.828824243,800.8643134,-22664.09661,561.397781,-13301.66597,379.2976512,-7387.036245,289.371601,-4922.478871,-0.538434306,-0.438840967,-0.353638704,-0.305939211
112,3.79,6.59807752,-8.20731702,66.97337616,-1.79488693,3.78,3.785,-27.02143816,-28.29954617,-29.63667109,-21.387415,-23.69383424,-25.87052541,-19.05635765,-19.47556549,-19.80587234,-17.66454706,-17.01092593,-16.41241192,0.005,0.005,0.005,-255.621602,-267.424984,-2360.6764,-461.283848,-435.338234,5189.1228,-83.841568,-66.06137,3556.0396,130.724226,119.702802,-2204.2848,-0.494498269,-0.85961464,0.869178613,0.510942923,-0.436338972,-0.785220223,0.899782363,0.619216602,-0.338834351,-0.637581919,0.940846046,0.770382565,-0.282549265,-0.542072341,0.959252789,0.840331825,878.3322733,-26030.84469,669.284085,-17314.73093,392.2725791,-7769.300625,269.367265,-4420.966511,-0.568925951,-0.484938347,-0.360137934,-0.294551414
