time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev,ankle_angle_l,delta_t,knee_angular_vel_r,ankle_angular_vel_r,knee_angular_vel_l,ankle_angular_vel_l
4.53,-14.97040088,0.99351486,-12.96545285,-122.5085039,4.525,-20.54189714,-19.00460376,-5.7517601,-5.9192927,-5.74681869,-5.88367429,3.02081567,3.10543479,0.005,307.458676,-33.50652,-27.37112,16.923824
4.535,-15.46311624,0.86003489,-12.4584088,-123.7694595,4.53,-19.00460376,-17.45838534,-5.9192927,-6.09745547,-5.88367429,-6.048151,3.10543479,3.21111783,0.005,309.243684,-35.632554,-32.895342,21.136608
4.54,-16.14846872,0.7151457,-11.94225729,-124.9756128,4.535,-17.45838534,-15.93804847,-6.09745547,-6.27977886,-6.048151,-6.2088779,3.21111783,3.28604168,0.005,304.067374,-36.464678,-32.14538,14.98477
4.545,-17.0159683,0.56126263,-11.41508309,-126.1255856,4.54,-15.93804847,-14.43809966,-6.27977886,-6.47975747,-6.2088779,-6.37466356,3.28604168,3.35245592,0.005,299.989762,-39.995722,-33.157132,13.282848
4.55,-18.04309561,0.40112374,-10.87852839,-127.2188928,4.545,-14.43809966,-12.97300139,-6.47975747,-6.69025224,-6.37466356,-6.54393821,3.35245592,3.39782385,0.005,293.019654,-42.098954,-33.85493,9.073586
4.555,-19.19642531,0.23765337,-10.33592703,-128.2554251,4.55,-12.97300139,-11.56842867,-6.69025224,-6.83723373,-6.54393821,-6.7056265,3.39782385,3.41744767,0.005,280.914544,-29.396298,-32.337658,3.924764
4.56,-20.43351955,0.07382675,-9.7907027,-129.2352688,4.555,-11.56842867,-10.21987039,-6.83723373,-7.02303514,-6.7056265,-6.90128425,3.41744767,3.43433731,0.005,269.711656,-37.160282,-39.13155,3.377928
4.565,-21.80268059,-0.08158165,-9.24222224,-130.1576413,4.56,-10.21987039,-8.93816438,-7.02303514,-7.21167781,-6.90128425,-7.08735641,3.43433731,3.43900174,0.005,256.341202,-37.728534,-37.214432,0.932886
4.57,-23.10901817,-0.23291606,-8.68450831,-131.020584,4.565,-8.93816438,-7.76539269,-7.21167781,-7.3622141,-7.08735641,-7.25094218,3.43900174,3.41024679,0.005,234.554338,-30.107258,-32.717154,-5.75099
4.575,-24.27012719,-0.38012864,-8.10557565,-131.82003,4.57,-7.76539269,-6.6956405,-7.3622141,-7.52454287,-7.25094218,-7.47528348,3.41024679,3.40571447,0.005,213.950438,-32.465754,-44.86826,-0.906464
4.58,-25.25784815,-0.52023695,-7.48416874,-132.5486163,4.575,-6.6956405,-5.73042627,-7.52454287,-7.62077316,-7.47528348,-7.66587024,3.40571447,3.39249103,0.005,193.042846,-19.246058,-38.117352,-2.644688
4.585,-26.04742694,-0.65015831,-6.78891393,-133.1955013,4.58,-5.73042627,-4.9431946,-7.62077316,-7.62607575,-7.66587024,-7.89864125,3.39249103,3.37488298,0.005,157.446334,-1.060518,-46.554202,-3.52161
4.59,-26.61791388,-0.76682342,-5.9839002,-133.7468457,4.585,-4.9431946,-4.25528669,-7.62607575,-7.74507283,-7.89864125,-8.12886954,3.37488298,3.32868218,0.005,137.581582,-23.799416,-46.045658,-9.24016
4.595,-26.9525678,-0.86730638,-5.03791668,-134.1871914,4.59,-4.25528669,-3.74962404,-7.74507283,-7.7341428,-8.12886954,-8.37794296,3.32868218,3.30579464,0.005,101.13253,2.186006,-49.814684,-4.577508
4.6,-27.03938362,-0.94895946,-3.93178296,-134.5009292,4.595,-3.74962404,-3.36798105,-7.7341428,-7.79692555,-8.37794296,-8.62525649,3.30579464,3.2440318,0.005,76.328598,-12.55655,-49.462706,-12.352568
4.605,-26.87169314,-1.00953802,-2.66192487,-134.672688,4.6,-3.36798105,-3.21627479,-7.79692555,-7.69691188,-8.62525649,-8.90180204,3.2440318,3.17040714,0.005,30.341252,20.002734,-55.30911,-14.724932
4.61,-26.44872957,-1.04730157,-1.24155412,-134.6872722,4.605,-3.21627479,-3.16910227,-7.69691188,-7.71049219,-8.90180204,-9.18795781,3.17040714,3.07398401,0.005,9.434504,-2.716062,-57.231154,-19.284626
4.615,-25.77607179,-1.06108146,0.30045299,-134.530221,4.61,-3.16910227,-3.32952744,-7.71049219,-7.5707895,-9.18795781,-9.49275699,3.07398401,2.95543902,0.005,-32.085034,27.940538,-60.959836,-23.708998
4.62,-24.86588966,-1.05030958,1.92429498,-134.1884961,4.615,-3.32952744,-3.59001988,-7.5707895,-7.50557911,-9.49275699,-9.79737263,2.95543902,2.81030959,0.005,-52.098488,13.042078,-60.923128,-29.025886
4.625,-23.73691431,-1.01500773,3.58829531,-133.6499655,4.62,-3.59001988,-4.00191793,-7.50557911,-7.39339594,-9.79737263,-10.13031193,2.81030959,2.64239175,0.005,-82.37961,22.436634,-66.58786,-33.583568
4.63,-22.41407698,-0.95574216,5.256081,-132.9018538,4.625,-4.00191793,-4.52345703,-7.39339594,-7.26357822,-10.13031193,-10.47129361,2.64239175,2.43908997,0.005,-104.30782,25.963544,-68.196336,-40.660356
4.635,-20.92779526,-0.87355226,6.90336012,-131.929503,4.63,-4.52345703,-5.1275314,-7.26357822,-7.13271688,-10.47129361,-10.82947566,2.43908997,2.2083288,0.005,-120.814874,26.172268,-71.63641,-46.152234
4.64,-19.31292244,-0.76986626,8.51851547,-130.7166805,4.635,-5.1275314,-5.797498,-7.13271688,-6.99351587,-10.82947566,-11.20329664,2.2083288,1.94647088,0.005,-133.99332,27.840202,-74.764196,-52.371584
4.645,-17.60740229,-0.64641702,10.09645365,-129.2460406,4.64,-5.797498,-6.5184003,-6.99351587,-6.83961432,-11.20329664,-11.58463633,1.94647088,1.64232405,0.005,-144.18046,30.78031,-76.267938,-60.829366
4.65,-15.8506928,-0.50516988,11.63446995,-127.4996324,4.645,-6.5184003,-7.24255523,-6.83961432,-6.67571817,-11.58463633,-11.98871751,1.64232405,1.30852026,0.005,-144.830986,32.77923,-80.816236,-66.760758
4.655,-14.08205492,-0.34827127,13.13143618,-125.4576633,4.65,-7.24255523,-7.98539291,-6.67571817,-6.56314834,-11.98871751,-12.40929528,1.30852026,0.95962604,0.005,-148.567536,22.513966,-84.115554,-69.778844
4.66,-12.33884043,-0.1780225,14.58704422,-123.0974409,4.655,-7.98539291,-8.7011896,-6.56314834,-6.46443494,-12.40929528,-12.85429167,0.95962604,0.5734072,0.005,-143.159338,19.74268,-88.999278,-77.243768
4.665,-10.65492466,0.00312208,15.99918625,-120.3934819,4.66,-8.7011896,-9.38104246,-6.46443494,-6.43918674,-12.85429167,-13.3225504,0.5734072,0.16111572,0.005,-135.970572,5.04964,-93.651746,-82.458296
4.67,-9.8213288,2.72525797,17.36228888,-117.3173781,4.665,-9.38104246,-10.02452154,-6.43918674,-6.51972951,-13.3225504,-13.79419538,0.16111572,-0.34902688,0.005,-128.695816,-16.108554,-94.328996,-102.02852
4.675,-7.86754707,4.76725984,18.66599644,-113.8379849,4.67,-10.02452154,-10.59242072,-6.51972951,-6.73558646,-13.79419538,-14.35342494,-0.34902688,-0.80979566,0.005,-113.579836,-43.17139,-111.845912,-92.153756
4.68,-5.2777715,7.38419169,19.89394342,-109.9224244,4.675,-10.59242072,-11.11433648,-6.73558646,-7.11531462,-14.35342494,-14.92415224,-0.80979566,-1.35031111,0.005,-104.383152,-75.945632,-114.14546,-108.10309
4.685,-1.82719077,10.46536921,21.0216745,-105.5381106,4.68,-11.11433648,-11.56420867,-7.11531462,-7.66018336,-14.92415224,-15.53515668,-1.35031111,-1.96063929,0.005,-89.974438,-108.973748,-122.200888,-122.065636
4.69,2.71225454,13.74511842,22.00964933,-100.6569222,4.685,-11.56420867,-11.99420012,-7.66018336,-8.33448714,-15.53515668,-16.22554713,-1.96063929,-2.58605808,0.005,-85.99829,-134.860756,-138.07809,-125.083758
4.695,8.34656404,16.92312245,22.79727096,-95.26276911,4.69,-11.99420012,-12.37175556,-8.33448714,-9.16669135,-16.22554713,-16.9483096,-2.58605808,-3.30887525,0.005,-75.511088,-166.440842,-144.552494,-144.563434
4.7,14.66247536,19.85637487,23.34033759,-89.35146558,4.695,-12.37175556,-12.75749342,-9.16669135,-10.08097018,-16.9483096,-17.63465848,-3.30887525,-4.26836065,0.005,-77.147572,-182.855766,-137.269776,-191.89708
4.705,21.11214167,22.4139922,23.58720955,-82.94105677,4.7,-12.75749342,-13.17406186,-10.08097018,-10.96169815,-17.63465848,-18.44848791,-4.26836065,-5.22379538,0.005,-83.313688,-176.145594,-162.765886,-191.086946
4.71,27.20704909,24.48229114,23.47615291,-76.07873684,4.705,-13.17406186,-13.62634691,-10.96169815,-11.80967277,-18.44848791,-19.31873539,-5.22379538,-6.29958491,0.005,-90.45701,-169.594924,-174.049496,-215.157906
4.715,32.6792943,25.99020874,22.94663836,-68.83605934,4.71,-13.62634691,-14.13351963,-11.80967277,-12.56377053,-19.31873539,-20.23236852,-6.29958491,-7.52083649,0.005,-101.434544,-150.819552,-182.726626,-244.250316
4.72,37.54580001,26.93238097,21.96203651,-61.31111389,4.715,-14.13351963,-14.68832636,-12.56377053,-13.18628171,-20.23236852,-21.2147589,-7.52083649,-8.8825025,0.005,-110.961346,-124.502236,-196.478076,-272.333202
4.725,42.03854248,27.35275237,20.5952905,-53.62512222,4.72,-14.68832636,-15.28366921,-13.18628171,-13.6555108,-21.2147589,-22.24294643,-8.8825025,-10.42170586,0.005,-119.06857,-93.845818,-205.637506,-307.840672
4.73,46.45647818,27.31035322,18.91909771,-45.92275776,4.725,-15.28366921,-15.90258795,-13.6555108,-13.97072573,-22.24294643,-23.33047637,-10.42170586,-12.12672893,0.005,-123.783748,-63.042986,-217.505988,-341.004614
4.735,51.00946975,26.89026695,17.05463338,-38.36276346,4.73,-15.90258795,-16.52126192,-13.97072573,-14.14654332,-23.33047637,-24.48449782,-12.12672893,-13.97875789,0.005,-123.734794,-35.163518,-230.80429,-370.405792
4.74,55.74676742,26.18001395,15.12468561,-31.11779019,4.735,-16.52126192,-17.13313211,-14.14654332,-14.1927235,-24.48449782,-25.70250721,-13.97875789,-15.96838176,0.005,-122.374038,-9.236036,-243.601878,-397.924774
4.745,60.54347619,25.25096863,13.23776429,-24.36005313,4.74,-17.13313211,-17.72853473,-14.1927235,-14.0738188,-25.70250721,-26.93918641,-15.96838176,-18.15236487,0.005,-119.080524,23.78094,-247.33584,-436.796622
4.75,65.210201,24.1535816,11.45783999,-18.2490407,4.745,-17.72853473,-18.30726074,-14.0738188,-13.89414371,-26.93918641,-28.28050311,-18.15236487,-20.33134414,0.005,-115.745202,35.935018,-268.26334,-435.795854
4.755,69.60332472,22.93349556,9.78332863,-12.91669127,4.75,-18.30726074,-18.84687832,-13.89414371,-13.57854915,-28.28050311,-29.6239326,-20.33134414,-22.60414212,0.005,-107.923516,63.118912,-268.685898,-454.559596
4.76,73.65566266,21.63945782,8.12469438,-8.45620704,4.755,-18.84687832,-19.36095872,-13.57854915,-13.22475727,-29.6239326,-31.03561521,-22.60414212,-24.90877151,0.005,-102.81608,70.758376,-282.336522,-460.925878
4.765,77.33700866,20.31342647,6.41164386,-4.89441071,4.76,-19.36095872,-19.82629424,-13.22475727,-12.78114929,-31.03561521,-32.48367345,-24.90877151,-27.08097382,0.005,-93.067104,88.721596,-289.611648,-434.440462
4.77,80.61807231,18.98629632,4.65293823,-2.17733706,4.765,-19.82629424,-20.254829,-12.78114929,-12.31625564,-32.48367345,-33.98226051,-27.08097382,-29.11287895,0.005,-85.706952,92.97873,-299.717412,-406.381026
4.775,83.45793877,17.6813588,-3.46141974,1.67935713,4.77,-20.254829,-20.61498241,-12.31625564,-11.85207022,-33.98226051,-35.57387227,-29.11287895,-30.76008498,0.005,-72.030682,92.837084,-318.322352,-329.441206
4.78,85.84024681,16.41487444,-3.64466399,1.79237479,4.775,-20.61498241,-20.97396129,-11.85207022,-11.33790732,-35.57387227,-37.110163,-30.76008498,-32.53826509,0.005,-71.795776,102.83258,-307.258146,-355.636022
4.785,87.76224606,15.19192889,-3.61299249,1.91084872,4.78,-20.97396129,-21.22397996,-11.33790732,-10.8881205,-37.110163,-38.7501951,-32.53826509,-33.79574061,0.005,-50.003734,89.957364,-328.00642,-251.495104
4.79,89.22178323,14.00939639,-3.41006293,2.02824801,4.785,-21.22397996,-21.46213284,-10.8881205,-10.40714329,-38.7501951,-40.41304018,-33.79574061,-34.95882327,0.005,-47.630576,96.195442,-332.569016,-232.616532
4.795,90.22230504,12.8623977,-3.04541519,2.13972741,4.79,-21.46213284,-21.60924497,-10.40714329,-9.94161564,-40.41304018,-42.08300299,-34.95882327,-35.79984265,0.005,-29.422426,93.10553,-333.992562,-168.203876
4.8,90.77740293,11.74892381,-2.43952331,2.24769432,4.795,-21.60924497,-21.70287366,-9.94161564,-9.51733778,-42.08300299,-43.77924374,-35.79984265,-36.43188551,0.005,-18.725738,84.855572,-339.24815,-126.408572
4.805,90.90615775,10.66642998,-1.61239123,2.34767673,4.8,-21.70287366,-21.7167493,-9.51733778,-9.11684856,-43.77924374,-45.45007112,-36.43188551,-36.79992833,0.005,-2.775128,80.097844,-334.165476,-73.608564
4.81,90.62801592,9.60691754,-0.59683325,2.43475236,4.805,-21.7167493,-21.68969857,-9.11684856,-8.70819348,-45.45007112,-47.13399511,-36.79992833,-36.96353055,0.005,5.410146,81.731016,-336.784798,-32.720444
4.815,89.96518056,8.56030306,0.56415288,2.50399611,4.81,-21.68969857,-21.59368854,-8.70819348,-8.32230704,-47.13399511,-48.77782381,-36.96353055,-36.85821021,0.005,19.202006,77.177288,-328.76574,21.064068
4.82,88.9414522,7.51619922,1.82061267,2.55095773,4.815,-21.59368854,-21.43640467,-8.32230704,-7.96104541,-48.77782381,-50.37496421,-36.85821021,-36.55715567,0.005,31.456774,72.252326,-319.42808,60.210908
4.825,87.58230471,6.46629319,3.11912456,2.5721063,4.82,-21.43640467,-21.23773411,-7.96104541,-7.57920579,-50.37496421,-51.91813191,-36.55715567,-36.05486075,0.005,39.734112,76.367924,-308.63354,100.458984
4.83,85.91085687,5.40354028,4.40620155,2.56518426,4.825,-21.23773411,-20.95269286,-7.57920579,-7.29075299,-51.91813191,-53.38029463,-36.05486075,-35.47067494,0.005,57.00825,57.69056,-292.432544,116.837162
4.835,83.94870444,4.32363171,5.63131314,2.52943045,4.83,-20.95269286,-20.68718178,-7.29075299,-6.96371735,-53.38029463,-54.79263211,-35.47067494,-34.70209708,0.005,53.102216,65.407128,-282.467496,153.715572
4.84,81.71877319,3.22547337,6.74933206,2.46565045,4.835,-20.68718178,-20.33603442,-6.96371735,-6.69305109,-54.79263211,-56.09352984,-34.70209708,-33.92669594,0.005,70.229472,54.133252,-260.179546,155.080228
4.845,79.24654796,2.10964738,7.72232303,2.37613362,4.84,-20.33603442,-20.01016958,-6.69305109,-6.38930114,-56.09352984,-57.3471791,-33.92669594,-33.01096176,0.005,65.172968,60.74999,-250.729852,183.146836
4.85,76.57367811,0.97558045,8.52068939,2.2644375,4.845,-20.01016958,-19.60235511,-6.38930114,-6.16904388,-57.3471791,-58.47436025,-33.01096176,-32.19947089,0.005,81.562894,44.051452,-225.43623,162.298174
4.855,73.74814205,-0.18085435,9.12373964,2.13507405,4.85,-19.60235511,-19.23271285,-6.16904388,-5.9073276,-58.47436025,-59.53826418,-32.19947089,-31.26812467,0.005,73.928452,52.343256,-212.780786,186.269244
4.86,70.80314311,-1.36575292,9.52712464,1.99390143,4.855,-19.23271285,-18.79318393,-5.9073276,-5.72252647,-59.53826418,-60.48210608,-31.26812467,-30.50000383,0.005,87.905784,36.960226,-188.76838,153.624168
4.865,67.77359704,-2.58349422,9.77003579,1.85106357,4.86,-18.79318393,-18.35952714,-5.72252647,-5.5321624,-60.48210608,-61.3322156,-30.50000383,-29.72816594,0.005,86.731358,38.072814,-170.021904,154.367578
4.87,64.69248617,-3.83619108,9.76513106,1.7022188,4.865,-18.35952714,-17.94590391,-5.5321624,-5.35326916,-61.3322156,-62.11216119,-29.72816594,-28.93679742,0.005,82.724646,35.778648,-155.989118,158.273704
4.875,61.58875415,-5.12317594,9.53823338,1.55310116,4.87,-17.94590391,-17.5077049,-5.35326916,-5.16737634,-62.11216119,-62.76704093,-28.93679742,-28.24179948,0.005,87.639802,37.178564,-130.975948,138.999588
4.88,58.48829156,-6.44067119,9.11889773,1.40872458,4.875,-17.5077049,-17.01360694,-5.16737634,-5.02955917,-62.76704093,-63.33676202,-28.24179948,-27.55226631,0.005,98.819592,27.563434,-113.944218,137.906634
4.885,55.41485789,-7.78343759,8.53889337,1.2731944,4.88,-17.01360694,-16.57200971,-5.02955917,-4.89573417,-63.33676202,-63.84502995,-27.55226631,-26.94162609,0.005,88.319446,26.765,-101.653586,122.128044
4.89,52.39072108,-9.14688542,7.83089088,1.1496185,4.885,-16.57200971,-16.08369915,-4.89573417,-4.74961076,-63.84502995,-64.20889665,-26.94162609,-26.29319611,0.005,97.662112,29.224682,-72.77334,129.685996
4.895,49.43830724,-10.52716994,7.02730583,1.04010459,4.89,-16.08369915,-15.589421,-4.74961076,-4.64291463,-64.20889665,-64.51968532,-26.29319611,-25.68092661,0.005,98.85563,21.339226,-62.157734,122.4539
4.9,46.57893598,-11.92124029,6.15927119,0.94582574,4.895,-15.589421,-15.09686596,-4.64291463,-4.5487681,-64.51968532,-64.76073678,-25.68092661,-25.08750759,0.005,98.511008,18.829306,-48.210292,118.683804
4.905,43.8352813,-13.32316476,5.25574113,0.86713565,4.9,-15.09686596,-14.58606026,-4.5487681,-4.42601996,-64.76073678,-64.92102442,-25.08750759,-24.5106146,0.005,102.16114,24.549628,-32.057528,115.378598
4.91,41.2265,-14.72702971,4.342735,0.8037147,4.905,-14.58606026,-14.07804403,-4.42601996,-4.34558071,-64.92102442,-65.01563808,-24.5106146,-23.92312223,0.005,101.603246,16.08785,-18.922732,117.498474
4.915,38.76311458,-16.13049364,3.44273049,0.75472704,4.91,-14.07804403,-13.56201064,-4.34558071,-4.26061177,-65.01563808,-65.05325707,-23.92312223,-23.34016318,0.005,103.206678,16.993788,-7.523798,116.59181
4.92,36.44857523,-17.53383827,2.57422478,0.71897279,4.915,-13.56201064,-13.04327045,-4.26061177,-4.23273866,-65.05325707,-65.03962475,-23.34016318,-22.73406162,0.005,103.748038,5.574622,2.726464,121.220312
4.925,34.2800296,-18.93879846,1.75148848,0.6950242,4.92,-13.04327045,-12.51237588,-4.23273866,-4.15812856,-65.03962475,-64.97285873,-22.73406162,-22.11965519,0.005,106.178914,14.92202,13.353204,122.881286
4.93,32.25026217,-20.34602122,0.98452797,0.68133898,4.925,-12.51237588,-11.99913632,-4.15812856,-4.08487505,-64.97285873,-64.86065209,-22.11965519,-21.49346537,0.005,102.647912,14.650702,22.441328,125.237964
4.935,30.35043565,-21.75393884,0.27925561,0.67634775,4.93,-11.99913632,-11.48295012,-4.08487505,-4.01944636,-64.86065209,-64.69922437,-21.49346537,-20.84676881,0.005,103.23724,13.085738,32.285544,129.339312
4.94,28.56735122,-23.16167179,-0.36215046,0.67851559,4.935,-11.48295012,-10.96712091,-4.01944636,-3.95634318,-64.69922437,-64.49183443,-20.84676881,-20.18088805,0.005,103.165842,12.620636,41.477988,133.176152
4.945,26.88249096,-24.56919132,-0.94073088,0.68638018,4.94,-10.96712091,-10.45498294,-3.95634318,-3.89262048,-64.49183443,-64.23673127,-20.18088805,-19.50166669,0.005,102.427594,12.74454,51.020632,135.844272
4.95,25.26534909,-25.97806656,-1.46012313,0.69857106,4.945,-10.45498294,-9.96891181,-3.89262048,-3.81209444,-64.23673127,-63.93225696,-19.50166669,-18.8450072,0.005,97.214226,16.105208,60.894862,131.331898
4.955,23.6711478,-27.39253967,-1.92588496,0.71381628,4.95,-9.96891181,-9.44783654,-3.81209444,-3.75395083,-63.93225696,-63.59726276,-18.8450072,-18.14255156,0.005,104.215054,11.628722,66.99884,140.491128
4.96,22.08572403,-28.81923774,-2.34480936,0.73094218,4.955,-9.44783654,-8.95898285,-3.75395083,-3.67302464,-63.59726276,-63.2055163,-18.14255156,-17.47872784,0.005,97.770738,16.185238,78.349292,132.764744
4.965,20.49429365,-30.26419458,-2.72428028,0.74887116,4.96,-8.95898285,-8.49272919,-3.67302464,-3.58197446,-63.2055163,-62.75674935,-17.47872784,-16.8428674,0.005,93.250732,18.210036,89.75339,127.172088
4.97,18.88946189,-31.73223154,-3.07172254,0.76662142,4.965,-8.49272919,-8.01195995,-3.58197446,-3.47690292,-62.75674935,-62.27606243,-16.8428674,-16.247475,0.005,96.153848,21.014308,96.137384,119.07848
4.975,17.27256182,-33.22714107,-3.39417647,0.78331201,4.97,-8.01195995,-7.55147443,-3.47690292,-3.39441996,-62.27606243,-61.7467794,-16.247475,-15.65067876,0.005,92.097104,16.496592,105.856606,119.359248
4.98,15.65445015,-34.75238457,-3.69798921,0.79817395,4.975,-7.55147443,-7.12578919,-3.39441996,-3.30599418,-61.7467794,-61.17431031,-15.65067876,-15.04627618,0.005,85.137048,17.685156,114.493818,120.880516
4.985,14.05209266,-36.3139848,-3.98859607,0.81056451,4.98,-7.12578919,-6.67777035,-3.30599418,-3.2244009,-61.17431031,-60.57644505,-15.04627618,-14.45619237,0.005,89.603768,16.318656,119.573052,118.016762
4.99,12.48915485,-37.9186265,-4.26511223,0.82055461,4.985,-6.67777035,-6.30055563,-3.2244009,-3.08092992,-60.57644505,-59.91555734,-14.45619237,-13.93631489,0.005,75.442944,28.694196,132.177542,103.975496
4.995,10.99431893,-39.57181514,-4.50139692,0.83089107,4.99,-6.30055563,-5.93605072,-3.08092992,-2.94549153,-59.91555734,-59.22156248,-13.93631489,-13.43014679,0.005,72.900982,27.087678,138.798972,101.23362
5,9.59764355,-41.27853202,-4.72101204,0.83895341,4.995,-5.93605072,-5.5765983,-2.94549153,-2.81916773,-59.22156248,-58.50027515,-13.43014679,-12.88909864,0.005,71.890484,25.26476,144.257466,108.20963
5.005,8.32862266,-43.0407717,-4.92378856,0.84482583,5,-5.5765983,-5.28714965,-2.81916773,-2.63600652,-58.50027515,-57.71606523,-12.88909864,-12.44120214,0.005,57.88973,36.632242,156.841984,89.5793
5.01,7.21005575,-44.86003431,-5.10897895,0.84874689,5.005,-5.28714965,-5.00035103,-2.63600652,-2.48326658,-57.71606523,-56.92544946,-12.44120214,-11.891863,0.005,57.359724,30.547988,158.123154,109.867828
5.015,6.253919,-46.73956235,-5.27556314,0.85109079,5.01,-5.00035103,-4.78757036,-2.48326658,-2.26544957,-56.92544946,-56.06794158,-11.891863,-11.50649224,0.005,42.556134,43.563402,171.501576,77.074152
5.02,5.4613196,-48.68291048,-5.42256445,0.85234025,5.015,-4.78757036,-4.58554962,-2.26544957,-2.08102175,-56.06794158,-55.2010614,-11.50649224,-10.98176305,0.005,40.404148,36.885564,173.376036,104.945838
5.025,4.82406788,-50.69309546,-5.54935862,0.85305406,5.02,-4.58554962,-4.45736156,-2.08102175,-1.83541705,-55.2010614,-54.27280684,-10.98176305,-10.65644938,0.005,25.637612,49.12094,185.650912,65.062734
5.03,4.32731089,-52.77033294,-5.65597395,0.85383336,5.025,-4.45736156,-4.36720338,-1.83541705,-1.59839181,-54.27280684,-53.31478926,-10.65644938,-10.30970483,0.005,18.031636,47.405048,191.603516,69.34891
5.035,3.95147974,-54.90984364,-5.74337048,0.85529095,5.03,-4.36720338,-4.30148652,-1.59839181,-1.34924611,-53.31478926,-52.32483293,-10.30970483,-9.96256492,0.005,13.143372,49.82914,197.991266,69.427982
5.04,3.6732162,-57.10220576,-5.81363172,0.85802425,5.035,-4.30148652,-4.24137684,-1.34924611,-1.11288628,-52.32483293,-51.35225543,-9.96256492,-9.51031916,0.005,12.021936,47.271966,194.5155,90.449152
5.045,3.46475949,-59.33467498,-5.87000507,0.86259042,5.04,-4.24137684,-4.2422417,-1.11288628,-0.81271461,-51.35225543,-50.30934813,-9.51031916,-9.22831238,0.005,-0.172972,60.034334,208.58146,56.401356
5.05,3.29620758,-61.59220016,-5.91682983,0.86948377,5.045,-4.2422417,-4.2595099,-0.81271461,-0.55708993,-50.30934813,-49.21706857,-9.22831238,-8.98236931,0.005,-3.45364,51.124936,218.455912,49.188614
5.055,3.13876943,-63.85918928,-5.95943409,0.87911829,5.05,-4.2595099,-4.30100742,-0.55708993,-0.27843859,-49.21706857,-48.11738928,-8.98236931,-8.7265612,0.005,-8.299504,55.730268,219.935858,51.161622
5.06,2.96766647,-66.12247156,-6.00399461,0.89181398,5.055,-4.30100742,-4.32868205,-0.27843859,-0.00060722,-48.11738928,-47.02548023,-8.7265612,-8.32665114,0.005,-5.534926,55.566274,218.38181,79.982012
5.065,2.76391633,-68.37425127,-6.05731186,0.90778134,5.06,-4.32868205,-4.4046412,-0.00060722,0.28335784,-47.02548023,-45.86891441,-8.32665114,-8.14282091,0.005,-15.19183,56.793012,231.313164,36.766046
5.07,2.51812076,-70.61172342,-6.12654306,0.92710227,5.065,-4.4046412,-4.48581496,0.28335784,0.57426627,-45.86891441,-44.67577538,-8.14282091,-7.94761096,0.005,-16.234752,58.181686,238.627806,39.04199
5.075,2.22970249,-72.83756185,-6.21898656,0.94970995,5.07,-4.48581496,-4.54952195,0.57426627,0.82736003,-44.67577538,-43.44563339,-7.94761096,-7.78407296,0.005,-12.741398,50.618752,246.028398,32.7076
5.08,1.90572612,-75.0589545,-6.34193753,0.97536879,5.075,-4.54952195,-4.62736578,0.82736003,1.09830733,-43.44563339,-42.19575551,-7.78407296,-7.61409451,0.005,-15.568766,54.18946,249.975576,33.99569
5.085,1.56114602,-77.28219547,-6.50257522,1.00365215,5.08,-4.62736578,-4.70582125,1.09830733,1.36536148,-42.19575551,-40.92262736,-7.61409451,-7.45980466,0.005,-15.691094,53.41083,254.62563,30.85797
5.09,1.21944785,-79.50713319,-6.73353462,1.03212923,5.085,-4.70582125,-4.77079134,1.36536148,1.61233029,-40.92262736,-39.62266259,-7.45980466,-7.31972227,0.005,-12.994018,49.393762,259.992954,28.016478
5.095,0.90609751,-81.72965613,-7.08599102,1.0571143,5.09,-4.77079134,-4.84322571,1.61233029,1.86895123,-39.62266259,-38.29551192,-7.31972227,-7.24083543,0.005,-14.486874,51.324188,265.430134,15.777368
5.1,0.64416568,-83.94382981,-7.5125257,1.08142761,5.095,-4.84322571,-4.91317453,1.86895123,2.10411836,-38.29551192,-36.94025492,-7.24083543,-7.2325552,0.005,-13.989764,47.033426,271.0514,1.656046
5.105,0.45041931,-86.14165161,-8.01850673,1.1037636,5.1,-4.91317453,-5.00753022,2.10411836,2.36365915,-36.94025492,-35.57655808,-7.2325552,-7.28043409,0.005,-18.871138,51.908158,272.739368,-9.575778
5.11,0.33491968,-88.31401043,-8.60785648,1.12260605,5.105,-5.00753022,-5.0520215,2.36365915,2.57206997,-35.57655808,-34.14781249,-7.28043409,-7.40353943,0.005,-8.898256,41.682164,285.749118,-24.621068
5.115,0.29910268,-90.4537059,-9.2827989,1.13626687,5.11,-5.0520215,-5.15575498,2.57206997,2.81917795,-34.14781249,-32.75340362,-7.40353943,-7.58160405,0.005,-20.746696,49.421596,278.881774,-35.612924
5.12,0.33657853,-92.55559495,-10.04359961,1.14294843,5.115,-5.15575498,-5.25929324,2.81917795,3.06536169,-32.75340362,-31.33179604,-7.58160405,-7.83156241,0.005,-20.707652,49.236748,284.321516,-49.991672
5.125,0.43573993,-94.61575703,-10.89077626,1.14102331,5.12,-5.25929324,-5.36341476,3.06536169,3.31375357,-31.33179604,-29.86275613,-7.83156241,-8.14276551,0.005,-20.824304,49.678376,293.807982,-62.24062
