time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev,ankle_angle_l,delta_t,knee_angular_vel_r,ankle_angular_vel_r,knee_angular_vel_l,ankle_angular_vel_l
3.635,-31.58642659,-1.183915,-9.06610977,-120.4057115,3.63,-3.87198799,-3.07415608,-10.01432121,-9.9441528,-7.54347339,-7.84051566,3.30368896,3.41090574,0.005,159.566382,14.033682,-59.408454,21.443356
3.64,-31.88623758,-1.28387664,-8.8351662,-121.7115979,3.635,-3.07415608,-2.46211763,-9.9441528,-9.95984903,-7.84051566,-8.14852157,3.41090574,3.45278618,0.005,122.40769,-3.139246,-61.601182,8.376088
3.645,-31.84826521,-1.35204287,-8.53028414,-122.9757275,3.64,-2.46211763,-2.06329912,-9.95984903,-9.94619933,-8.14852157,-8.44604385,3.45278618,3.49640419,0.005,79.763702,2.72994,-59.504456,8.723602
3.65,-31.46368037,-1.38638609,-8.15287699,-124.1833973,3.645,-2.06329912,-1.88843427,-9.94619933,-9.86982032,-8.44604385,-8.78362994,3.49640419,3.55651494,0.005,34.97297,15.275802,-67.517218,12.02215
3.655,-30.73201056,-1.38602248,-7.71347866,-125.3192773,3.65,-1.88843427,-1.92695926,-9.86982032,-9.77910438,-8.78362994,-9.10193048,3.55651494,3.59974638,0.005,-7.704998,18.143188,-63.660108,8.646288
3.66,-29.66180378,-1.35124237,-7.22865714,-126.3686048,3.655,-1.92695926,-2.18058648,-9.77910438,-9.67988447,-9.10193048,-9.4438468,3.59974638,3.61464748,0.005,-50.725444,19.843982,-68.383264,2.98022
3.665,-28.27100046,-1.28345631,-6.71907933,-127.3184138,3.66,-2.18058648,-2.57060851,-9.67988447,-9.61359823,-9.4438468,-9.74832574,3.61464748,3.58121979,0.005,-78.004406,13.257248,-60.895788,-6.685538
3.67,-26.58694077,-1.18506394,-6.20346883,-128.1564479,3.665,-2.57060851,-3.12656646,-9.61359823,-9.52116573,-9.74832574,-10.15482177,3.58121979,3.59165918,0.005,-111.19159,18.4865,-81.299206,2.087878
3.675,-24.64595274,-1.05926357,-5.69911855,-128.8694056,3.67,-3.12656646,-3.80694789,-9.52116573,-9.43808336,-10.15482177,-10.52606712,3.59165918,3.54841891,0.005,-136.076286,16.616474,-74.24907,-8.648054
3.68,-22.4924807,-0.9098264,-5.21634776,-129.4422402,3.675,-3.80694789,-4.5619509,-9.43808336,-9.35522902,-10.52606712,-10.90994505,3.54841891,3.48353297,0.005,-151.000602,16.570868,-76.775586,-12.977188
3.685,-20.17774192,-0.74086088,-4.75982064,-129.8588239,3.68,-4.5619509,-5.37838332,-9.35522902,-9.26417468,-10.90994505,-11.30998598,3.48353297,3.39780794,0.005,-163.286484,18.210868,-80.008186,-17.145006
3.69,-17.75794178,-0.55659102,-4.33168958,-130.1016911,3.685,-5.37838332,-6.2324519,-9.26417468,-9.17550476,-11.30998598,-11.71789222,3.39780794,3.2847416,0.005,-170.813716,17.733984,-81.581248,-22.613268
3.695,-15.29212694,-0.36116742,-3.93227647,-130.1526599,3.69,-6.2324519,-7.10460863,-9.17550476,-9.08812668,-11.71789222,-12.12256431,3.2847416,3.14606527,0.005,-174.431346,17.475616,-80.934418,-27.735266
3.7,-12.83979266,-0.1585237,-3.55940429,-129.991804,3.695,-7.10460863,-7.96396261,-9.08812668,-8.94872247,-12.12256431,-12.56793259,3.14606527,2.99206032,0.005,-171.870796,27.880842,-89.073656,-30.80099
3.705,-10.45837927,0.0477143,-3.20723725,-129.5963542,3.7,-7.96396261,-8.80902301,-8.94872247,-8.8319963,-12.56793259,-13.00571831,2.99206032,2.78813365,0.005,-169.01208,23.345234,-87.557144,-40.785334
3.71,-8.20081143,0.25426593,-2.86828451,-128.9413901,3.705,-8.80902301,-9.60269805,-8.8319963,-8.70106862,-13.00571831,-13.46870142,2.78813365,2.56177518,0.005,-158.735008,26.185536,-92.596622,-45.271694
3.715,-6.11325047,0.45818671,-2.53471334,-128.0000608,3.71,-9.60269805,-10.34372688,-8.70106862,-8.62577951,-13.46870142,-13.94184488,2.56177518,2.29213876,0.005,-148.205766,15.057822,-94.628692,-53.927284
3.72,-12.03057802,2.36126285,-2.19817281,-126.7427246,3.715,-10.34372688,-11.00478965,-8.62577951,-8.62831794,-13.94184488,-14.4314261,2.29213876,1.98528022,0.005,-132.212554,-0.507686,-97.916244,-61.371708
3.725,-12.08235206,3.80436213,-1.85085826,-125.1362509,3.72,-11.00478965,-11.57421025,-8.62831794,-8.74241682,-14.4314261,-14.95222448,1.98528022,1.63595854,0.005,-113.88412,-22.819776,-104.159676,-69.864336
3.73,-11.53107777,5.58942787,-1.48646579,-123.1438142,3.725,-11.57421025,-12.06751636,-8.74241682,-8.95871454,-14.95222448,-15.52295183,1.63595854,1.24477754,0.005,-98.661222,-43.259544,-114.14547,-78.2362
3.735,-9.74224856,7.62464287,-1.10412969,-120.7253556,3.73,-12.06751636,-12.43697703,-8.95871454,-9.37489284,-15.52295183,-16.11074274,1.24477754,0.82853213,0.005,-73.892134,-83.23566,-117.558182,-83.249082
3.74,-6.29161691,9.7538149,-0.72533722,-117.839404,3.735,-12.43697703,-12.71839833,-9.37489284,-9.9700771,-16.11074274,-16.66009911,0.82853213,0.22583448,0.005,-56.28426,-119.036852,-109.871274,-120.53953
3.745,-1.28318869,11.82274736,-0.40817165,-114.4522511,3.74,-12.71839833,-12.94617456,-9.9700771,-10.64339972,-16.66009911,-17.32648336,0.22583448,-0.37232413,0.005,-45.555246,-134.664524,-133.27685,-119.631722
3.75,4.7031944,13.70983251,-0.14288387,-110.524803,3.745,-12.94617456,-13.15087154,-10.64339972,-11.39699022,-17.32648336,-18.02733059,-0.37232413,-1.00385242,0.005,-40.939396,-150.7181,-140.169446,-126.305658
3.755,10.89495733,15.30555907,0.08432297,-106.0224211,3.75,-13.15087154,-13.3305825,-11.39699022,-12.13941529,-18.02733059,-18.83179407,-1.00385242,-1.68710841,0.005,-35.942192,-148.485014,-160.892696,-136.651198
3.76,16.57536321,16.51451426,0.2024494,-100.9447858,3.755,-13.3305825,-13.54208895,-12.13941529,-12.91782067,-18.83179407,-19.55515986,-1.68710841,-2.60101554,0.005,-42.30129,-155.681076,-144.673158,-182.781426
3.765,21.31315837,17.28335038,0.19115959,-95.28579061,3.76,-13.54208895,-13.79207887,-12.91782067,-13.56614609,-19.55515986,-20.38435016,-2.60101554,-3.56473528,0.005,-49.997984,-129.665084,-165.83806,-192.743948
3.77,25.11268674,17.6174927,0.03253532,-89.06671759,3.765,-13.79207887,-14.08549517,-13.56614609,-14.08797335,-20.38435016,-21.25959131,-3.56473528,-4.63002324,0.005,-58.68326,-104.365452,-175.04823,-213.057592
3.775,28.34239865,17.5755991,-0.25662223,-82.32550681,3.77,-14.08549517,-14.44996476,-14.08797335,-14.37933774,-21.25959131,-22.17854665,-4.63002324,-5.8804334,0.005,-72.893918,-58.272878,-183.791068,-250.082032
3.78,31.44073776,17.2362596,-0.60465953,-75.1056935,3.775,-14.44996476,-14.83257718,-14.37933774,-14.60073823,-22.17854665,-23.18516167,-5.8804334,-7.1686716,0.005,-76.522484,-44.280098,-201.323004,-257.64764
3.785,34.61139562,16.65240885,-0.96378198,-67.48832263,3.78,-14.83257718,-15.26869,-14.60073823,-14.54914043,-23.18516167,-24.20347644,-7.1686716,-8.7426934,0.005,-87.222564,10.31956,-203.662954,-314.80436
3.79,37.79051429,15.8529698,-1.24509654,-59.56988605,3.785,-15.26869,-15.71117186,-14.54914043,-14.39235303,-24.20347644,-25.30651693,-8.7426934,-10.40942207,0.005,-88.496372,31.35748,-220.608098,-333.345734
3.795,40.83161616,14.87027067,-1.37486822,-51.48105708,3.79,-15.71117186,-16.14134849,-14.39235303,-14.17741662,-25.30651693,-26.48121055,-10.40942207,-12.21182789,0.005,-86.035326,42.987282,-234.938724,-360.481164
3.8,43.65838377,13.75217027,-1.3149107,-43.38595865,3.795,-16.14134849,-16.57313541,-14.17741662,-13.81239951,-26.48121055,-27.66898063,-12.21182789,-14.23413158,0.005,-86.357384,73.003422,-237.554016,-404.460738
3.805,46.30004257,12.55789862,-1.01847391,-35.46572218,3.8,-16.57313541,-16.99023277,-13.81239951,-13.36565404,-27.66898063,-28.89666669,-14.23413158,-16.40004808,0.005,-83.419472,89.349094,-245.537212,-433.1833
3.81,48.7992952,11.34038466,-0.48608736,-27.92299569,3.805,-16.99023277,-17.37915707,-13.36565404,-12.8813512,-28.89666669,-30.17541249,-16.40004808,-18.65683306,0.005,-77.78486,96.860568,-255.74916,-451.356996
3.815,51.1635248,10.1407527,0.24346473,-20.9626378,3.81,-17.37915707,-17.72537911,-12.8813512,-12.38945969,-30.17541249,-31.48441555,-18.65683306,-21.00714624,0.005,-69.244408,98.378302,-261.800612,-470.062636
3.82,53.35327484,8.98531064,1.08539598,-14.7711327,3.815,-17.72537911,-18.03517063,-12.38945969,-11.8582484,-31.48441555,-32.80851057,-21.00714624,-23.38259629,0.005,-61.958304,106.242258,-264.819004,-475.09001
3.825,55.31838327,7.88985389,1.84444578,-9.51155489,3.82,-18.03517063,-18.30378935,-11.8582484,-11.3766443,-32.80851057,-34.17476062,-23.38259629,-25.76757357,0.005,-53.723744,96.32082,-273.25001,-476.995456
3.83,57.00500493,6.85920222,2.33738812,-5.27204802,3.825,-18.30378935,-18.52836878,-11.3766443,-10.91695874,-34.17476062,-35.57735873,-25.76757357,-28.04594716,0.005,-44.915886,91.937112,-280.519622,-455.674718
3.835,58.37723959,5.89212838,-2.60602252,1.7611864,3.83,-18.52836878,-18.71185339,-10.91695874,-10.4449059,-35.57735873,-37.00948324,-28.04594716,-30.15881895,0.005,-36.696922,94.410568,-286.424902,-422.574358
3.84,59.4227913,4.98350285,-2.69867314,1.8882756,3.835,-18.71185339,-18.84830589,-10.4449059,-10.00911329,-37.00948324,-38.47271868,-30.15881895,-32.09077351,0.005,-27.2905,87.158522,-292.647088,-386.390912
3.845,60.15266658,4.12572799,-2.58864622,2.01953689,3.84,-18.84830589,-18.93167241,-10.00911329,-9.5977177,-38.47271868,-39.96852608,-32.09077351,-33.78384539,0.005,-16.673304,82.279118,-299.16148,-338.614376
3.85,60.5821964,3.3065196,-2.33383625,2.14672783,3.845,-18.93167241,-18.97015904,-9.5977177,-9.19036062,-39.96852608,-41.48758261,-33.78384539,-35.22579715,0.005,-7.697326,81.471416,-303.811306,-288.390352
3.855,60.73296468,2.51266903,-1.84045263,2.27292236,3.85,-18.97015904,-18.93294863,-9.19036062,-8.83911538,-41.48758261,-43.05533744,-35.22579715,-36.26416068,0.005,7.442082,70.249048,-313.550966,-207.672706
3.86,60.62426009,1.72859633,-1.12622382,2.39327096,3.855,-18.93294863,-18.87096472,-8.83911538,-8.44913022,-43.05533744,-44.59696371,-36.26416068,-37.25926064,0.005,12.396782,77.997032,-308.325254,-199.019992
3.865,60.27894041,0.93872015,-0.22261063,2.5021215,3.86,-18.87096472,-18.72613044,-8.44913022,-8.13322775,-44.59696371,-46.16022577,-37.25926064,-37.81934796,0.005,28.966856,63.180494,-312.652412,-112.017464
3.87,59.72046975,0.12840171,0.82798117,2.59348379,3.865,-18.72613044,-18.53717237,-8.13322775,-7.82295583,-46.16022577,-47.70509758,-37.81934796,-38.13855581,0.005,37.791614,62.054384,-308.974362,-63.84157
3.875,58.96946248,-0.71594067,1.97570208,2.66156952,3.87,-18.53717237,-18.31333613,-7.82295583,-7.53512264,-47.70509758,-49.23437647,-38.13855581,-38.14926912,0.005,44.767248,57.566638,-305.855778,-2.142662
3.88,58.03840706,-1.60600626,3.16711673,2.70134315,3.875,-18.31333613,-18.05158774,-7.53512264,-7.25011223,-49.23437647,-50.71939273,-38.14926912,-37.89057977,0.005,52.349678,57.002082,-297.003252,51.73787
3.885,56.93698581,-2.54989485,4.3490245,2.70901939,3.88,-18.05158774,-17.72673015,-7.25011223,-7.01191773,-50.71939273,-52.13838878,-37.89057977,-37.42491424,0.005,64.971518,47.6389,-283.79921,93.133106
3.89,55.6675819,-3.55349572,5.47188284,2.68245018,3.885,-17.72673015,-17.40540425,-7.01191773,-6.76054021,-52.13838878,-53.50425597,-37.42491424,-36.73021922,0.005,64.26518,50.275504,-273.173438,138.939004
3.895,54.23334861,-4.61932893,6.49257147,2.62135822,3.89,-17.40540425,-17.09359341,-6.76054021,-6.4793002,-53.50425597,-54.81224663,-36.73021922,-35.82184129,0.005,62.362168,56.248002,-261.598132,181.675586
3.9,52.63426239,-5.74836699,7.37634737,2.52739172,3.895,-17.09359341,-16.74625451,-6.4793002,-6.25721056,-54.81224663,-56.04050958,-35.82184129,-34.80804046,0.005,69.46778,44.417928,-245.65259,202.760166
3.905,50.87390754,-6.93998189,8.09792314,2.40399791,3.9,-16.74625451,-16.3755804,-6.25721056,-6.03363335,-56.04050958,-57.15836361,-34.80804046,-33.75860069,0.005,74.134822,44.715442,-223.570806,209.887954
3.91,48.96110516,-8.19215004,8.64166982,2.25613708,3.905,-16.3755804,-16.00004519,-6.03363335,-5.85200646,-57.15836361,-58.19221659,-33.75860069,-32.68871982,0.005,75.107042,36.325378,-206.770596,213.976174
3.915,46.91371487,-9.50210901,9.00104122,2.08987741,3.91,-16.00004519,-15.60452266,-5.85200646,-5.66067266,-58.19221659,-59.13339542,-32.68871982,-31.67122559,0.005,79.104506,38.26676,-188.235766,203.498846
3.92,44.75611517,-10.86671594,9.17743565,1.91192096,3.915,-15.60452266,-15.23588921,-5.66067266,-5.44399373,-59.13339542,-60.00754839,-31.67122559,-30.48804583,0.005,73.72669,43.335786,-174.830594,236.635952
3.925,42.5172948,-12.28265729,9.20290524,1.73168327,3.92,-15.23588921,-14.82986941,-5.44399373,-5.29685671,-60.00754839,-60.76195658,-30.48804583,-29.59842035,0.005,81.20396,29.427404,-150.881638,177.925096
3.93,40.22388414,-13.74722965,9.06257345,1.55313649,3.925,-14.82986941,-14.4476565,-5.29685671,-5.11231247,-60.76195658,-61.44364991,-29.59842035,-28.62430022,0.005,76.442582,36.908848,-136.338666,194.824026
3.935,37.90399154,-15.2569068,8.75353956,1.3798582,3.93,-14.4476565,-14.01098104,-5.11231247,-4.99603189,-61.44364991,-62.02619976,-28.62430022,-27.84161834,0.005,87.335092,23.256116,-116.50997,156.536376
3.94,35.58151174,-16.80939617,8.30381461,1.21743146,3.935,-14.01098104,-13.5899948,-4.99603189,-4.87704508,-62.02619976,-62.52368362,-27.84161834,-27.0758697,0.005,84.197248,23.797362,-99.496772,153.149728
3.945,33.27896493,-18.40217298,7.74058791,1.07019184,3.94,-13.5899948,-13.14303788,-4.87704508,-4.73943029,-62.52368362,-62.94406889,-27.0758697,-26.38970506,0.005,89.391384,27.522958,-84.077054,137.232928
3.95,31.01795041,-20.03073782,7.08929683,0.94113605,3.945,-13.14303788,-12.69369297,-4.73943029,-4.66030363,-62.94406889,-63.28429596,-26.38970506,-25.75748935,0.005,89.868982,15.825332,-68.045414,126.443142
3.955,28.81620611,-21.6890081,6.37307124,0.83194163,3.95,-12.69369297,-12.22791678,-4.66030363,-4.55421658,-63.28429596,-63.55357225,-25.75748935,-25.18858255,0.005,93.155238,21.21741,-53.855258,113.78136
3.96,26.6877893,-23.36870962,5.61246134,0.7430777,3.955,-12.22791678,-11.7570506,-4.55421658,-4.49144391,-63.55357225,-63.7499081,-25.18858255,-24.65154538,0.005,94.173236,12.554534,-39.26717,107.407434
3.965,24.64381548,-25.06006733,4.82535998,0.67398216,3.96,-11.7570506,-11.27655518,-4.49144391,-4.38609737,-63.7499081,-63.88101515,-24.65154538,-24.15254403,0.005,96.099084,21.069308,-26.22141,99.80027
3.97,22.68828283,-26.75468206,4.02704841,0.62327901,3.965,-11.27655518,-10.79344029,-4.38609737,-4.31801281,-63.88101515,-63.94574252,-24.15254403,-23.6594755,0.005,96.622978,13.616912,-12.945474,98.613706
3.975,20.81965768,-28.44615798,3.23031312,0.58901095,3.97,-10.79344029,-10.28350844,-4.31801281,-4.30114567,-63.94574252,-63.95068437,-23.6594755,-23.18176576,0.005,101.98637,3.373428,-0.98837,95.541948
3.98,19.01400667,-30.12963698,2.4456011,0.56886609,3.975,-10.28350844,-9.81164065,-4.30114567,-4.19010289,-63.95068437,-63.90979943,-23.18176576,-22.69345233,0.005,94.373558,22.208556,8.176988,97.662686
3.985,17.24867448,-31.8039026,1.68119941,0.56038203,3.98,-9.81164065,-9.29702648,-4.19010289,-4.17796167,-63.90979943,-63.7978229,-22.69345233,-22.18638984,0.005,102.922834,2.428244,22.395306,101.412498
3.99,15.51371314,-33.46970802,0.94343087,0.56111587,3.985,-9.29702648,-8.8259241,-4.17796167,-4.09563491,-63.7978229,-63.64830514,-22.18638984,-21.66127944,0.005,94.220476,16.465352,29.903552,105.02208
3.995,13.79339998,-35.12905738,0.23686327,0.5687743,3.99,-8.8259241,-8.31470344,-4.09563491,-4.03689417,-63.64830514,-63.45001252,-21.66127944,-21.11090052,0.005,102.244132,11.748148,39.658524,110.075784
4,12.07170481,-36.78511252,-0.43546378,0.58130341,3.995,-8.31470344,-7.82994542,-4.03689417,-3.96259585,-63.45001252,-63.21576603,-21.11090052,-20.55666592,0.005,96.951604,14.859664,46.849298,110.84692
4.005,10.33654077,-38.44122454,-1.07179737,0.59694168,4,-7.82994542,-7.34381878,-3.96259585,-3.85991123,-63.21576603,-62.9372587,-20.55666592,-20.00147968,0.005,97.225328,20.536924,55.701466,111.037248
4.01,8.58021967,-40.1011049,-1.67143185,0.61424088,4.005,-7.34381878,-6.8662109,-3.85991123,-3.78248608,-62.9372587,-62.60878062,-20.00147968,-19.40372137,0.005,95.521576,15.48503,65.695616,119.551662
4.015,6.80149842,-41.7687441,-2.23448308,0.63206021,4.01,-6.8662109,-6.39264,-3.78248608,-3.70397845,-62.60878062,-62.24242662,-19.40372137,-18.80107966,0.005,94.71418,15.701526,73.2708,120.528342
4.02,5.00619699,-43.44813588,-2.76167141,0.64953979,4.015,-6.39264,-5.92570401,-3.70397845,-3.64461248,-62.24242662,-61.84964807,-18.80107966,-18.15678449,0.005,93.387198,11.873194,78.55571,128.859034
4.025,3.20924847,-45.14281359,-3.25410934,0.66606061,4.02,-5.92570401,-5.49231488,-3.64461248,-3.53259628,-61.84964807,-61.40965254,-18.15678449,-17.53962987,0.005,86.677826,22.40324,87.999106,123.430924
4.03,1.43472301,-46.85536131,-3.71312167,0.68119773,4.025,-5.49231488,-5.08547521,-3.53259628,-3.40103997,-61.40965254,-60.91884836,-17.53962987,-16.99847947,0.005,81.367934,26.311262,98.160836,108.23008
4.035,-0.28575062,-48.58738348,-4.14014333,0.69467375,4.03,-5.08547521,-4.71567477,-3.40103997,-3.26500141,-60.91884836,-60.38389166,-16.99847947,-16.43295004,0.005,73.960088,27.207712,106.99134,113.105886
4.04,-1.917056,-50.34006776,-4.5315118,0.70687892,4.035,-4.71567477,-4.3664489,-3.26500141,-3.12719386,-60.38389166,-59.82014398,-16.43295004,-15.89309076,0.005,69.845174,27.56151,112.749536,107.971856
4.045,-3.42381796,-52.11415988,-4.87061409,0.71961813,4.04,-4.3664489,-4.06412467,-3.12719386,-2.9871936,-59.82014398,-59.24303262,-15.89309076,-15.29536677,0.005,60.464846,28.000052,115.422272,119.544798
4.05,-4.77772264,-53.91029099,-5.1717342,0.73140573,4.045,-4.06412467,-3.81462932,-2.9871936,-2.79641482,-59.24303262,-58.58553681,-15.29536677,-14.81780787,0.005,49.89907,38.155756,131.499162,95.51178
4.055,-5.95879152,-55.72876663,-5.43483687,0.74237657,4.05,-3.81462932,-3.60397947,-2.79641482,-2.60814633,-58.58553681,-57.90476884,-14.81780787,-14.33477808,0.005,42.12997,37.653698,136.153594,96.605958
4.06,-6.94991911,-57.56884566,-5.65977538,0.75271445,4.055,-3.60397947,-3.43285768,-2.60814633,-2.40623422,-57.90476884,-57.18692869,-14.33477808,-13.86936559,0.005,34.224358,40.382422,143.56803,93.082498
4.065,-7.74285249,-59.42987692,-5.84635962,0.76265344,4.06,-3.43285768,-3.29378549,-2.40623422,-2.19460084,-57.18692869,-56.44120179,-13.86936559,-13.41969016,0.005,27.814438,42.326676,149.14538,89.935086
4.07,-8.34045104,-61.3114061,-5.99443639,0.77248351,4.065,-3.29378549,-3.21223868,-2.19460084,-1.94803852,-56.44120179,-55.62184349,-13.41969016,-13.04220405,0.005,16.309362,49.312464,163.87166,75.497222
4.075,-8.75736684,-63.21338983,-6.10401079,0.78255709,4.07,-3.21223868,-3.17122065,-1.94803852,-1.70659185,-55.62184349,-54.77044126,-13.04220405,-12.68603908,0.005,8.203606,48.289334,170.280446,71.232994
4.08,-9.01723386,-65.13561058,-6.17542027,0.79329456,4.075,-3.17122065,-3.1607761,-1.70659185,-1.45376901,-54.77044126,-53.88213982,-12.68603908,-12.34161464,0.005,2.08891,50.564568,177.660288,68.884888
4.085,-9.15193483,-67.07719395,-6.20950327,0.80518594,4.08,-3.1607761,-3.16457811,-1.45376901,-1.20891904,-53.88213982,-52.99853983,-12.34161464,-11.87905989,0.005,-0.760402,48.969994,176.719998,92.51095
4.09,-9.19824388,-69.03639021,-6.20771151,0.81878557,4.085,-3.16457811,-3.22244367,-1.20891904,-0.92865654,-52.99853983,-52.02662751,-11.87905989,-11.6115794,0.005,-11.573112,56.0525,194.382464,53.496098
4.095,-9.19578246,-71.01071529,-6.17220892,0.8346985,4.09,-3.22244367,-3.28497698,-0.92865654,-0.67659837,-52.02662751,-51.00139867,-11.6115794,-11.37494465,0.005,-12.506662,50.411634,205.045768,47.32695
4.1,-9.18191508,-72.99678915,-6.10601611,0.8535598,4.095,-3.28497698,-3.36119119,-0.67659837,-0.4304803,-51.00139867,-49.98271309,-11.37494465,-11.02362475,0.005,-15.242842,49.223614,203.737116,70.26398
4.105,-9.1886244,-74.98985589,-6.0131637,0.8760061,4.1,-3.36119119,-3.4533746,-0.4304803,-0.16109742,-49.98271309,-48.88683983,-11.02362475,-10.79816996,0.005,-18.436682,53.876576,219.174652,45.090958
4.11,-9.24041585,-76.98376311,-5.8987848,0.9026374,4.105,-3.4533746,-3.53958658,-0.16109742,0.06085127,-48.88683983,-47.77222241,-10.79816996,-10.5133304,0.005,-17.242396,44.389738,222.923484,56.967912
4.115,-9.35464607,-78.97144086,-5.76913056,0.93396957,4.11,-3.53958658,-3.629352,0.06085127,0.29183616,-47.77222241,-46.61040956,-10.5133304,-10.27855699,0.005,-17.953084,46.196978,232.36257,46.954682
4.12,-9.53893588,-80.94520502,-5.63152844,0.97037988,4.115,-3.629352,-3.72875003,0.29183616,0.52999006,-46.61040956,-45.40343603,-10.27855699,-10.11208315,0.005,-19.879606,47.63078,241.394706,33.294768
4.125,-9.79176414,-82.89770319,-5.49430963,1.01204792,4.12,-3.72875003,-3.81073522,0.52999006,0.7268094,-45.40343603,-44.16558465,-10.11208315,-9.91302096,0.005,-16.397038,39.363868,247.570276,39.812438
4.13,-10.10277574,-84.82233049,-5.36670603,1.0588935,4.125,-3.81073522,-3.89756196,0.7268094,0.92865999,-44.16558465,-42.89267616,-9.91302096,-9.71071695,0.005,-17.365348,40.370118,254.581698,40.460802
4.135,-10.45393066,-86.71342444,-5.25869834,1.11051411,4.13,-3.89756196,-3.98482957,0.92865999,1.12811911,-42.89267616,-41.57544569,-9.71071695,-9.61483903,0.005,-17.453522,39.891824,263.446094,19.175584
4.14,-10.82124922,-88.56676471,-5.18083758,1.16612564,4.135,-3.98482957,-4.05930664,1.12811911,1.30346743,-41.57544569,-40.23302963,-9.61483903,-9.46787084,0.005,-14.895414,35.069664,268.483212,29.393638
4.145,-11.17920478,-90.37981957,-5.22809369,1.21866637,4.14,-4.05930664,-4.15624144,1.30346743,1.5045691,-40.23302963,-38.85149584,-9.46787084,-9.41512283,0.005,-19.38696,40.220334,276.306758,10.549602
4.15,-11.50539105,-92.15110887,-5.37386075,1.26966093,4.145,-4.15624144,-4.2314495,1.5045691,1.67906383,-38.85149584,-37.43802869,-9.41512283,-9.32360699,0.005,-15.041612,34.898946,282.69343,18.303168
4.155,-11.78443128,-93.87976197,-5.61114384,1.31847543,4.15,-4.2314495,-4.33305464,1.67906383,1.87631539,-37.43802869,-35.99540938,-9.32360699,-9.32031395,0.005,-20.321028,39.450312,288.523862,0.658608
4.16,-12.0094574,-95.56561434,-5.95228288,1.36261396,4.155,-4.33305464,-4.41075723,1.87631539,2.02885617,-35.99540938,-34.50885294,-9.32031395,-9.31409352,0.005,-15.540518,30.508156,297.311288,1.244086
4.165,-12.18126252,-97.208883,-6.40835415,1.39923321,4.16,-4.41075723,-4.51497766,2.02885617,2.21442436,-34.50885294,-33.01256391,-9.31409352,-9.37878908,0.005,-20.844086,37.113638,299.257806,-12.939112
4.17,-12.30577632,-98.80980814,-6.98884333,1.42522729,4.165,-4.51497766,-4.629773,2.21442436,2.39088963,-33.01256391,-31.46408008,-9.37878908,-9.52056669,0.005,-22.959068,35.293054,309.696766,-28.355522
4.175,-12.39259685,-100.3687611,-7.7046837,1.43758803,4.17,-4.629773,-4.73428862,2.39088963,2.55735119,-31.46408008,-29.87761015,-9.52056669,-9.65798726,0.005,-20.903124,33.292312,317.293986,-27.484114
4.18,-12.4528931,-101.8861084,-8.56438046,1.43343762,4.175,-4.73428862,-4.86125934,2.55735119,2.73333639,-29.87761015,-28.29158941,-9.65798726,-9.88076826,0.005,-25.394144,35.19704,317.204148,-44.5562
4.185,-12.49718539,-103.3621695,-9.56318341,1.40919404,4.18,-4.86125934,-4.9952335,2.73333639,2.90612844,-28.29158941,-26.64480584,-9.88076826,-10.1237381,0.005,-26.794832,34.55841,329.356714,-48.593968
4.19,-12.53336029,-104.7968608,-10.70165588,1.36209751,4.185,-4.9952335,-5.13731697,2.90612844,3.07441667,-26.64480584,-24.98911351,-10.1237381,-10.43002221,0.005,-28.416694,33.657646,331.138466,-61.256822
4.195,-12.5676345,-106.1899516,-11.97807425,1.28991478,4.19,-5.13731697,-5.2873461,3.07441667,3.23362129,-24.98911351,-23.31976182,-10.43002221,-10.7619969,0.005,-30.005826,31.840924,333.870338,-66.394938
4.2,-12.60413403,-107.5407938,-13.388242,1.19112107,4.195,-5.2873461,-5.44519404,3.23362129,3.38680365,-23.31976182,-21.63973788,-10.7619969,-11.11438321,0.005,-31.569588,30.636472,336.004788,-70.477262
4.205,-12.64353872,-108.8479314,-15.07668502,1.06510925,4.2,-5.44519404,-5.61111571,3.38680365,3.53161775,-21.63973788,-19.95344673,-11.11438321,-11.47012871,0.005,-33.184334,28.96282,337.25823,-71.1491
4.21,-12.68222787,-110.1093651,-17.0280618,0.91320301,4.205,-5.61111571,-5.78408446,3.53161775,3.66624925,-19.95344673,-18.27026112,-11.47012871,-11.81110965,0.005,-34.59375,26.9263,336.637122,-68.196188
4.215,-12.71297044,-111.3230292,-18.99908292,0.7369441,4.21,-5.78408446,-5.96486034,3.66624925,3.79110477,-18.27026112,-16.59522852,-11.81110965,-12.12417601,0.005,-36.155176,24.971104,335.00652,-62.613272
4.22,-12.72575927,-112.4867178,-20.95476677,0.53852036,4.215,-5.96486034,-6.15229735,3.79110477,3.89363498,-16.59522852,-14.93007734,-12.12417601,-12.41782821,0.005,-37.487402,20.506042,333.030236,-58.73044
4.225,-12.70819022,-113.5976844,-22.86101025,0.32114804,4.22,-6.15229735,-6.34533231,3.89363498,4.00114268,-14.93007734,-13.29346356,-12.41782821,-12.61518151,0.005,-38.606992,21.50154,327.322756,-39.47066
4.23,-12.64573287,-114.6521606,-24.68481945,0.08907459,4.225,-6.34533231,-6.55161529,4.00114268,4.09623347,-13.29346356,-11.67680656,-12.61518151,-12.79009299,0.005,-41.256596,19.018158,323.3314,-34.982296
