,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l
17,4.67,-6.73085175,1.02514482,0.2548331,-56.63034488,4.65,4.66,-42.2937311,-39.39031578,-36.40826542,-3.85116341,-3.43141646,-3.16751894,-10.77295611,-10.11367336,-9.49218093,5.05961282,5.43233477,5.84478716
18,4.68,-7.90318468,1.01553653,-1.80960634,-59.54456548,4.66,4.67,-39.39031578,-36.40826542,-33.28947498,-3.43141646,-3.16751894,-3.02395181,-10.11367336,-9.49218093,-8.95934816,5.43233477,5.84478716,6.30812413
19,4.69,-9.58256964,0.98673621,-3.86210556,-62.55913583,4.67,4.68,-36.40826542,-33.28947498,-30.1154274,-3.16751894,-3.02395181,-2.93908762,-9.49218093,-8.95934816,-8.56515352,5.84478716,6.30812413,6.77667668
20,4.7,-13.08668736,1.09999994,-5.77549487,-65.66535085,4.68,4.69,-33.28947498,-30.1154274,-27.00791061,-3.02395181,-2.93908762,-2.71645862,-8.95934816,-8.56515352,-8.32655248,6.30812413,6.77667668,7.16962592
21,4.71,-15.69205694,1.15800627,-7.44246154,-68.83578592,4.69,4.7,-30.1154274,-27.00791061,-23.82844144,-2.93908762,-2.71645862,-2.57740995,-8.56515352,-8.32655248,-8.21685705,6.77667668,7.16962592,7.6133095
22,4.72,-17.01775321,1.08310449,-8.79162232,-72.01869191,4.7,4.71,-27.00791061,-23.82844144,-20.63180655,-2.71645862,-2.57740995,-2.45926077,-8.32655248,-8.21685705,-8.22961345,7.16962592,7.6133095,8.02835702
23,4.73,-17.97919105,0.54335497,-9.79327973,-75.13123956,4.71,4.72,-23.82844144,-20.63180655,-17.39677957,-2.57740995,-2.45926077,-2.42726597,-8.21685705,-8.22961345,-8.35707365,7.6133095,8.02835702,8.43665094
24,4.74,-19.84956514,0.05364821,-10.43079817,-78.07503321,4.72,4.73,-20.63180655,-17.39677957,-14.1716667,-2.45926077,-2.42726597,-2.5211645,-8.22961345,-8.35707365,-8.60704307,8.02835702,8.43665094,8.82797225
25,4.75,-21.66666002,-0.33001757,-10.66264638,-80.75967436,4.73,4.74,-17.39677957,-14.1716667,-11.19591048,-2.42726597,-2.5211645,-2.55420174,-8.35707365,-8.60704307,-8.92619694,8.43665094,8.82797225,9.17652291
26,4.76,-22.74355856,-0.57239395,-10.41656558,-83.10924818,4.74,4.75,-14.1716667,-11.19591048,-8.66819048,-2.5211645,-2.55420174,-2.56209277,-8.60704307,-8.92619694,-9.50344292,8.82797225,9.17652291,9.55221328
27,4.77,-22.84996782,-0.69679842,-9.66862368,-85.06046025,4.75,4.76,-11.19591048,-8.66819048,-6.81953567,-2.55420174,-2.56209277,-2.40845619,-8.92619694,-9.50344292,-10.2508122,9.17652291,9.55221328,9.85685223
28,4.78,-22.14491857,-0.7568482,-8.50390223,-86.56399284,4.76,4.77,-8.66819048,-6.81953567,-5.8341456,-2.56209277,-2.40845619,-1.86992155,-9.50344292,-10.2508122,-11.19631919,9.55221328,9.85685223,10.05638727
29,4.79,-20.69083966,-0.73775048,-7.06380716,-87.56650346,4.77,4.78,-6.81953567,-5.8341456,-5.6394749,-2.40845619,-1.86992155,-1.57392008,-10.2508122,-11.19631919,-12.28039665,9.85685223,10.05638727,10.09132202
30,4.8,-18.59633452,-0.63437471,-5.51112429,-87.99143988,4.78,4.79,-5.8341456,-5.6394749,-6.16710699,-1.86992155,-1.57392008,-1.27958414,-11.19631919,-12.28039665,-13.47511246,10.05638727,10.09132202,9.95827954
31,4.81,-16.00912207,-0.45277984,-4.00374967,-87.72708717,4.79,4.8,-5.6394749,-6.16710699,-7.31085436,-1.57392008,-1.27958414,-1.04455436,-12.28039665,-13.47511246,-14.76169716,10.09132202,9.95827954,9.64614143
32,4.82,-13.10981493,-0.20891176,-2.65475744,-86.58955284,4.8,4.81,-6.16710699,-7.31085436,-8.80724621,-1.27958414,-1.04455436,-1.08268309,-13.47511246,-14.76169716,-16.17787401,9.95827954,9.64614143,9.12733636
33,4.83,-17.0055489,1.30534745,-1.5089507,-84.27308638,4.81,4.82,-7.31085436,-8.80724621,-10.39720248,-1.04455436,-1.08268309,-1.60346993,-14.76169716,-16.17787401,-17.83371105,9.64614143,9.12733636,8.42322065
34,4.84,-15.65634875,3.81997778,-0.57175329,-80.35710214,4.82,4.83,-8.80724621,-10.39720248,-12.11750735,-1.08268309,-1.60346993,-2.14903218,-16.17787401,-17.83371105,-19.47874279,9.12733636,8.42322065,6.88554238
35,4.85,-10.18175964,6.80509458,0.19435282,-74.4180491,4.83,4.84,-10.39720248,-12.11750735,-13.67077452,-1.60346993,-2.14903218,-3.01216151,-17.83371105,-19.47874279,-21.46465216,8.42322065,6.88554238,5.33576796
36,4.86,-0.37146376,9.43157885,0.86020258,-66.18756895,4.84,4.85,-12.11750735,-13.67077452,-15.16538043,-2.14903218,-3.01216151,-4.01075589,-19.47874279,-21.46465216,-23.69104707,6.88554238,5.33576796,3.33069923
37,4.87,11.38232403,11.01938357,1.81421493,-55.77932217,4.85,4.86,-13.67077452,-15.16538043,-16.67953144,-3.01216151,-4.01075589,-5.14119,-21.46465216,-23.69104707,-26.13351905,5.33576796,3.33069923,0.71621035
38,4.88,22.54803986,11.36038931,3.72324064,-43.79572102,4.86,4.87,-15.16538043,-16.67953144,-18.26171865,-4.01075589,-5.14119,-6.08158655,-23.69104707,-26.13351905,-28.78423612,3.33069923,0.71621035,-2.47037323
39,4.89,32.85985281,10.77077473,6.8843369,-31.33521454,4.87,4.88,-16.67953144,-18.26171865,-19.8172437,-5.14119,-6.08158655,-6.79841614,-26.13351905,-28.78423612,-31.59374873,0.71621035,-2.47037323,-6.24716176
40,4.9,42.6105574,9.59512349,10.4479337,-19.82453184,4.88,4.89,-18.26171865,-19.8172437,-21.1778157,-6.08158655,-6.79841614,-7.20431077,-28.78423612,-31.59374873,-34.58640635,-2.47037323,-6.24716176,-10.37094009
41,4.91,50.68338749,8.03298582,12.42339124,-10.54993216,4.89,4.9,-19.8172437,-21.1778157,-22.27548231,-6.79841614,-7.20431077,-7.23034584,-31.59374873,-34.58640635,-37.75540917,-6.24716176,-10.37094009,-14.55279605
42,4.92,56.70506065,6.18792573,11.62135107,-4.0027123,4.9,4.91,-21.1778157,-22.27548231,-23.06858742,-7.20431077,-7.23034584,-6.87460018,-34.58640635,-37.75540917,-41.02504516,-10.37094009,-14.55279605,-18.58535347
43,4.93,60.87437258,4.1192806,2.10248196,2.0461088,4.91,4.92,-22.27548231,-23.06858742,-23.59400437,-7.23034584,-6.87460018,-6.24357505,-37.75540917,-41.02504516,-44.30995505,-14.55279605,-18.58535347,-22.29621488
44,4.94,63.48429969,1.83781623,2.74955374,2.19393431,4.92,4.93,-23.06858742,-23.59400437,-23.88128808,-6.87460018,-6.24357505,-5.42090242,-41.02504516,-44.30995505,-47.49679213,-18.58535347,-22.29621488,-25.49615077
45,4.95,64.7800778,-0.64748803,3.83555231,2.30144519,4.93,4.94,-23.59400437,-23.88128808,-24.1059642,-6.24357505,-5.42090242,-4.44717203,-44.30995505,-47.49679213,-50.54632853,-22.29621488,-25.49615077,-27.97642069
46,4.96,65.01560752,-3.28912731,5.17467543,2.3568485,4.94,4.95,-23.88128808,-24.1059642,-24.16426739,-5.42090242,-4.44717203,-3.61187454,-47.49679213,-50.54632853,-53.4527231,-25.49615077,-27.97642069,-29.22881088
47,4.97,64.37288436,-6.02579475,6.53194561,2.34978447,4.95,4.96,-24.1059642,-24.16426739,-24.16057442,-4.44717203,-3.61187454,-2.6565273,-50.54632853,-53.4527231,-56.08547743,-27.97642069,-29.22881088,-29.53040571
48,4.98,62.91115188,-8.81653527,7.67841493,2.27550905,4.96,4.97,-24.16426739,-24.16057442,-24.02517054,-3.61187454,-2.6565273,-1.92090982,-53.4527231,-56.08547743,-58.5036353,-29.22881088,-29.53040571,-28.62141367
49,4.99,60.64343732,-11.64322476,8.46035606,2.1403826,4.97,4.98,-24.16057442,-24.02517054,-23.74498285,-2.6565273,-1.92090982,-1.22849411,-56.08547743,-58.5036353,-60.51298229,-29.53040571,-28.62141367,-27.29600358
50,5.0,57.54109277,-14.50347507,8.78044187,1.95918379,4.98,4.99,-24.02517054,-23.74498285,-23.36655902,-1.92090982,-1.22849411,-0.48322606,-58.5036353,-60.51298229,-62.20343522,-28.62141367,-27.29600358,-25.40790264
51,5.01,53.5983381,-17.39393255,8.4740713,1.73171642,4.99,5.0,-23.74498285,-23.36655902,-22.81327825,-1.22849411,-0.48322606,0.17491254,-60.51298229,-62.20343522,-63.55251354,-27.29600358,-25.40790264,-23.36044441
52,5.02,48.93880316,-20.29321158,7.67000043,1.48514908,5.0,5.01,-23.36655902,-22.81327825,-22.12239693,-0.48322606,0.17491254,0.79366117,-62.20343522,-63.55251354,-64.53396999,-25.40790264,-23.36044441,-21.23076931
53,5.03,43.76440878,-23.17527635,6.51652438,1.24401986,5.01,5.02,-22.81327825,-22.12239693,-21.43075134,0.17491254,0.79366117,1.83760331,-63.55251354,-64.53396999,-65.15636102,-23.36044441,-21.23076931,-19.16264489
54,5.04,38.24680188,-26.01720905,5.16103649,1.02718905,5.02,5.03,-22.12239693,-21.43075134,-20.58755261,0.79366117,1.83760331,2.33447555,-64.53396999,-65.15636102,-65.46732374,-21.23076931,-19.16264489,-17.07761005
55,5.05,32.50746062,-28.7917342,3.73836465,0.84676934,5.03,5.04,-21.43075134,-20.58755261,-19.67454385,1.83760331,2.33447555,2.73816753,-65.15636102,-65.46732374,-65.46317629,-19.16264489,-17.07761005,-14.96128822
56,5.06,26.9813384,-31.47454765,2.36415605,0.70853786,5.04,5.05,-20.58755261,-19.67454385,-18.70454924,2.33447555,2.73816753,3.23306956,-65.46732374,-65.46317629,-65.03810776,-17.07761005,-14.96128822,-13.07718689
57,5.07,21.85156334,-34.05377994,1.12931084,0.61313835,5.05,5.06,-19.67454385,-18.70454924,-17.85627427,2.73816753,3.23306956,3.72773953,-65.46317629,-65.03810776,-64.41305319,-14.96128822,-13.07718689,-11.11476799
58,5.08,17.21187626,-36.54750296,0.09356433,0.55749607,5.06,5.07,-18.70454924,-17.85627427,-16.93432565,3.23306956,3.72773953,4.1654047,-65.03810776,-64.41305319,-63.48137522,-13.07718689,-11.11476799,-9.38958955
59,5.09,13.12903217,-38.97982207,-0.72103511,0.53611142,5.07,5.08,-17.85627427,-16.93432565,-15.9831298,3.72773953,4.1654047,4.53857945,-64.41305319,-63.48137522,-62.25977459,-11.11476799,-9.38958955,-7.94536987
60,5.1,9.59529693,-41.38273938,-1.33510687,0.54214075,5.08,5.09,-16.93432565,-15.9831298,-15.03239353,4.1654047,4.53857945,4.8787799,-63.48137522,-62.25977459,-60.80118479,-9.38958955,-7.94536987,-6.79863117
61,5.11,6.54854938,-43.79836487,-1.7733173,0.57271758,5.09,5.1,-15.9831298,-15.03239353,-14.04140838,4.53857945,4.8787799,5.12971241,-62.25977459,-60.80118479,-59.18186296,-7.94536987,-6.79863117,-5.8224693
62,5.12,3.92028978,-46.26300121,-2.01356882,0.63345778,5.1,5.11,-15.03239353,-14.04140838,-13.17706469,4.8787799,5.12971241,5.46493455,-60.80118479,-59.18186296,-57.34373114,-6.79863117,-5.8224693,-5.04593995
63,5.13,1.67740187,-48.80586647,-2.20278948,0.71459743,5.11,5.12,-14.04140838,-13.17706469,-12.26650754,5.12971241,5.46493455,5.74134581,-59.18186296,-57.34373114,-55.29456649,-5.8224693,-5.04593995,-4.41973615
64,5.14,-0.15203506,-51.45297103,-2.4407438,0.81326025,5.12,5.13,-13.17706469,-12.26650754,-11.39875951,5.46493455,5.74134581,6.01909568,-57.34373114,-55.29456649,-53.11072295,-5.04593995,-4.41973615,-3.71981968
65,5.15,-1.48342156,-54.21915839,-2.81570651,0.92627292,5.13,5.14,-12.26650754,-11.39875951,-10.68396835,5.74134581,6.01909568,6.37070069,-55.29456649,-53.11072295,-50.70015712,-4.41973615,-3.71981968,-3.23744901
66,5.16,-2.24815633,-57.10924885,-3.38896056,1.04862656,5.14,5.15,-11.39875951,-10.68396835,-10.00585064,6.01909568,6.37070069,6.73794746,-53.11072295,-50.70015712,-48.06753927,-3.71981968,-3.23744901,-2.86992475
67,5.17,-2.52654123,-60.11148526,-4.18723743,1.17177572,5.15,5.16,-10.68396835,-10.00585064,-9.41705797,6.37070069,6.73794746,7.13363979,-50.70015712,-48.06753927,-45.24142428,-3.23744901,-2.86992475,-2.65854937
68,5.18,-2.56319317,-63.20911098,-5.20844111,1.28237533,5.16,5.17,-10.00585064,-9.41705797,-8.88572607,6.73794746,7.13363979,7.54585647,-48.06753927,-45.24142428,-42.22272221,-2.86992475,-2.65854937,-2.71810764
69,5.19,-2.73207748,-66.39086743,-6.86069003,1.33573913,5.17,5.18,-9.41705797,-8.88572607,-8.44465206,7.13363979,7.54585647,7.95832078,-45.24142428,-42.22272221,-38.97765964,-2.65854937,-2.71810764,-2.99913876
70,5.2,-3.19290915,-69.64085188,-9.48359444,1.29889246,5.18,5.19,-8.88572607,-8.44465206,-8.04128514,7.54585647,7.95832078,8.36502192,-42.22272221,-38.97765964,-35.55612349,-2.71810764,-2.99913876,-3.51627135
71,5.21,-3.7778343,-72.93389498,-12.53952374,1.19226214,5.19,5.2,-8.44465206,-8.04128514,-7.74683408,7.95832078,8.36502192,8.7299883,-38.97765964,-35.55612349,-32.0212157,-2.99913876,-3.51627135,-4.13002455
72,5.22,-4.20239925,-76.23133237,-15.89515693,1.02057323,5.2,5.21,-8.04128514,-7.74683408,-7.55669612,8.36502192,8.7299883,9.08221993,-35.55612349,-32.0212157,-28.42667248,-3.51627135,-4.13002455,-4.69780681
73,5.23,-4.20515846,-79.48359095,-19.21203563,0.78796734,5.21,5.22,-7.74683408,-7.55669612,-7.50864923,8.7299883,9.08221993,9.45206218,-32.0212157,-28.42667248,-24.86531195,-4.13002455,-4.69780681,-5.06408895
74,5.24,-3.64935618,-82.62148296,-22.12921442,0.50165108,5.22,5.23,-7.55669612,-7.50864923,-7.64432773,9.08221993,9.45206218,9.80334666,-28.42667248,-24.86531195,-21.49086897,-4.69780681,-5.06408895,-4.98638893
75,5.25,-2.57358866,-85.53394015,-24.17148381,0.18260646,5.23,5.24,-7.50864923,-7.64432773,-8.01987099,9.45206218,9.80334666,10.16527871,-24.86531195,-21.49086897,-18.16806611,-5.06408895,-4.98638893,-4.99154845
76,5.26,-1.13368794,-88.07811008,-25.49499151,-0.14495049,5.24,5.25,-7.64432773,-8.01987099,-8.48630247,9.80334666,10.16527871,10.40956905,-21.49086897,-18.16806611,-15.28331728,-4.98638893,-4.99154845,-4.27595184
77,5.27,0.4820268,-90.10904955,-26.14848304,-0.44770988,5.25,5.26,-8.01987099,-8.48630247,-9.2185022,10.16527871,10.40956905,10.62644373,-18.16806611,-15.28331728,-12.54828854,-4.99154845,-4.27595184,-4.14232192
78,5.28,2.12899894,-91.49130747,-25.98966825,-0.69018844,5.26,5.27,-8.48630247,-9.2185022,-10.01069068,10.40956905,10.62644373,10.6426585,-15.28331728,-12.54828854,-10.52150954,-4.27595184,-4.14232192,-3.23386157
79,5.29,3.96101748,-92.09899555,-24.92371717,-0.84207428,5.27,5.28,-9.2185022,-10.01069068,-11.01697484,10.62644373,10.6426585,10.57484003,-12.54828854,-10.52150954,-8.96956949,-4.14232192,-3.23386157,-2.89177748
80,5.3,6.26798856,-91.8303183,-22.94361462,-0.88336638,5.28,5.29,-10.01069068,-11.01697484,-12.07863198,10.6426585,10.57484003,10.31179871,-10.52150954,-8.96956949,-8.17194232,-3.23386157,-2.89177748,-2.31262445
81,5.31,9.19028896,-90.57511658,-20.15976847,-0.80766304,5.29,5.3,-11.01697484,-12.07863198,-13.34236301,10.57484003,10.31179871,9.90247596,-8.96956949,-8.17194232,-8.13148346,-2.89177748,-2.31262445,-1.83731156
82,5.32,12.78029178,-88.18769348,-16.80454409,-0.62307096,5.3,5.31,-12.07863198,-13.34236301,-14.56113089,10.31179871,9.90247596,8.91416688,-8.17194232,-8.13148346,-8.80262599,-2.31262445,-1.83731156,-1.24157437
83,5.33,16.97433257,-84.47249986,-17.54465348,0.73274354,5.31,5.32,-13.34236301,-14.56113089,-16.08820659,9.90247596,8.91416688,8.21738413,-8.13148346,-8.80262599,-9.92840469,-1.83731156,-1.24157437,-1.26436165
84,5.34,21.57344441,-79.19052755,-16.93863401,3.58375655,5.32,5.33,-14.56113089,-16.08820659,-17.64926187,8.91416688,8.21738413,6.80945775,-8.80262599,-9.92840469,-11.24961296,-1.24157437,-1.26436165,-1.84968406
85,5.35,26.18990977,-72.09921864,-13.56214579,7.98541532,5.33,5.34,-16.08820659,-17.64926187,-19.51042568,8.21738413,6.80945775,5.62711077,-9.92840469,-11.24961296,-12.58816625,-1.26436165,-1.84968406,-3.21129248
86,5.36,29.85792385,-63.16704176,-4.62863869,12.62768889,5.34,5.35,-17.64926187,-19.51042568,-21.3724923,6.80945775,5.62711077,3.29269484,-11.24961296,-12.58816625,-14.02479569,-1.84968406,-3.21129248,-4.16349632
87,5.37,30.51223539,-52.64627398,8.51258956,16.43163342,5.35,5.36,-19.51042568,-21.3724923,-23.44691765,5.62711077,3.29269484,0.60814434,-12.58816625,-14.02479569,-15.42535354,-3.21129248,-4.16349632,-5.71249376
88,5.38,28.19107432,-41.19317577,21.90430107,18.59156452,5.36,5.37,-21.3724923,-23.44691765,-25.62524833,3.29269484,0.60814434,-2.81668576,-14.02479569,-15.42535354,-16.96151614,-4.16349632,-5.71249376,-7.28268879
89,5.39,24.20826474,-29.82291439,32.9845429,19.03150621,5.37,5.38,-23.44691765,-25.62524833,-27.8874642,0.60814434,-2.81668576,-7.04610358,-15.42535354,-16.96151614,-18.59822504,-5.71249376,-7.28268879,-8.81148426
90,5.4,19.95385506,-19.57471899,42.40589441,18.33908182,5.38,5.39,-25.62524833,-27.8874642,-30.29823967,-2.81668576,-7.04610358,-11.78304246,-16.96151614,-18.59822504,-20.25268377,-7.28268879,-8.81148426,-9.97138847
91,5.41,15.70825978,-11.19374186,50.93623421,17.05267794,5.39,5.4,-27.8874642,-30.29823967,-32.96405511,-7.04610358,-11.78304246,-16.61927853,-18.59822504,-20.25268377,-21.72505194,-8.81148426,-9.97138847,-10.57970346
92,5.42,11.50777142,-5.062107,58.04820239,15.5103801,5.4,5.41,-30.29823967,-32.96405511,-35.93424388,-11.78304246,-16.61927853,-21.12597904,-20.25268377,-21.72505194,-22.90765506,-9.97138847,-10.57970346,-10.5707918
93,5.43,-0.41071477,1.84829376,63.32255315,13.8626306,5.41,5.42,-32.96405511,-35.93424388,-39.20187421,-16.61927853,-21.12597904,-24.89062547,-21.72505194,-22.90765506,-23.83365466,-10.57970346,-10.5707918,-9.95345039
94,5.44,0.0798412,2.00246549,66.71608224,12.11751433,5.42,5.43,-35.93424388,-39.20187421,-42.65745331,-21.12597904,-24.89062547,-27.70601621,-22.90765506,-23.83365466,-24.42988887,-10.5707918,-9.95345039,-9.06418773
95,5.45,1.0692874,2.10951407,68.36587849,10.24703014,5.43,5.44,-39.20187421,-42.65745331,-46.16245083,-24.89062547,-27.70601621,-29.16666031,-23.83365466,-24.42988887,-24.80409499,-9.95345039,-9.06418773,-7.72077139
96,5.46,2.43694315,2.1566078,68.48746088,8.26412487,5.44,5.45,-42.65745331,-46.16245083,-49.53258712,-27.70601621,-29.16666031,-29.48553203,-24.42988887,-24.80409499,-24.83729869,-9.06418773,-7.72077139,-6.51856298
97,5.47,3.98908553,2.13519946,67.39387435,6.19561543,5.45,5.46,-46.16245083,-49.53258712,-52.6051321,-29.16666031,-29.48553203,-28.77886864,-24.80409499,-24.83729869,-24.64989921,-7.72077139,-6.51856298,-5.44484417
98,5.48,5.48742102,2.04367704,65.36611346,4.03192676,5.46,5.47,-49.53258712,-52.6051321,-55.27032472,-29.48553203,-28.77886864,-27.52494446,-24.83729869,-24.64989921,-24.29872735,-6.51856298,-5.44484417,-4.58313007
99,5.49,6.70339449,1.88992876,62.5730208,1.74491619,5.47,5.48,-52.6051321,-55.27032472,-57.49457079,-28.77886864,-27.52494446,-26.04663394,-24.64989921,-24.29872735,-23.85628566,-5.44484417,-4.58313007,-3.88992378
100,5.5,7.46499068,1.69093733,59.15005525,-0.65824623,5.48,5.49,-55.27032472,-57.49457079,-59.30842715,-27.52494446,-26.04663394,-24.54295955,-24.29872735,-23.85628566,-23.39223477,-4.58313007,-3.88992378,-3.20329183
101,5.51,7.68487547,1.46948004,55.2304571,-3.14254981,5.49,5.5,-57.49457079,-59.30842715,-60.6651702,-26.04663394,-24.54295955,-23.25835332,-23.85628566,-23.39223477,-22.82946468,-3.88992378,-3.20329183,-2.49164522
102,5.52,7.35688691,1.24834761,50.97233224,-5.65203118,5.5,5.51,-59.30842715,-60.6651702,-61.72868255,-24.54295955,-23.25835332,-21.84885089,-23.39223477,-22.82946468,-22.19983882,-3.20329183,-2.49164522,-1.87768533
103,5.53,6.54900002,1.04642158,46.57973914,-8.14896826,5.51,5.52,-60.6651702,-61.72868255,-62.50678619,-23.25835332,-21.84885089,-20.45474565,-22.82946468,-22.19983882,-21.4514049,-2.49164522,-1.87768533,-1.34526815
104,5.54,5.38342443,0.87681535,42.28920654,-10.6138967,5.52,5.53,-61.72868255,-62.50678619,-62.93980881,-21.84885089,-20.45474565,-18.94637551,-22.19983882,-21.4514049,-20.60400535,-1.87768533,-1.34526815,-0.86309689
105,5.55,4.00524824,0.74582693,38.30619675,-13.02791649,5.53,5.54,-62.50678619,-62.93980881,-62.97890987,-20.45474565,-18.94637551,-17.60907633,-21.4514049,-20.60400535,-19.70185404,-1.34526815,-0.86309689,-0.42875432
106,5.56,2.56183418,0.65433988,34.74951359,-15.38170661,5.54,5.55,-62.93980881,-62.97890987,-62.77213873,-18.94637551,-17.60907633,-15.97655254,-20.60400535,-19.70185404,-18.78195418,-0.86309689,-0.42875432,-0.07759183
107,5.57,1.18550953,0.59975494,31.63032838,-17.66485564,5.55,5.56,-62.97890987,-62.77213873,-62.19306118,-17.60907633,-15.97655254,-14.53798081,-19.70185404,-18.78195418,-18.01752735,-0.42875432,-0.07759183,0.49577168
108,5.58,-0.01966064,0.57763596,28.87650782,-19.90693068,5.56,5.57,-62.77213873,-62.19306118,-61.41232268,-15.97655254,-14.53798081,-12.94549583,-18.78195418,-18.01752735,-17.25466102,-0.07759183,0.49577168,0.87541662
109,5.59,-0.98608387,0.58275237,26.41624854,-22.1435215,5.57,5.58,-62.19306118,-61.41232268,-60.327968,-14.53798081,-12.94549583,-11.57994286,-18.01752735,-17.25466102,-16.53848907,0.49577168,0.87541662,1.22557381
110,5.6,-1.68231655,0.60998653,24.21688751,-24.3943917,5.58,5.59,-61.41232268,-60.327968,-58.99664771,-12.94549583,-11.57994286,-10.4669117,-17.25466102,-16.53848907,-15.86381538,0.87541662,1.22557381,1.59747808
