,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l
15,3.305,-3.44584276,-51.14896973,0.59655831,0.84753132,3.295,3.3,-10.15710312,-9.74594133,-9.35464397,-3.95334152,-3.85641891,-3.75705436,-63.0060244,-62.79350233,-62.53068435,-17.19679646,-16.56414395,-15.95199638
16,3.31,-4.71732033,-52.36351506,0.0724255,0.8377504,3.3,3.305,-9.74594133,-9.35464397,-8.95091299,-3.85641891,-3.75705436,-3.67038348,-62.79350233,-62.53068435,-62.23355982,-16.56414395,-15.95199638,-15.35785819
17,3.315,-5.99293817,-53.60105333,-0.51357089,0.82661754,3.305,3.31,-9.35464397,-8.95091299,-8.55154931,-3.75705436,-3.67038348,-3.59081411,-62.53068435,-62.23355982,-61.90177612,-15.95199638,-15.35785819,-14.78021807
18,3.32,-7.26024463,-54.86048813,-1.14189259,0.81482033,3.31,3.315,-8.95091299,-8.55154931,-8.17475281,-3.67038348,-3.59081411,-3.4945593,-62.23355982,-61.90177612,-61.5277379,-15.35785819,-14.78021807,-14.23016555
19,3.325,-8.50585285,-56.14100721,-1.79533947,0.80284811,3.315,3.32,-8.55154931,-8.17475281,-7.79434814,-3.59081411,-3.4945593,-3.38219045,-61.90177612,-61.5277379,-61.11969738,-14.78021807,-14.23016555,-13.72445537
20,3.33,-9.71697183,-57.44075334,-2.45904766,0.79101918,3.32,3.325,-8.17475281,-7.79434814,-7.45958327,-3.4945593,-3.38219045,-3.30313777,-61.5277379,-61.11969738,-60.66929373,-14.23016555,-13.72445537,-13.17791365
21,3.335,-10.88537926,-58.75814604,-3.12039394,0.779512,3.325,3.33,-7.79434814,-7.45958327,-7.12153343,-3.38219045,-3.30313777,-3.19481491,-61.11969738,-60.66929373,-60.18251993,-13.72445537,-13.17791365,-12.67461262
22,3.34,-12.0098779,-60.09250756,-3.76047755,0.76929187,3.33,3.335,-7.45958327,-7.12153343,-6.78338687,-3.30313777,-3.19481491,-3.10686386,-60.66929373,-60.18251993,-59.67458343,-13.17791365,-12.67461262,-12.16760115
23,3.345,-13.09273632,-61.44248427,-4.36353896,0.76101713,3.335,3.34,-7.12153343,-6.78338687,-6.4839388,-3.19481491,-3.10686386,-2.98343105,-60.18251993,-59.67458343,-59.11644558,-12.67461262,-12.16760115,-11.68844777
24,3.35,-14.14096321,-62.80535135,-4.92912995,0.75384454,3.34,3.345,-6.78338687,-6.4839388,-6.20125108,-3.10686386,-2.98343105,-2.82360179,-59.67458343,-59.11644558,-58.51186993,-12.16760115,-11.68844777,-11.26633006
25,3.355,-15.16215879,-64.17636054,-5.45090884,0.74770826,3.345,3.35,-6.4839388,-6.20125108,-5.96096362,-2.98343105,-2.82360179,-2.69602196,-59.11644558,-58.51186993,-57.87843718,-11.68844777,-11.26633006,-10.81987223
26,3.36,-16.16141044,-65.55295117,-5.92393024,0.74251608,3.35,3.355,-6.20125108,-5.96096362,-5.69471784,-2.82360179,-2.69602196,-2.57568857,-58.51186993,-57.87843718,-57.23168652,-11.26633006,-10.81987223,-10.38555527
27,3.365,-17.13984712,-66.93253808,-6.34449158,0.73816606,3.355,3.36,-5.96096362,-5.69471784,-5.46695538,-2.69602196,-2.57568857,-2.42287657,-57.87843718,-57.23168652,-56.5391062,-10.81987223,-10.38555527,-9.99769949
28,3.37,-18.09723616,-68.31371624,-6.70998774,0.73456066,3.36,3.365,-5.69471784,-5.46695538,-5.27286725,-2.57568857,-2.42287657,-2.25768663,-57.23168652,-56.5391062,-55.80544623,-10.38555527,-9.99769949,-9.64298724
29,3.375,-19.03138827,-69.69483717,-7.01880641,0.7316191,3.365,3.37,-5.46695538,-5.27286725,-5.07662278,-2.42287657,-2.25768663,-2.09239093,-56.5391062,-55.80544623,-55.05427614,-9.99769949,-9.64298724,-9.32685811
30,3.38,-19.93706139,-71.07421064,-7.27026211,0.72928939,3.37,3.375,-5.27286725,-5.07662278,-4.86995002,-2.25768663,-2.09239093,-1.94637764,-55.80544623,-55.05427614,-54.29653395,-9.64298724,-9.32685811,-9.0175037
31,3.385,-20.80786747,-72.45268898,-7.46454162,0.72756148,3.375,3.38,-5.07662278,-4.86995002,-4.71306941,-2.09239093,-1.94637764,-1.7741671,-55.05427614,-54.29653395,-53.49334337,-9.32685811,-9.0175037,-8.75235818
32,3.39,-21.63802705,-73.83223146,-7.60265378,0.72648112,3.38,3.385,-4.86995002,-4.71306941,-4.56150231,-1.94637764,-1.7741671,-1.59920081,-54.29653395,-53.49334337,-52.67168093,-9.0175037,-8.75235818,-8.51647215
33,3.395,-22.42518942,-75.21669668,-7.68639659,0.72616258,3.385,3.39,-4.71306941,-4.56150231,-4.43287599,-1.7741671,-1.59920081,-1.40277784,-53.49334337,-52.67168093,-51.81845673,-8.75235818,-8.51647215,-8.32188802
34,3.4,-23.16974348,-76.61087381,-7.71834172,0.72679874,3.39,3.395,-4.56150231,-4.43287599,-4.28564828,-1.59920081,-1.40277784,-1.25245418,-52.67168093,-51.81845673,-50.95404858,-8.51647215,-8.32188802,-8.09042627
35,3.405,-23.87190316,-78.01736465,-7.70181952,0.72866679,3.395,3.4,-4.43287599,-4.28564828,-4.19790513,-1.40277784,-1.25245418,-1.04099666,-51.81845673,-50.95404858,-50.07229148,-8.32188802,-8.09042627,-7.94456796
36,3.41,-24.5330032,-79.43834983,-7.64089764,0.73212867,3.4,3.405,-4.28564828,-4.19790513,-4.12020193,-1.25245418,-1.04099666,-0.86230935,-50.95404858,-50.07229148,-49.14818088,-8.09042627,-7.94456796,-7.81350601
37,3.415,-25.1518356,-80.87440677,-7.54035371,0.73762548,3.405,3.41,-4.19790513,-4.12020193,-4.027971,-1.04099666,-0.86230935,-0.6928491,-50.07229148,-49.14818088,-48.22301246,-7.94456796,-7.81350601,-7.66441798
38,3.42,-25.72291665,-82.32382167,-7.40562739,0.74566444,3.41,3.415,-4.12020193,-4.027971,-3.96290296,-0.86230935,-0.6928491,-0.48415457,-49.14818088,-48.22301246,-47.27241567,-7.81350601,-7.66441798,-7.53133737
39,3.425,-26.24079562,-83.78638605,-7.24273557,0.75679599,3.415,3.42,-4.027971,-3.96290296,-3.9038857,-0.6928491,-0.48415457,-0.30025418,-48.22301246,-47.27241567,-46.29822574,-7.66441798,-7.53133737,-7.42391812
40,3.43,-26.70257324,-85.26536867,-7.05815154,0.77158101,3.42,3.425,-3.96290296,-3.9038857,-3.85759384,-0.48415457,-0.30025418,-0.10386248,-47.27241567,-46.29822574,-45.30655188,-7.53133737,-7.42391812,-7.3325577
41,3.435,-27.10558657,-86.76353313,-6.8586547,0.79055025,3.425,3.43,-3.9038857,-3.85759384,-3.81891862,-0.30025418,-0.10386248,0.08844883,-46.29822574,-45.30655188,-44.29220802,-7.42391812,-7.3325577,-7.27106965
42,3.44,-27.44943645,-88.28342335,-6.65116012,0.814159,3.43,3.435,-3.85759384,-3.81891862,-3.80246161,-0.10386248,0.08844883,0.29368449,-45.30655188,-44.29220802,-43.25802055,-7.3325577,-7.27106965,-7.26056901
43,3.445,-27.73941434,-89.82830954,-6.44254617,0.84273998,3.435,3.44,-3.81891862,-3.80246161,-3.77940521,0.08844883,0.29368449,0.49242977,-44.29220802,-43.25802055,-42.198297,-7.27106965,-7.26056901,-7.25862872
44,3.45,-27.98466093,-91.40074155,-6.23949796,0.87645686,3.44,3.445,-3.80246161,-3.77940521,-3.76938128,0.29368449,0.49242977,0.70501768,-43.25802055,-42.198297,-41.11541926,-7.26056901,-7.25862872,-7.31216386
45,3.455,-28.19649803,-93.00168759,-6.04837674,0.91526141,3.445,3.45,-3.77940521,-3.76938128,-3.7744111,0.49242977,0.70501768,0.92578743,-42.198297,-41.11541926,-40.00807659,-7.25862872,-7.31216386,-7.41105122
46,3.46,-28.38779146,-94.62995908,-5.92995246,0.95509076,3.45,3.455,-3.76938128,-3.7744111,-3.78770113,0.70501768,0.92578743,1.15073436,-41.11541926,-40.00807659,-38.88027252,-7.31216386,-7.41105122,-7.558439
47,3.465,-28.57070264,-96.28134841,-5.848327,0.99846955,3.455,3.46,-3.7744111,-3.78770113,-3.81498096,0.92578743,1.15073436,1.38726894,-40.00807659,-38.88027252,-37.73411964,-7.41105122,-7.558439,-7.72419029
48,3.47,-28.75555714,-97.94817422,-5.80767412,1.04466321,3.46,3.465,-3.78770113,-3.81498096,-3.84200176,1.15073436,1.38726894,1.62070407,-38.88027252,-37.73411964,-36.546727,-7.558439,-7.72419029,-7.98617917
49,3.475,-28.9525628,-99.6208095,-5.81355828,1.09252621,3.465,3.47,-3.81498096,-3.84200176,-3.87589226,1.38726894,1.62070407,1.84881402,-37.73411964,-36.546727,-35.33104844,-7.72419029,-7.98617917,-8.2675201
50,3.48,-29.1700257,-101.28793539,-5.87098994,1.14065992,3.47,3.475,-3.84200176,-3.87589226,-3.91579499,1.62070407,1.84881402,2.07546362,-36.546727,-35.33104844,-34.08869754,-7.98617917,-8.2675201,-8.59234085
51,3.485,-29.412727,-102.93739959,-5.98450199,1.18744424,3.475,3.48,-3.87589226,-3.91579499,-3.96469032,1.84881402,2.07546362,2.30133504,-35.33104844,-34.08869754,-32.79502994,-8.2675201,-8.59234085,-8.9710125
52,3.49,-29.6866444,-104.56134875,-6.15827049,1.23108106,3.48,3.485,-3.91579499,-3.96469032,-4.00815107,2.07546362,2.30133504,2.50956435,-34.08869754,-32.79502994,-31.48498186,-8.59234085,-8.9710125,-9.40127867
53,3.495,-29.99914065,-106.15779188,-6.39639998,1.26965741,3.485,3.49,-3.96469032,-4.00815107,-4.04166667,2.30133504,2.50956435,2.69179352,-32.79502994,-31.48498186,-30.14631913,-8.9710125,-9.40127867,-9.87978265
54,3.5,-30.35372089,-107.72640786,-6.70816602,1.30161159,3.49,3.495,-4.00815107,-4.04166667,-4.10476636,2.50956435,2.69179352,2.90764444,-31.48498186,-30.14631913,-28.80038995,-9.40127867,-9.87978265,-10.34290699
55,3.505,-30.75016785,-109.26855662,-7.09129145,1.3245875,3.495,3.5,-4.04166667,-4.10476636,-4.15780371,2.69179352,2.90764444,3.10203042,-30.14631913,-28.80038995,-27.42230074,-9.87978265,-10.34290699,-10.84165398
56,3.51,-31.18484493,-110.78832535,-7.54960452,1.33666601,3.5,3.505,-4.10476636,-4.15780371,-4.21364948,2.90764444,3.10203042,3.29179859,-28.80038995,-27.42230074,-26.0275292,-10.34290699,-10.84165398,-11.34755176
57,3.515,-31.65154805,-112.29380078,-8.0870389,1.33605637,3.505,3.51,-4.15780371,-4.21364948,-4.26052344,3.10203042,3.29179859,3.46975997,-27.42230074,-26.0275292,-24.65595358,-10.84165398,-11.34755176,-11.81737153
58,3.52,-32.13790051,-113.79280284,-8.70750698,1.32115543,3.51,3.515,-4.21364948,-4.26052344,-4.33388312,3.29179859,3.46975997,3.66700393,-26.0275292,-24.65595358,-23.24617616,-11.34755176,-11.81737153,-12.2773703
59,3.525,-32.62641795,-115.29373505,-9.41465394,1.29060123,3.515,3.52,-4.26052344,-4.33388312,-4.41171415,3.46975997,3.66700393,3.85931404,-24.65595358,-23.24617616,-21.83200666,-11.81737153,-12.2773703,-12.70983307
60,3.53,-33.09773008,-116.80805885,-10.21150476,1.2433207,3.52,3.525,-4.33388312,-4.41171415,-4.49730425,3.66700393,3.85931404,4.04494678,-23.24617616,-21.83200666,-20.42161877,-12.2773703,-12.70983307,-13.0880419
61,3.535,-33.53045693,-118.34701225,-11.2871196,1.17822913,3.525,3.53,-4.41171415,-4.49730425,-4.59121086,3.85931404,4.04494678,4.22850919,-21.83200666,-20.42161877,-19.01943797,-12.70983307,-13.0880419,-13.41523246
62,3.54,-33.90476703,-119.92086572,-12.43091474,1.09584576,3.53,3.535,-4.49730425,-4.59121086,-4.70725724,4.04494678,4.22850919,4.42288282,-20.42161877,-19.01943797,-17.61185243,-13.0880419,-13.41523246,-13.69030133
63,3.545,-34.20738156,-121.54067122,-13.62079754,0.99614913,3.535,3.54,-4.59121086,-4.70725724,-4.81029795,4.22850919,4.42288282,4.58091096,-19.01943797,-17.61185243,-16.2547321,-13.41523246,-13.69030133,-13.89541017
64,3.55,-34.43003914,-123.21573303,-14.84462546,0.87944554,3.54,3.545,-4.70725724,-4.81029795,-4.94589297,4.42288282,4.58091096,4.75526926,-17.61185243,-16.2547321,-14.87323309,-13.69030133,-13.89541017,-14.09766228
65,3.555,-34.56828067,-124.95062413,-16.08958408,0.74643845,3.545,3.55,-4.81029795,-4.94589297,-5.09266558,4.58091096,4.75526926,4.92121881,-16.2547321,-14.87323309,-13.54851144,-13.89541017,-14.09766228,-14.25609215
66,3.56,-34.6202407,-126.74174375,-17.34215188,0.59826996,3.55,3.555,-4.94589297,-5.09266558,-5.24723281,4.75526926,4.92121881,5.07882501,-14.87323309,-13.54851144,-12.22961402,-14.09766228,-14.25609215,-14.38622257
67,3.565,-34.58818666,-128.57946697,-18.58790582,0.43656404,3.555,3.56,-5.09266558,-5.24723281,-5.42750911,4.92121881,5.07882501,5.22926197,-13.54851144,-12.22961402,-10.96261883,-14.25609215,-14.38622257,-14.53508389
68,3.57,-34.47867794,-130.4510172,-19.80244684,0.26209081,3.56,3.565,-5.24723281,-5.42750911,-5.60968033,5.07882501,5.22926197,5.37377617,-12.22961402,-10.96261883,-9.72405643,-14.38622257,-14.53508389,-14.66192608
69,3.575,-34.29786217,-132.33826141,-20.97090306,0.07671219,3.565,3.57,-5.42750911,-5.60968033,-5.8053474,5.22926197,5.37377617,5.49288257,-10.96261883,-9.72405643,-8.5394211,-14.53508389,-14.66192608,-14.80914156
70,3.58,-34.05195811,-134.21972921,-22.09831198,-0.11242181,3.57,3.575,-5.60968033,-5.8053474,-6.01297552,5.37377617,5.49288257,5.60281255,-9.72405643,-8.5394211,-7.42510804,-14.66192608,-14.80914156,-14.99454809
71,3.585,-33.74730273,-136.07464163,-23.15721272,-0.30168073,3.575,3.58,-5.8053474,-6.01297552,-6.22109334,5.49288257,5.60281255,5.69705505,-8.5394211,-7.42510804,-6.36893927,-14.80914156,-14.99454809,-15.1479697
72,3.59,-33.39181298,-137.88344271,-24.11882507,-0.48716985,3.58,3.585,-6.01297552,-6.22109334,-6.43788054,5.60281255,5.69705505,5.780556,-7.42510804,-6.36893927,-5.41128202,-14.99454809,-15.1479697,-15.31728305
73,3.595,-32.99198587,-139.62447674,-24.95406564,-0.66483753,3.585,3.59,-6.22109334,-6.43788054,-6.64953938,5.69705505,5.780556,5.8364692,-6.36893927,-5.41128202,-4.55739686,-15.1479697,-15.31728305,-15.36471921
74,3.6,-32.55122533,-141.27503959,-25.63466874,-0.83060508,3.59,3.595,-6.43788054,-6.64953938,-6.88684383,5.780556,5.8364692,5.86955709,-5.41128202,-4.55739686,-3.83032952,-15.31728305,-15.36471921,-15.45566076
75,3.605,-32.07232385,-142.81473879,-26.13440439,-0.98051371,3.595,3.6,-6.64953938,-6.88684383,-7.13320339,5.8364692,5.86955709,5.89316023,-4.55739686,-3.83032952,-3.22501085,-15.36471921,-15.45566076,-15.4744919
76,3.61,-31.55705616,-144.22618357,-26.43040543,-1.11087911,3.6,3.605,-6.88684383,-7.13320339,-7.37005239,5.86955709,5.89316023,5.89348824,-3.83032952,-3.22501085,-2.76270262,-15.45566076,-15.4744919,-15.39821707
77,3.615,-31.00592235,-145.49606589,-26.50451394,-1.21844129,3.605,3.61,-7.13320339,-7.37005239,-7.63207828,5.89316023,5.89348824,5.88133481,-3.22501085,-2.76270262,-2.47320069,-15.4744919,-15.39821707,-15.27019842
78,3.62,-30.41842632,-146.6142431,-26.34449823,-1.3004949,3.61,3.615,-7.37005239,-7.63207828,-7.8969632,5.89348824,5.88133481,5.83492252,-2.76270262,-2.47320069,-2.33249808,-15.39821707,-15.27019842,-15.0833082
79,3.625,-29.79086007,-147.56881048,-25.94503287,-1.35498748,3.615,3.62,-7.63207828,-7.8969632,-8.15194458,5.88133481,5.83492252,5.76822451,-2.47320069,-2.33249808,-2.33321405,-15.27019842,-15.0833082,-14.85536761
80,3.63,-29.11761576,-148.34760328,-25.30836627,-1.38057557,3.62,3.625,-7.8969632,-8.15194458,-8.42175872,5.83492252,5.76822451,5.65850146,-2.33249808,-2.33321405,-2.48272083,-15.0833082,-14.85536761,-14.62588374
81,3.635,-28.39117812,-148.93681772,-24.44460295,-1.37663408,3.625,3.63,-8.15194458,-8.42175872,-8.66994406,5.76822451,5.65850146,5.52049592,-2.33321405,-2.48272083,-2.78762894,-14.85536761,-14.62588374,-14.33837431
82,3.64,-27.60285734,-149.3211041,-23.3715465,-1.34321998,3.63,3.635,-8.42175872,-8.66994406,-8.9515105,5.65850146,5.52049592,5.35121415,-2.48272083,-2.78762894,-3.15278974,-14.62588374,-14.33837431,-14.13664275
83,3.645,-26.74374587,-149.48428668,-22.11409486,-1.2809975,3.635,3.64,-8.66994406,-8.9515105,-9.24531567,5.52049592,5.35121415,5.18457144,-2.78762894,-3.15278974,-3.62611761,-14.33837431,-14.13664275,-13.92445012
84,3.65,-25.80625712,-149.40899877,-20.70322092,-1.19113752,3.64,3.645,-8.9515105,-9.24531567,-9.545286,5.35121415,5.18457144,4.98298183,-3.15278974,-3.62611761,-4.17635241,-14.13664275,-13.92445012,-13.72326657
85,3.655,-24.78219389,-149.07391614,-19.17458434,-1.07520905,3.645,3.65,-9.24531567,-9.545286,-9.85446617,5.18457144,4.98298183,4.75359075,-3.62611761,-4.17635241,-4.77709469,-13.92445012,-13.72326657,-13.54378873
86,3.66,-23.66442462,-148.45540023,-17.56682486,-0.93508194,3.65,3.655,-9.545286,-9.85446617,-10.16665282,4.98298183,4.75359075,4.49657458,-4.17635241,-4.77709469,-5.41503189,-13.72326657,-13.54378873,-13.35560285
87,3.665,-22.44034249,-147.52903811,-15.91962092,-0.77285639,3.655,3.66,-9.85446617,-10.16665282,-10.48171302,4.75359075,4.49657458,4.18929121,-4.77709469,-5.41503189,-6.0655063,-13.54378873,-13.35560285,-13.22508267
88,3.67,-21.09586264,-146.27097328,-14.27166141,-0.5908293,3.66,3.665,-10.16665282,-10.48171302,-10.82669477,4.49657458,4.18929121,3.87487823,-5.41503189,-6.0655063,-6.69290976,-13.35560285,-13.22508267,-13.13805149
89,3.675,-19.62814955,-144.65918529,-12.65871435,-0.3915009,3.665,3.67,-10.48171302,-10.82669477,-11.18895209,4.18929121,3.87487823,3.50400234,-6.0655063,-6.69290976,-7.31979041,-13.22508267,-13.13805149,-13.10315565
90,3.68,-18.03341307,-142.67057837,-11.11195968,-0.17761797,3.67,3.675,-10.82669477,-11.18895209,-11.56338524,3.87487823,3.50400234,3.13066741,-6.69290976,-7.31979041,-7.88023905,-13.13805149,-13.10315565,-13.19174461
91,3.685,-16.30662362,-140.28037112,-14.5503507,1.80941633,3.675,3.68,-11.18895209,-11.56338524,-11.95268665,3.50400234,3.13066741,2.67412162,-7.31979041,-7.88023905,-8.39863483,-13.10315565,-13.19174461,-13.4273102
92,3.69,-14.44285017,-137.46269941,-14.44415215,3.12986704,3.68,3.685,-11.56338524,-11.95268665,-12.36058691,3.13066741,2.67412162,2.20074165,-7.88023905,-8.39863483,-8.88531426,-13.19174461,-13.4273102,-13.83378285
93,3.695,-12.43876652,-134.18868412,-13.77853605,4.74794661,3.685,3.69,-11.95268665,-12.36058691,-12.79438929,2.67412162,2.20074165,1.66799992,-8.39863483,-8.88531426,-9.30726924,-13.4273102,-13.83378285,-14.4608739
94,3.7,-10.29898215,-130.42779336,-12.09009433,6.56030671,3.69,3.695,-12.36058691,-12.79438929,-13.27343515,2.20074165,1.66799992,1.09842217,-8.88531426,-9.30726924,-9.6864413,-13.83378285,-14.4608739,-15.31693943
95,3.705,-8.03980063,-126.14653913,-9.06219467,8.4218444,3.695,3.7,-12.79438929,-13.27343515,-13.76629874,1.66799992,1.09842217,0.47056435,-9.30726924,-9.6864413,-10.058208,-14.4608739,-15.31693943,-16.31286103
96,3.71,-5.68036622,-121.32336852,-4.79947676,10.18040154,3.7,3.705,-13.27343515,-13.76629874,-14.3229032,1.09842217,0.47056435,-0.20433029,-9.6864413,-10.058208,-10.41127417,-15.31693943,-16.31286103,-17.44202226
97,3.715,-3.24362551,-115.95209176,0.26780467,11.69244489,3.705,3.71,-13.76629874,-14.3229032,-14.89962251,0.47056435,-0.20433029,-0.94436119,-10.058208,-10.41127417,-10.8022049,-16.31286103,-17.44202226,-18.56773461
98,3.72,-0.77585222,-110.03055138,5.73569156,12.84186024,3.71,3.715,-14.3229032,-14.89962251,-15.54610873,-0.20433029,-0.94436119,-1.74422218,-10.41127417,-10.8022049,-11.22483722,-17.44202226,-18.56773461,-19.63511349
99,3.725,1.64954046,-103.57015985,11.30331872,13.53951009,3.715,3.72,-14.89962251,-15.54610873,-16.22029125,-0.94436119,-1.74422218,-2.63380465,-10.8022049,-11.22483722,-11.70240795,-18.56773461,-19.63511349,-20.51958563
100,3.73,3.94615603,-96.59472606,16.82995193,13.73999647,3.72,3.725,-15.54610873,-16.22029125,-16.9475576,-1.74422218,-2.63380465,-3.59905193,-11.22483722,-11.70240795,-12.25743363,-19.63511349,-20.51958563,-21.246415
101,3.735,6.03023681,-89.14285088,22.29311146,13.45740264,3.725,3.73,-16.22029125,-16.9475576,-17.73151921,-2.63380465,-3.59905193,-4.67290213,-11.70240795,-12.25743363,-12.87613406,-20.51958563,-21.246415,-21.72535207
102,3.74,7.82418916,-81.26879003,27.73098473,12.76539924,3.73,3.735,-16.9475576,-17.73151921,-18.56786846,-3.59905193,-4.67290213,-5.87544481,-12.25743363,-12.87613406,-13.55553106,-21.246415,-21.72535207,-21.94506344
103,3.745,9.25013028,-73.0501719,33.09681378,11.75024193,3.735,3.74,-17.73151921,-18.56786846,-19.40147845,-4.67290213,-5.87544481,-7.37200651,-12.87613406,-13.55553106,-14.33659711,-21.72535207,-21.94506344,-21.78793411
104,3.75,10.3448367,-64.59617121,38.27527321,10.49418468,3.74,3.745,-18.56786846,-19.40147845,-20.36808031,-5.87544481,-7.37200651,-8.80623607,-13.55553106,-14.33659711,-15.0504471,-21.94506344,-21.78793411,-21.60524501
105,3.755,11.07150075,-56.04257555,43.13758238,9.06766046,3.745,3.75,-19.40147845,-20.36808031,-21.3825405,-7.37200651,-8.80623607,-10.49421857,-14.33659711,-15.0504471,-15.82058734,-21.78793411,-21.60524501,-21.15102691
106,3.76,11.33159562,-47.55339344,47.62189136,7.52880276,3.75,3.755,-20.36808031,-21.3825405,-22.42001604,-8.80623607,-10.49421857,-12.39681427,-15.0504471,-15.82058734,-16.57846905,-21.60524501,-21.15102691,-20.5287697
107,3.765,11.18163144,-39.31460212,51.7324935,5.92607174,3.755,3.76,-21.3825405,-22.42001604,-23.44606491,-10.49421857,-12.39681427,-14.58242857,-15.82058734,-16.57846905,-17.32121098,-21.15102691,-20.5287697,-19.77805618
108,3.77,10.70441279,-31.52263031,55.50123401,4.30373955,3.76,3.765,-22.42001604,-23.44606491,-24.60697817,-12.39681427,-14.58242857,-16.72643303,-16.57846905,-17.32121098,-17.95233065,-20.5287697,-19.77805618,-19.1104978
109,3.775,9.979959,-24.37144863,58.93743352,2.69882769,3.765,3.77,-23.44606491,-24.60697817,-25.78856535,-14.58242857,-16.72643303,-19.03680508,-17.32121098,-17.95233065,-18.54477192,-19.77805618,-19.1104978,-18.36527966
